pos_1,pos_2,progenitor,descendants_1,descendants_2
197,242,1,1,
191,231,2,2,
237,202,3,3,
222,188,4,4,
203,186,5,5,
226,174,6,6,
223,160,7,7,
232,156,8,8,
247,152,9,9,
272,159,10,10,
259,149,10,11,
260,137,11,12,
258,125,11,13,
207,117,12,14,
220,95,13,15,
211,124,14,16,17
192,112,15,18,
211,173,16,19,
207,154,17,20,
