pos_1,pos_2,progenitor,descendants_1,descendants_2
275,315,1,1,
259,296,2,2,
235,251,3,3,
266,257,4,4,
250,232,5,5,6
217,237,6,7,
259,200,7,8,
242,191,8,9,10
264,214,9,11,
218,206,10,12,
270,183,11,13,
256,181,12,14,
264,164,13,15,
284,160,14,16,
247,151,15,17,
288,150,16,18,
395,191,17,19,
407,156,18,20,
329,154,19,21,
332,120,20,22,
373,159,21,23,
350,160,22,24,
307,156,23,25,
331,140,24,26,
