pos_1,pos_2,progenitor,descendants_1,descendants_2
275,319,1,1,
263,295,2,2,
235,250,3,3,
260,262,5,4,
268,253,4,5,
259,235,6,6,
240,232,7,7,
210,229,8,8,
230,226,9,9,
258,198,10,10,11
235,200,11,12,
248,185,12,13,
262,214,13,14,
215,201,14,15,
269,178,15,16,
256,181,16,17,
264,167,17,18,
276,160,18,19,
247,151,19,20,
287,154,20,21,
395,191,21,22,
410,155,22,23,
329,154,23,24,
341,121,24,25,
373,163,25,26,
350,160,26,27,
314,161,27,28,
302,159,27,29,
331,140,28,30,
