sigma: 22.470982031241125
216_8 99.0 213.0
216_7 107.0 240.0
216_6 96.0 233.0
216_5 108.0 255.0
216_4 102.0 263.0
216_3 119.0 259.0
216_2 90.0 273.0
216_1 116.0 274.0
195_1 106.13244196953578 265.8527071859703
196_3 106.8389026265657 264.6759277729657
153_1 106.45832011541818 265.0576407541491
202_5 102.38231488035747 244.41758933888653
205_7 103.20986819261907 230.8517004557903
161_3 103.95310768312179 246.10895097332588
113_2 104.00802170579625 246.52193887535174
