	0
107_1	106
115_3	114
152_2	151
156_1	155
160_6	159
166_5	165
195_4	194
197_3	196
198_10	197
201_2	200
205_10	204
206_9	205
209_13	208
216_10	215
216_11	215
216_12	215
216_13	215
216_14	215
216_15	215
216_16	215
216_2	215
216_3	215
216_4	215
216_5	215
216_6	215
216_7	215
216_8	215
216_9	215
58_1	57
