pos_1,pos_2,progenitor,descendants
333,442,1,1
323,429,2,2
352,420,3,3
344,396,4,4
283,378,5,5
273,369,6,6
308,380,7,7
328,369,8,8
283,473,9,9
262,441,10,10
216,394,11,11
260,404,12,12
285,430,13,13
278,395,14,14
269,358,15,15
277,334,16,16
303,419,17,17
323,400,18,18
295,383,19,19
326,387,20,20
287,356,21,21
330,354,22,22
308,320,23,23
304,295,24,24
