pos_1,pos_2,progenitor,descendants
337,442,1,1
322,428,2,2
350,416,3,3
334,404,4,4
280,374,5,5
267,369,6,6
303,375,7,7
321,366,8,8
279,478,9,9
297,479,9,10
251,450,10,11
270,440,11,12
207,396,12,13
253,406,13,14
286,428,14,15
276,393,15,16
264,354,16,17
278,326,17,18
300,412,18,19
317,397,19,20
294,382,20,21
325,381,21,22
285,352,22,23
323,350,23,24
304,315,24,25
308,293,25,26
