pos_1,pos_2,progenitor,descendants
335,442,1,1
324,429,2,2
352,419,3,3
341,398,4,4
283,377,5,5
267,369,6,6
306,376,7,7
320,369,8,8
286,475,9,9
261,441,10,10
208,390,11,11
256,405,12,12
285,430,13,13
278,394,14,14
265,356,15,15
278,330,16,16
301,412,17,17
320,398,18,18
296,383,19,19
326,384,20,20
285,352,21,21
324,354,22,22
307,320,23,23
307,298,24,24
