pos_1,pos_2,progenitor,descendants
337,443,1,1
322,428,2,2
350,416,3,3
334,404,4,4
280,374,5,5
267,368,6,6
302,374,7,7
321,365,8,8
276,478,9,9
300,480,10,10
251,450,11,11
272,441,12,12
207,396,13,13
251,406,14,14
286,428,15,15
274,393,16,16
264,352,17,17
278,326,18,18
300,413,19,19
317,397,20,20
294,384,21,21
325,381,22,22
285,352,23,23
324,347,24,24
304,315,25,25
308,293,26,26
