pos_1,pos_2,progenitor,descendants
246,383,1,1
217,401,2,2
231,381,3,3
215,377,4,4
196,349,5,5
244,361,6,6
245,334,7,7
227,319,8,8
212,330,9,9
238,288,10,10
254,290,11,11
179,346,12,12
201,332,13,13
207,311,14,14
230,304,15,15
243,303,16,16
274,305,17,17
285,291,18,18
270,293,19,19
281,272,20,20
292,256,21,21
