pos_1,pos_2,progenitor,descendants
211,403,1,1
232,390,2,2
218,380,3,3
193,353,4,4
243,368,5,5
243,336,6,6
227,328,7,7
218,344,8,8
237,294,9,9
253,295,10,10
179,347,11,11
203,339,12,12
205,317,13,13
220,307,14,14
245,315,15,15
254,308,16,16
291,303,17,17
283,286,18,18
273,300,19,19
281,266,20,20
305,239,21,21
