[&R] (((((216_12:3.068,216_13:3.068)202_10:8.395,(216_10:1.03,216_11:3.03)209_10:8.433)162_8:15.843,(216_14:2.07,216_15:4.07)202_11:26.235)108_4:35.749,(((216_4:2.032,216_5:2.032)199_4:5.084,(216_6:1.071,216_7:5.071)202_6:3.045)156_5:20.591,(216_8:9.684,216_9:10.684)162_7:14.022)111_4:39.348)50_2:70.946)I0;
I0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50_2,0:0.08/2:0.92,0:0.08/2:0.92,0,0,0:0.08/1:0.92,0:0.08/1:0.92,0,0:0.08/1:0.92,0,0:0.08/2:0.92,0,0:0.08/1:0.92,0,0:0.08/1:0.92,0:0.08/2:0.92,0,0,0,0,0:0.08/2:0.92,0:0.08/1:0.92,0,0:0.08/2:0.92,0:0.08/1:0.92,0,0,0,0:0.08/1:0.92,0,0:0.08/1:0.92,0,0:0.08/1:0.92,0,0,0,0,0,0,0,0:0.08/2:0.92,0,0,0,0:0.08/1:0.92,0:0.08/1:0.92,0,0,0,0,0,0,0,0,0,0:0.08/2:0.92,0,0,0:0.08/2:0.92,0,0:0.08/2:0.92,0:0.08/2:0.92,0,0:0.08/1:0.92,0:0.08/1:0.92,0,0,0:0.08/2:0.92,0,0,0,0,0:0.08/2:0.92,0:0.08/2:0.92,0,0,0:0.08/2:0.92,0,0,0:0.08/2:0.92,0,0,0:0.08/1:0.92,0,0:0.08/2:0.92,0:0.08/2:0.92,0,0:0.08/2:0.92,0,0:0.08/1:0.92,0:0.08/2:0.92,0,0:0.08/1:0.92,0,0,0:0.08/1:0.92,0,0,0:0.08/1:0.92,0:0.08/2:0.92,0:0.08/2:0.92,0:0.08/1:0.92,0,0,0,0,0:0.08/1:0.92,0,0:0.08/1:0.92,0,0:0.08/2:0.92,0,0:0.08/2:0.92,0,0:0.08/2:0.92,0,0:0.08/1:0.92,0:0.08/2:0.92,0,0,0,0:0.08/2:0.92,0:0.08/1:0.92,0:0.08/2:0.92,0:0.08/2:0.92,0:0.08/1:0.92,0,0,0:0.08/1:0.92,0,0:0.08/1:0.92,0:0.08/1:0.92,0,0,0,0,0,0:0.08/2:0.92,0:0.08/2:0.92,0:0.08/2:0.92,0,0,0,0,0,0:0.08/2:0.92,0,0,0,0:0.08/1:0.92,0,0,0,0,0,0,0:0.08/1:0.92,0,0,0:0.08/1:0.92,0,0,0,0,0:0.08/1:0.92,0,0,0:0.08/1:0.92,0,0,0:0.08/2:0.92,0,0:0.08/2:0.92,0,0,0,0,0,0,0,0:0.08/2:0.92,0:0.08/2:0.92,0,0:0.08/1:0.92,0,0:0.08/2:0.92,0,0,0:0.08/2:0.92,0:0.08/2:0.92,0,0,0,0,0:0.08/1:0.92,0,0:0.08/1:0.92,0,0,0:0.08/2:0.92,0
111_4,2,2,0,0,1,1,0,1,0:0.04/2:0.96,2,0,1,0:0.04/2:0.96,1,2,0:0.04/1:0.96,0,0,0:0.04/2:0.96,2,1,0,2,1,0,0,0,1,0,1,0:0.04/1:0.96,1,0:0.04/2:0.96,0,0,0:0.04/2:0.96,0:0.04/1:0.96,0,0,2,0,0:0.04/2:0.96,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0:0.04/2:0.96,2,0,2,2,0:0.04/1:0.96,1,1,0:0.04/1:0.96,0:0.04/2:0.96,2,0,0,0,0,2,2,0:0.04/1:0.96,0,2,0,0,2,0,0,1,0,2,2,0,2,0,1,2,0,1,0,0:0.04/1:0.96,1,0:0.04/1:0.96,0,1,2,2,1,0:0.04/2:0.96,0,0,0,1,0,1,0,2,0:0.04/2:0.96,2,0,2,0,1,2,0,0,0:0.04/1:0.96,2,1,2,2,1,0:0.04/1:0.96,0:0.04/1:0.96,1,0:0.04/2:0.96,1,1,0,0,0:0.04/2:0.96,0,0,2,2,2,0,0,0,0,0,2,0,0,0,1,0,0:0.04/2:0.96,0:0.04/2:0.96,0,0,0,1,0,0,1,0:0.04/2:0.96,0,0,0,1,0:0.04/1:0.96,0,1,0:0.04/1:0.96,0,2,0,2,0,0,0,0:0.04/1:0.96,0:0.04/1:0.96,0,0,2,2,0:0.04/1:0.96,1,0,2,0,0,2,2,0:0.04/1:0.96,0:0.04/1:0.96,0,0,1,0,1,0:0.04/1:0.96,0,2,0:0.04/2:0.96
162_7,2,2,0,0:0.05/2:0.95,1,1,0,1,2,2,0,1,2,1,2,1,0,0,2,2,1,0:0.05/1:0.95,2,1,0,0,0,1,0,1,1,1,2,0,0,2,1,0:0.05/1:0.95,0,2,0:0.05/2:0.95,2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,2,1,1,1,1,2,2,0,0,0,0,2,2,1,0,2,0,0,2,0:0.05/1:0.95,0:0.05/2:0.95,1,0,2,2,0,2,0,1,2,0:0.05/2:0.95,1,0,1,1,1,0,1,2,2,1,2,0,0,0:0.05/2:0.95,1,0:0.05/1:0.95,1,0,2,2,2,0,2,0,1,2,0:0.05/2:0.95,0,1,2,1,2,2,1,1,1,1,2,1,1,0,0,2,0,0,2,2,2,0,0,0,0,0,2,0,0,0,1,0,2,2,0,0,0,1,0,0,1,2,0,0,0,1,1,0,1,1,0,2,0,2,0,0,0,1,1,0:0.05/2:0.95,0,2,2,1,1,0,2,0:0.05/2:0.95,0,2,2,1,1,0,0:0.05/2:0.95,1,0,1,1,0,2,2
216_9,2,2,0,2,1,1,0,1,2,2,0,1,2,1,2,1,0,0,2,2,1,1,2,1,0,2,0,1,0,1,1,1,2,0,1,2,1,1,0,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,2,1,1,1,1,2,2,0,0,1,0,2,2,1,0,2,0,0,2,1,2,1,2,2,2,1,2,0,1,2,2,1,0,1,1,1,0,1,2,2,1,2,0,0,2,1,1,1,1,2,2,2,1,2,0,1,2,2,0,1,2,1,2,2,1,1,1,1,2,1,1,0,0,2,0,0,2,2,2,0,0,0,0,0,2,0,0,0,1,0,2,2,0,2,0,1,0,0,1,2,0,0,0,1,1,0,1,1,0,2,0,2,0,0,0,1,1,2,0,2,2,1,1,2,2,2,2,2,2,1,1,0,2,1,0,1,1,0,2,2
216_8,2,2,0,2,1,1,2,1,2,2,0,1,2,1,2,1,0,0,2,2,1,1,2,1,2,0,0,1,0,1,1,1,2,0,0,2,1,1,0,2,2,2,1,1,1,2,0,0,0,0,0,0,0,0,2,2,2,2,0,2,2,1,1,1,1,2,2,0,0,0,0,2,2,1,0,2,0,0,2,1,2,1,0,2,2,0,2,0,1,2,2,1,0,1,1,1,0,1,2,2,1,2,0,0,2,1,1,1,0,2,2,2,0,2,0,1,2,2,0,1,2,1,2,2,1,1,1,1,2,1,1,0,0,2,2,0,2,2,2,0,0,0,0,0,2,0,1,0,1,0,2,2,0,0,0,1,0,0,1,2,0,0,0,1,1,1,1,1,0,2,0,2,0,0,1,1,1,2,0,2,2,1,1,0,2,2,0,2,2,1,1,0,2,1,0,1,1,0,2,2
156_5,2,2,0,0,1,1,0,1,2,2,0:0.01/1:0.99,1,2,1,2,1,0,0,2,2,1,0,2,1,0:0.01/2:0.99,0,0,1,0,1,1,1,2,0,0:0.01/1:0.99,2,1,0,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,2,1,1,1,1,2,2,0:0.01/1:0.99,0:0.01/1:0.99,0,0,2,2,1,0,2,0,0,2,0,0,1,0:0.01/2:0.99,2,2,0,2,0,1,2,0,1,0:0.01/2:0.99,1,1,1,0,1,2,2,1,2,0,0,0,1,0,1,0:0.01/1:0.99,2,2,2,0,2,0,1,2,0,0,1,2,1,2,2,1,1,1,1,2,1,1,0,0,2,0:0.01/2:0.99,0,2,2,2,0:0.01/2:0.99,0:0.01/1:0.99,0,0:0.01/2:0.99,0,2,0,0,0,1,0,2,2,0,0:0.01/1:0.99,0:0.01/2:0.99,1,0,0,1,2,0,0,0,1,1,0,1,1,0,2,0:0.01/2:0.99,2,0:0.01/2:0.99,0,0,1,1,0,0:0.01/2:0.99,2,2,1,1,0:0.01/1:0.99,2,0,0,2,2,1,1,0,0:0.01/1:0.99,1,0,1,1,0,2,2
202_6,2,2,0,0,1,1,0,1,2,2,1,1,2,1,2,1,0,0,2,2,1,0,2,1,2,0,0,1,0,1,1,1,2,0,1,2,1,0,0:0.02/1:0.98,2,0,2,0,1,1,0,0,0,0,0:0.02/2:0.98,0,0,0,0,2,0,2,2,0,2,2,1,1,1,1,2,2,1,1,0,0,2,2,1,0,2,0,0,2,0,0,1,2,2,2,0,2,0,1,2,0,1,2,1,1,1,0,1,2,2,1,2,0,0,0,1,0,1,1,2,2,2,0,2,0,1,2,0,0,1,2,1,2,2,1,1,1,1,2,1,1,0,0,2,2,0,2,2,2,2,1,0:0.02/1:0.98,2,0,2,0,0,0,1,0,2,2,0,1,2,1,0,0,1,2,0,0,0,1,1,0,1,1,0,2,2,2,2,0,0,1,1,0,2,2,2,1,1,1,2,0,0,2,2,1,1,0,1,1,0,1,1,0,2,2
216_7,2,2,0,0,1,1,0,1,2,2,1,1,2,1,2,1,0,1,2,2,1,0,2,1,2,0,0,1,0,1,1,1,2,0,1,2,1,0,1,2,0,2,2,1,1,2,0,0,0,2,0,0,0,0,2,0,2,2,0,2,2,1,1,1,1,2,2,1,1,0,0,2,2,1,0,2,0,0,2,0,0,1,2,2,2,0,2,0,1,2,0,1,2,1,1,1,0,1,2,2,1,2,0,0,0,1,0,1,1,2,2,2,0,2,0,1,2,0,0,1,2,1,2,2,1,1,1,1,2,1,1,0,0,2,2,0,2,2,2,2,1,1,2,0,2,2,0,0,1,0,2,2,0,1,2,1,0,0,1,2,0,0,0,1,1,0,1,1,0,2,2,2,2,0,1,1,1,0,2,2,2,1,1,1,2,0,0,2,2,1,1,0,1,1,0,1,1,0,2,2
216_6,2,2,0,0,1,1,0,1,2,2,1,1,2,1,2,1,0,0,2,2,1,0,2,1,2,0,0,1,0,1,1,1,2,0,1,2,1,0,1,2,0,2,0,1,1,0,0,0,0,2,0,0,0,0,2,0,2,2,0,2,2,1,1,1,1,2,2,1,1,0,0,2,2,1,0,2,0,0,2,0,0,1,2,2,2,0,2,0,1,2,0,1,2,1,1,1,0,1,2,2,1,2,0,0,0,1,0,1,1,2,2,2,0,2,0,1,2,0,0,1,2,1,2,2,1,1,1,1,2,1,1,0,0,2,2,0,2,2,2,2,1,1,2,0,2,0,0,0,1,0,2,2,0,1,2,1,0,0,1,2,0,0,0,1,1,0,1,1,0,2,2,2,2,0,0,1,1,0,2,2,2,1,1,1,2,0,1,2,2,1,1,0,1,1,0,1,1,0,2,2
