cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,0,0,0,0,0,0,0,0
I1,1,0,2,0,1,0,0,0,0,0
216_1,1,0,2,0,1,0,0,1,0,0
I2,1,0,2,0,1,1,0,0,2,0
I3,1,0,2,0,1,1,0,0,2,2
I4,1,0,2,0,1,1,0,0,2,2
216_11,1,0,2,0,1,1,0,0,2,2
216_10,1,0,2,0,1,1,0,0,2,2
I5,1,0,2,0,1,1,0,0,2,2
216_13,1,0,2,0,1,1,0,0,2,2
216_12,1,0,2,0,1,1,0,0,2,2
I6,1,0,2,0,1,1,0,0,2,0
I7,1,0,2,0,1,1,0,0,2,0
216_7,1,0,2,0,1,1,0,0,2,0
216_6,1,0,2,0,1,1,0,0,2,0
I8,1,0,2,0,1,1,0,0,2,0
216_9,1,0,2,1,1,1,0,0,2,0
216_8,1,0,2,0,1,1,0,0,2,0
I9,0,2,0,1,0,0,1,1,0,0
I10,1,2,1,1,2,0,1,1,0,2
216_21,1,2,1,1,2,0,1,1,0,2
I11,1,2,1,1,2,0,1,1,0,2
I12,1,2,1,1,2,0,1,1,0,2
216_26,1,2,1,1,2,0,1,1,0,2
216_25,1,2,1,1,2,0,1,1,0,2
I13,1,2,1,1,2,0,1,1,0,2
216_24,1,2,1,1,2,0,1,1,0,2
216_23,1,2,1,1,2,0,1,1,0,2
I14,0,2,2,1,0,0,1,1,2,0
I15,0,2,2,1,2,0,1,1,2,0
I16,0,2,2,1,2,0,1,1,2,0
216_18,0,2,2,1,2,0,1,1,2,0
216_17,0,2,2,1,2,0,1,1,2,0
I17,2,2,2,1,2,0,1,1,2,2
216_20,2,2,2,1,2,0,1,1,2,2
216_19,2,2,2,1,2,0,1,1,2,2
I18,0,2,2,1,0,0,1,1,2,0
216_16,0,2,2,1,0,0,1,1,2,0
I19,0,2,2,1,0,0,1,1,2,0
216_15,0,2,2,1,0,0,1,1,2,0
216_14,0,2,2,1,0,0,1,1,2,0
Evolve tree: [&R] (((((216_14:0.03613294572515325,216_15:0.03613294572515325)I19:0.14744272223757535,216_16:0.18357566796272867)I18:0.21965077213305773,((216_19:0.04532749229029334,216_20:0.04532749229029334)I17:0.13488771490999737,(216_17:0.0294162965763624,216_18:0.0294162965763624)I16:0.15079891062392833)I15:0.2230112328954956)I14:0.2977236511528159,(((216_23:0.01642919235811928,216_24:0.01642919235811928)I13:0.11036076678094964,(216_25:0.014321081231462463,216_26:0.014321081231462463)I12:0.11246887790760646)I11:0.2233855942273782,216_21:0.35017555336644707)I10:0.350774537882155)I9:0.35878033053802894,((((216_8:0.02284949311935647,216_9:0.02284949311935647)I8:0.13772514129253433,(216_6:0.020693277709968858,216_7:0.020693277709968858)I7:0.13988135670192195)I6:0.18960091895455633,((216_12:0.0060454085156434086,216_13:0.0060454085156434086)I5:0.12370169939660372,(216_10:0.002000000000000148,216_11:0.002000000000000148)I4:0.127747107912247)I3:0.22042844545419998)I2:0.3151282020330017,216_1:0.6653037553994487)I1:0.39442666638718227)I0:0.01;
