cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
216_1,2,0,0,0,1,1,2,1,2,2
216_11,0,0,2,2,2,1,0,1,0,2
216_10,0,0,2,2,2,1,0,1,0,2
216_13,1,2,2,2,1,1,0,1,1,2
216_12,1,2,2,2,1,1,0,1,1,2
216_7,0,2,0,1,2,1,2,1,0,2
216_6,0,2,0,1,2,1,2,1,0,2
216_9,0,2,0,0,0,1,2,1,0,2
216_8,0,2,0,0,0,1,2,1,0,2
216_21,0,1,1,0,1,0,2,2,2,1
216_26,0,1,1,0,1,0,0,2,0,0
216_25,0,1,1,0,1,0,1,2,0,0
216_24,1,1,1,0,1,0,1,2,0,0
216_23,1,1,1,0,1,0,1,2,0,0
216_18,2,2,2,1,1,0,0,2,1,2
216_17,2,2,2,1,1,0,0,2,1,2
216_20,2,2,2,1,1,0,2,2,1,2
216_19,2,2,2,1,1,0,0,2,1,2
216_16,2,2,1,1,0,1,0,2,1,1
216_15,2,2,1,1,0,1,0,2,1,0
216_14,2,2,1,1,0,1,1,2,1,0
