cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,2,0,1,1,0,2,0,1,1,0
I1,2,2,1,1,2,2,0,1,1,1
I2,2,2,1,1,2,2,0,1,1,1
I3,2,2,1,1,2,2,0,1,1,1
216_10,2,2,1,1,2,2,0,1,1,1
216_9,2,2,1,1,2,2,0,1,1,1
I4,2,2,1,1,2,2,0,1,1,1
216_12,2,2,1,1,2,2,0,1,1,1
216_11,2,2,1,1,2,2,1,1,1,1
I5,2,2,1,1,2,2,0,1,1,1
I6,2,2,1,1,2,2,0,1,1,1
216_14,2,2,1,1,2,2,0,1,1,1
216_13,2,2,1,1,2,2,0,1,1,1
I7,2,2,1,1,2,2,0,1,1,1
216_16,2,2,1,1,2,2,2,1,1,1
216_15,2,2,1,1,2,2,0,1,1,1
I8,2,0,1,1,2,2,0,1,1,0
I9,2,1,1,1,2,2,0,1,1,0
216_2,2,1,1,1,2,2,0,1,1,0
I10,2,1,1,1,2,2,2,1,1,0
216_4,2,1,1,1,2,2,2,1,1,0
216_3,2,1,1,1,2,2,2,1,1,0
I11,2,0,1,1,2,2,0,1,1,0
I12,2,0,1,1,2,2,1,1,1,0
216_6,2,0,1,1,2,2,1,1,1,0
216_5,2,1,1,1,2,2,1,1,1,0
I13,2,0,1,1,2,2,0,1,1,0
216_8,2,0,1,1,2,2,0,1,1,0
216_7,2,0,1,1,2,2,0,1,1,0
Evolve tree: [&R] ((((216_7:0.0879252336448583,216_8:0.0879252336448583)I13:0.20575700934579183,(216_5:0.07919626168224161,216_6:0.07919626168224161)I12:0.2144859813084085)I11:0.252336448598129,((216_3:0.061962616822428804,216_4:0.061962616822428804)I10:0.21112149532710003,216_2:0.2730841121495289)I9:0.27293457943925026)I8:0.3178130841121485,(((216_15:0.07485981308411084,216_16:0.07485981308411084)I7:0.17792523364485746,(216_13:0.028392523364485455,216_14:0.028392523364485455)I6:0.22439252336448284)I5:0.24560747663551197,((216_11:0.04502803738317676,216_12:0.04502803738317676)I4:0.17786915887850216,(216_9:0.04084112149532636,216_10:0.04084112149532636)I3:0.18205607476635255)I2:0.2754953271028014)I1:0.3654392523364472)I0:0.4261682242990652;
