cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,1,0,0,0,0,0,0,2,0
I1,1,1,0,2,0,0,0,0,2,1
I2,1,1,0,2,0,0,0,2,2,1
I3,1,1,0,2,0,0,0,2,2,1
216_10,1,1,0,2,0,0,0,2,2,1
216_9,1,1,0,2,0,0,0,2,2,1
I4,1,1,0,2,0,0,0,2,2,1
216_12,1,1,0,2,0,0,0,2,2,1
216_11,1,1,0,2,0,0,0,2,2,1
I5,1,1,1,2,0,2,0,0,2,1
I6,1,1,1,2,2,2,0,0,2,1
216_14,1,1,1,2,2,2,0,0,2,1
216_13,1,1,1,2,2,2,0,0,2,1
I7,1,1,1,2,0,2,0,0,2,1
216_16,1,1,1,2,0,2,0,0,2,1
216_15,1,1,1,2,0,2,0,0,2,1
I8,0,1,0,0,0,0,0,0,2,0
I9,1,1,0,0,0,0,0,0,2,0
216_2,1,1,0,0,2,0,0,2,2,2
I10,1,1,0,0,0,0,1,0,2,0
216_4,1,1,0,0,0,0,1,0,2,0
216_3,1,1,0,0,0,0,1,0,2,0
I11,0,1,0,0,1,0,0,0,2,0
I12,1,1,0,0,1,0,0,0,2,0
216_6,1,1,0,0,1,0,0,0,2,0
216_5,1,1,0,0,1,0,0,0,2,0
I13,0,1,0,0,1,0,0,0,2,2
216_8,0,1,0,0,1,0,0,0,2,2
216_7,0,1,0,0,1,0,0,0,2,2
Evolve tree: [&R] ((((216_7:0.04532749229029334,216_8:0.04532749229029334)I13:0.11845933443851661,(216_5:0.04069564477212541,216_6:0.04069564477212541)I12:0.12309118195668453)I11:0.17266591552482255,((216_3:0.031638362837529375,216_4:0.031638362837529375)I10:0.11944337931459831,216_2:0.15108174215212775)I9:0.1853710001015048)I8:0.26797009284185935,(((216_15:0.03840571657315253,216_16:0.03840571657315253)I7:0.10034745571561374,(216_13:0.014321081231462463,216_14:0.014321081231462463)I6:0.12443209105730381)I5:0.16258366000193133,((216_11:0.02284949311935647,216_12:0.02284949311935647)I4:0.09809247202428396,(216_9:0.020693277709968858,216_10:0.020693277709968858)I3:0.10024868743367157)I2:0.18039486714705716)I1:0.3030860028047943)I0:0.46530758669113925;
