pos_1,pos_2,progenitor,descendants
240,380,1,1
182,345,2,2
287,340,3,3
286,332,4,4
248,345,5,5
306,361,6,6
298,341,7,7
277,341,8,8
257,326,9,9
243,327,10,10
249,311,11,11
266,311,12,12
281,296,13,13
279,319,14,14
294,317,15,15
272,287,16,16
276,266,17,17
306,292,18,18
296,274,19,19
320,270,20,20
299,230,21,21
