cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
I0,0,0,0,0,0,0,0,0,0,0
I1,0,0,0,0,0,1,0,1,0,0
I2,2,2,0,2,2,1,0,1,2,0
216_13,2,2,0,2,2,1,0,1,2,0
I3,2,2,0,2,2,1,0,1,2,0
216_16,2,2,0,2,2,1,0,1,2,0
216_15,2,2,0,2,2,1,0,1,2,0
I4,2,0,0,0,1,1,0,1,0,0
216_19,2,2,1,0,1,1,2,1,0,0
I5,2,0,0,0,1,1,0,1,0,0
216_18,2,0,0,0,1,1,1,1,0,0
216_17,2,0,0,0,1,1,2,1,2,0
I6,0,0,0,0,0,0,0,0,0,1
I7,0,0,1,0,0,1,0,2,1,1
216_3,1,2,1,1,0,1,0,2,1,1
I8,0,0,1,2,1,1,0,2,1,1
216_2,0,0,1,2,1,1,0,2,1,1
216_1,0,1,1,2,1,1,1,2,1,1
I9,0,0,0,1,0,2,0,0,1,1
I10,0,1,0,1,0,2,0,0,1,1
I11,2,1,0,1,0,2,0,1,1,1
216_8,2,1,0,1,0,2,0,1,1,1
216_7,2,1,0,1,0,2,0,1,1,1
I12,0,1,0,1,0,2,0,0,1,1
216_6,0,1,1,1,0,2,0,0,1,1
216_5,2,1,0,1,0,2,0,1,1,1
I13,0,0,1,1,0,2,0,0,1,1
216_11,0,0,1,1,2,2,0,0,1,1
216_9,0,0,1,1,0,2,0,0,1,1
Evolve tree: [&R] ((((216_9:50,216_11:50)I13:48,((216_5:12,216_6:12)I12:36,(216_7:3,216_8:3)I11:45)I10:50)I9:52,((216_1:38,216_2:38)I8:54,216_3:92)I7:58)I6:58,(((216_17:23,216_18:23)I5:62,216_19:85)I4:59,((216_15:1,216_16:1)I3:81,216_13:82)I2:62)I1:64)I0:7;
