48_1,296.0,359.0
133_1,267.0,372.0
177_3,259.0,335.0
213_7,242.0,326.0
216_8,247.0,318.0
216_7,232.0,336.0
212_5,259.0,350.0
216_6,264.0,346.0
216_5,243.0,354.0
172_1,280.0,377.0
211_3,267.0,362.0
216_4,272.0,356.0
216_3,259.0,361.0
210_1,262.0,383.0
216_2,248.0,377.0
216_1,266.0,383.0
91_2,287.0,338.0
147_7,301.0,323.0
189_9,283.0,307.0
216_16,266.0,296.0
216_15,280.0,305.0
189_8,304.0,329.0
216_14,296.0,307.0
216_13,305.0,333.0
145_5,282.0,356.0
190_5,280.0,353.0
216_10,289.0,328.0
216_9,276.0,344.0
216_12,282.0,320.0
42_2,310.0,352.0
90_5,305.0,338.0
216_33,326.0,299.0
149_13,306.0,348.0
216_31,318.0,331.0
190_18,290.0,338.0
216_29,267.0,334.0
216_28,288.0,340.0
83_3,312.0,370.0
132_5,313.0,380.0
216_23,280.0,383.0
210_13,322.0,373.0
216_18,332.0,375.0
216_17,314.0,375.0
172_10,324.0,341.0
211_21,327.0,355.0
216_25,323.0,348.0
216_24,342.0,360.0
206_18,315.0,320.0
216_27,313.0,310.0
216_26,306.0,323.0
