14_1,336.0,391.0
117_3,327.0,387.0
167_8,312.0,386.0
216_20,300.0,353.0
212_14,303.0,380.0
216_19,288.0,384.0
216_18,308.0,386.0
167_7,314.0,414.0
208_11,301.0,410.0
216_17,304.0,412.0
216_16,289.0,409.0
208_10,330.0,426.0
216_15,336.0,431.0
216_14,320.0,427.0
65_1,341.0,384.0
120_1,341.0,390.0
171_3,338.0,378.0
215_4,347.0,381.0
216_6,346.0,371.0
216_5,350.0,386.0
213_5,332.0,374.0
216_8,334.0,377.0
216_7,316.0,368.0
165_1,333.0,395.0
215_1,314.0,407.0
216_2,309.0,402.0
216_1,319.0,408.0
206_2,329.0,391.0
216_4,321.0,393.0
216_3,347.0,410.0
119_2,345.0,376.0
171_6,336.0,353.0
216_13,328.0,342.0
216_12,356.0,350.0
166_4,350.0,374.0
216_9,333.0,359.0
215_8,361.0,335.0
216_11,363.0,326.0
216_10,363.0,341.0
