Angles,DistToRoot
55.61965527615513,0.0
166.5289880377534,0.276
128.71750791183865,0.93
134.38394009160078,1.254
145.4914770123316,1.2000000000000002
19.21267181718563,0.6180000000000001
2.7182332018389608,0.99
85.91438322002513,0.936
178.84848110603625,0.27
147.52880770915152,1.05
175.52149556078976,0.528
135.24590312327072,1.11
130.28648583761537,0.264
136.71679821128987,0.9480000000000001
147.51132349257094,1.242
155.5960283111484,1.2240000000000002
135.72217746154485,0.6839999999999999
161.70722403543496,1.032
157.83365417791757,1.284
107.05331476870091,0.99
152.10272896905238,1.254
169.14358665193777,1.236
115.84438755456033,0.486
147.43135093370282,0.8220000000000001
177.27368900609375,1.182
84.66489425934424,1.158
107.10272896905238,0.81
151.26020470831193,1.1400000000000001
68.94550238168331,1.074
97.41526604188748,0.186
148.28486648490218,0.492
69.8293465881496,0.8400000000000001
157.56962019665843,1.26
149.03624346792648,1.212
125.93349726018384,0.8280000000000001
127.54570118725155,1.212
122.26980197958073,1.152
25.22877938340838,0.462
114.74674821262613,1.218
79.45193458185787,0.972
117.25532837494308,1.272
161.565051177078,1.236
135.0,0.246
166.6286680301081,0.51
117.37770277133174,0.786
141.431645426444,1.062
145.6086727615277,1.026
108.43494882292201,1.272
154.13364320590549,1.248
100.00797980144135,0.774
35.537677791974374,1.074
112.07246969716267,1.05
100.12086538558923,0.504
121.8441573810349,0.768
110.77225468204583,1.014
150.80251395393555,1.272
132.1844433157888,1.224
160.51669859178057,1.008
136.38035407344444,1.248
161.565051177078,0.738
113.02920215418841,0.984
92.9737310824801,1.224
125.01817071226685,1.218
131.56838340738955,0.966
35.053995057582696,0.0
147.89374404488217,0.3
81.49129668372967,0.942
178.3028438103997,0.6
98.7073702715204,0.8820000000000001
177.61405596961117,0.8580000000000001
20.1196331408183,0.28800000000000003
13.123846339979371,0.648
103.45161294722129,0.954
160.01689347810003,0.942
30.499833233447433,0.5880000000000001
147.2647737278924,0.948
132.90109406679645,0.8760000000000001
101.5751888173962,0.0
68.1041210534791,0.618
36.32682595212023,0.9179999999999999
114.87415391412763,1.1880000000000002
160.23283132320836,0.9179999999999999
