pos_1,pos_2,progenitor,descendants
234,311,1,1
217,293,2,2
239,299,3,3
249,314,4,4
268,295,5,5
219,266,6,6
244,267,7,7
275,284,8,8
289,271,9,9
279,297,10,10
295,292,11,11
247,277,12,12
260,259,13,13
293,235,14,14
296,203,15,15
300,189,15,16
275,233,16,17
285,215,17,18
250,244,18,19
278,251,19,20
255,215,20,21
261,188,21,22
