91_5,298.0,292.0
140_8,304.0,290.0
209_20,312.0,310.0
216_22,322.0,295.0
216_21,325.0,313.0
216_23,289.0,290.0
140_7,294.0,318.0
186_12,304.0,302.0
216_20,301.0,303.0
216_19,305.0,320.0
182_9,288.0,335.0
216_18,286.0,346.0
216_17,301.0,342.0
34_1,272.0,294.0
85_1,276.0,309.0
157_3,279.0,301.0
211_7,282.0,301.0
216_8,275.0,290.0
216_7,290.0,310.0
208_5,258.0,306.0
216_5,266.0,291.0
216_6,255.0,324.0
152_1,260.0,318.0
197_1,260.0,330.0
216_2,269.0,322.0
216_1,254.0,344.0
196_2,232.0,304.0
216_4,239.0,313.0
216_3,216.0,305.0
77_2,268.0,283.0
136_4,273.0,261.0
187_9,280.0,258.0
216_16,268.0,243.0
216_15,283.0,271.0
185_7,257.0,260.0
216_14,268.0,266.0
216_13,245.0,262.0
216_12,257.0,279.0
