106_1,170.0,418.0
153_1,176.0,431.0
196_1,156.0,440.0
216_2,145.0,436.0
216_1,165.0,454.0
195_2,196.0,443.0
216_4,205.0,440.0
216_3,184.0,457.0
198_6,158.0,407.0
216_8,147.0,409.0
216_7,160.0,418.0
44_2,178.0,396.0
91_4,201.0,392.0
138_5,190.0,403.0
183_9,203.0,432.0
216_16,208.0,428.0
216_15,215.0,457.0
182_10,207.0,395.0
216_18,202.0,377.0
216_17,203.0,412.0
136_6,207.0,380.0
188_16,221.0,372.0
216_22,205.0,362.0
216_21,221.0,373.0
186_13,193.0,369.0
216_20,193.0,357.0
216_19,185.0,395.0
91_3,167.0,405.0
203_8,173.0,427.0
216_10,159.0,437.0
216_9,186.0,438.0
139_4,165.0,380.0
190_7,162.0,393.0
216_12,153.0,390.0
216_11,167.0,399.0
187_8,165.0,368.0
216_14,164.0,372.0
216_13,168.0,387.0
