pos_1,pos_2,progenitor,descendants
272,276,1,1
290,268,2,2
310,265,3,3
282,251,4,4
262,243,5,5
280,232,5,6
301,236,6,7
282,224,7,8
265,228,8,9
289,196,9,10
341,265,10,11
316,210,11,12
302,206,12,13
296,181,13,14
383,209,14,15
369,194,15,16
331,176,16,17
353,185,17,18
334,253,18,19
342,224,19,20
333,206,20,21
359,215,21,22
