sigma: 22.470982031241125
216_10 378.0 244.0
216_9 348.0 251.0
216_16 315.0 196.0
216_15 338.0 200.0
216_14 416.0 169.0
216_13 374.0 209.0
216_8 421.0 151.0
216_7 460.0 136.0
216_6 410.0 153.0
216_5 414.0 180.0
216_4 401.0 191.0
216_3 392.0 219.0
216_2 414.0 216.0
216_1 359.0 227.0
179_1 386.86317984334624 211.748462492481
191_3 387.34641439424047 201.46534130278283
131_1 387.2248818828124 201.4180746924205
190_4 414.05347798534643 165.56302078562024
192_7 421.22912666926294 162.00988982531507
141_3 420.66912488128 162.54777094437088
81_1 387.11004000155464 201.17406083200615
176_7 390.0625926284223 195.60029408694794
180_10 331.7386104152502 198.3054347205533
133_5 385.735214288059 201.46983687302094
190_6 368.67963539896954 236.23233747209784
83_3 386.0678674681475 201.62144175804153
33_1 386.5889094149896 201.39783097308614
