pos_1,pos_2,progenitor,descendants_1,descendants_2
101,295,1,1,
111,282,2,2,
79,269,3,3,4
56,277,4,5,
81,239,5,6,
65,247,6,7,
55,221,7,8,
100,261,8,9,
111,250,9,10,
115,264,10,11,
125,270,11,12,
66,292,12,13,
42,284,13,14,
38,253,14,15,
21,245,15,16,
56,188,16,17,
52,242,17,18,
39,225,18,19,
64,200,19,20,
90,201,20,21,
