pos_1,pos_2,progenitor,descendants
93,294,1,1
118,278,2,2
85,282,3,3
75,270,4,4
60,285,5,5
83,240,6,6
67,239,7,7
52,213,8,8
105,256,9,9
112,244,10,10
120,261,11,11
136,267,12,12
64,305,13,13
50,297,14,14
25,256,15,15
14,246,16,16
53,193,17,17
63,181,18,18
41,244,19,19
26,237,20,20
66,198,21,21
86,202,22,22
