cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
216_15,0,1,0,2,1,2,2,0,0,0
216_14,0,1,0,2,1,2,2,0,0,0
216_17,0,0,0,2,2,2,2,0,0,0
216_16,0,0,0,2,2,2,2,0,0,0
216_19,2,1,1,2,1,2,2,0,0,2
216_18,1,1,1,2,0,0,2,0,0,2
216_21,2,0,1,2,0,1,2,1,1,2
216_20,2,0,1,2,0,1,2,1,1,2
216_11,0,2,2,1,1,0,2,1,2,2
216_13,1,2,2,0,1,0,2,0,2,2
216_12,1,2,2,0,1,0,2,0,2,2
216_9,2,2,2,1,0,0,0,0,2,0
216_8,2,2,2,1,0,1,0,0,2,0
216_7,0,2,2,0,2,0,0,2,2,0
216_6,0,2,2,0,2,0,0,0,2,0
216_1,0,2,2,1,2,0,0,2,0,0
216_5,0,2,2,1,2,0,1,0,0,0
216_4,0,2,2,1,2,0,2,0,1,0
216_3,0,2,2,1,2,1,2,0,0,0
