sigma: 22.470982031241125
216_10 366.0 288.0
216_9 356.0 294.0
216_12 365.0 266.0
216_11 372.0 280.0
216_16 344.0 270.0
216_15 351.0 281.0
216_14 342.0 290.0
216_13 337.0 314.0
204_11 343.1429002216508 292.4434666529189
204_12 347.07188843376304 277.1829366949754
160_8 343.2988511686072 292.03449406220807
204_10 368.2548692087226 273.27124078253604
209_9 360.9521888668232 290.937537608
162_8 356.92044192128975 285.72395229696957
111_4 356.862383876147 285.7517234614058
