cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,2,0,0,0,0,0,2,2,0
I1,0,2,0,0,0,0,0,2,2,0
I2,0,2,2,1,0,0,0,2,2,1
216_8,0,2,2,1,0,0,0,2,2,1
I3,0,2,2,1,0,0,0,2,2,1
216_6,0,2,2,1,0,0,0,2,2,1
216_5,0,2,2,1,0,0,0,2,2,1
I4,0,2,0,1,0,0,0,2,2,0
I5,0,2,0,1,0,0,0,2,2,0
216_2,0,2,0,1,0,0,0,2,2,0
216_1,0,2,0,1,0,0,0,2,2,0
I6,0,2,0,1,0,0,0,2,2,0
216_4,0,2,0,1,0,0,0,2,2,0
216_3,0,2,1,1,0,0,1,2,2,0
I7,0,2,0,0,0,2,1,2,2,0
I8,0,2,0,0,0,2,1,2,2,0
I9,0,2,1,0,1,2,1,2,2,0
216_15,0,2,1,0,1,2,1,2,2,0
216_14,0,2,1,0,1,2,1,2,2,0
I10,0,2,0,0,0,2,1,2,2,1
216_11,0,2,0,2,0,2,1,2,2,1
216_9,0,2,1,0,0,2,1,2,2,1
I11,2,2,0,0,0,2,1,2,2,0
I12,2,2,0,0,0,2,1,2,2,0
216_20,2,2,0,0,0,2,1,2,2,0
216_19,2,2,0,0,2,2,1,2,2,0
I13,2,2,0,0,0,2,1,2,2,0
216_18,2,2,0,0,0,2,1,2,2,0
I14,2,2,0,0,0,2,1,2,2,0
216_17,2,2,0,0,0,2,1,2,2,0
216_16,2,2,0,0,0,2,1,2,2,0
Evolve tree: [&R] (((((216_16:0.002000000000000148,216_17:0.002000000000000148)I14:0.09098578147361498,216_18:0.09298578147361514)I13:0.15175987752536546,(216_19:0.03387720367619631,216_20:0.03387720367619631)I12:0.21086845532278434)I11:0.2669338336790741,((216_9:0.09030406796528304,216_11:0.09030406796528304)I10:0.1468326460824905,(216_14:0.012228765186287953,216_15:0.012228765186287953)I9:0.22490794886148566)I8:0.27454277863028115)I7:0.2804949432151992,(((216_3:0.07463050618864697,216_4:0.07463050618864697)I6:0.17396275974105754,(216_1:0.06956119638257957,216_2:0.06956119638257957)I5:0.17903206954712492)I4:0.2514922485168093,((216_5:0.05721655200675471,216_6:0.05721655200675471)I3:0.14706137097054178,216_8:0.20427792297729658)I2:0.2958075914692172)I1:0.2920889214467401)I0:0.27755598589337716;
