cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
216_28,0,0,2,1,0,2,1,2,0,1
216_29,0,0,2,1,0,2,1,2,0,1
216_31,0,0,2,1,2,2,1,2,0,1
216_30,0,0,2,1,2,2,1,2,2,1
216_33,1,0,2,1,0,2,1,2,0,1
216_32,1,0,2,1,0,2,1,2,0,1
216_35,1,0,2,1,0,2,1,2,0,1
216_34,1,0,2,1,1,2,1,2,0,1
216_25,2,1,2,0,1,2,0,0,1,1
216_24,2,1,2,0,1,2,0,0,1,1
216_27,1,0,2,0,1,2,0,0,1,1
216_26,0,0,2,0,1,2,0,0,1,1
216_21,0,2,2,1,2,2,1,0,0,1
216_23,0,2,2,1,2,2,1,2,0,1
216_22,0,2,2,1,2,2,1,2,0,1
216_20,1,0,2,0,2,2,0,0,0,1
216_19,0,0,2,0,2,2,0,0,0,1
216_18,0,0,2,0,2,2,0,2,2,1
216_17,0,0,2,0,2,2,0,2,2,1
216_4,0,1,2,1,1,0,1,1,1,0
216_11,0,2,1,1,1,0,2,1,0,2
216_10,1,2,1,1,1,0,2,1,0,0
216_7,0,2,0,1,0,0,2,1,0,0
216_6,0,2,0,1,0,0,2,1,0,0
216_9,1,2,0,1,2,0,2,1,0,1
216_8,1,2,0,1,2,0,2,1,0,1
