cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
216_28,1,1,0,2,2,1,0,2,1,2
216_29,1,1,0,2,2,1,0,2,1,2
216_31,1,1,0,2,2,0,2,2,1,2
216_30,1,1,0,2,2,0,2,2,1,2
216_33,1,1,2,2,2,0,0,2,1,2
216_32,1,1,2,2,2,0,0,2,1,2
216_35,1,1,0,2,2,0,0,2,1,2
216_34,1,1,0,2,2,0,0,2,1,2
216_25,2,0,1,2,2,2,0,2,1,1
216_24,2,0,1,2,2,2,0,2,1,1
216_27,2,1,0,2,2,0,0,2,1,1
216_26,2,0,0,2,2,0,0,2,1,1
216_21,0,0,0,2,2,1,0,0,1,1
216_23,0,0,0,2,2,1,0,0,1,1
216_22,0,0,0,2,2,1,0,0,1,1
216_20,2,0,0,2,2,1,1,0,1,1
216_19,2,0,0,2,2,1,1,0,1,1
216_18,0,0,0,2,2,1,1,2,1,1
216_17,0,0,0,2,2,1,1,2,1,1
216_4,1,1,1,2,1,1,1,2,1,0
216_11,0,1,0,0,2,1,1,1,2,2
216_10,1,1,0,0,2,1,1,1,2,0
216_7,2,1,0,0,0,1,1,1,1,0
216_6,2,1,0,0,0,1,1,1,1,0
216_9,2,1,0,0,2,1,1,1,1,0
216_8,2,1,0,0,2,1,1,1,1,0
