cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
216_28,2,2,1,1,2,2,1,1,1,2
216_29,2,2,1,1,2,2,1,1,1,2
216_31,2,2,2,0,2,0,0,0,1,1
216_30,2,2,0,0,2,0,0,0,1,1
216_33,2,2,0,0,2,2,1,0,1,1
216_32,2,2,0,0,2,2,1,0,1,1
216_35,2,2,0,0,2,2,1,2,1,1
216_34,2,2,0,0,2,2,1,2,1,1
216_25,1,0,1,0,2,1,1,2,0,1
216_24,1,0,1,0,2,1,1,2,0,1
216_27,1,0,1,0,2,1,0,2,1,1
216_26,1,0,1,0,2,1,0,2,1,1
216_21,1,0,1,0,2,1,1,2,0,0
216_23,1,0,1,0,2,1,0,0,1,2
216_22,1,0,1,0,2,1,0,0,1,2
216_20,1,0,1,2,2,1,2,0,0,1
216_19,1,0,1,2,2,1,2,0,0,1
216_18,1,0,1,0,2,1,2,0,0,1
216_17,1,0,1,0,2,1,2,0,0,1
216_4,0,1,1,0,1,1,2,1,2,2
216_11,2,2,2,0,1,2,2,1,2,1
216_10,2,2,2,0,1,2,2,1,2,1
216_7,2,2,2,0,1,0,2,1,2,1
216_6,2,2,2,0,1,0,2,1,2,1
216_9,2,2,2,0,1,0,2,1,2,1
216_8,2,2,2,0,1,0,2,1,2,1
