pos_1,pos_2,progenitor,descendants_1,descendants_2
162,448,1,1,
145,432,2,2,
183,454,3,3,
203,436,4,4,
183,408,5,5,
159,412,6,6,
149,396,7,7,
173,427,8,8,9
148,421,9,10,
172,394,10,11,
157,380,11,12,
168,381,12,13,
157,353,13,14,
222,445,14,15,
205,430,15,16,
203,407,16,17,
202,377,17,18,
191,388,18,19,
194,358,19,20,
230,380,20,21,
204,368,21,22,
