sigma: 22.470982031241125
216_4 488.0 159.0
216_3 485.0 181.0
216_2 455.0 191.0
216_1 467.0 210.0
216_8 451.0 109.0
216_7 459.0 136.0
216_10 451.0 68.0
216_9 442.0 90.0
216_6 500.0 113.0
216_5 441.0 151.0
155_5 469.1921373182775 132.91247628959624
211_7 447.3515458482696 82.2128447648464
212_6 455.1236625629868 120.16398837786737
165_7 455.510020737888 112.9766938631779
92_2 465.0141099668867 135.87898077035157
202_1 464.5681242464744 195.1468542703275
213_3 476.1674939834395 178.05351045667746
147_1 475.7399491799928 178.38677220479786
37_1 465.0702261158119 136.10245285523413
