Angles,Brlens
55.61965527615513,0.273
166.5289880377534,0.498
128.71750791183865,0.297
134.38394009160078,0.036000000000000004
145.4914770123316,0.09
19.21267181718563,0.34500000000000003
2.7182332018389608,0.3
85.91438322002513,0.354
178.84848110603625,0.519
147.52880770915152,0.24
175.52149556078976,0.762
135.24590312327072,0.18
130.28648583761537,0.552
136.71679821128987,0.28500000000000003
147.51132349257094,0.048
155.5960283111484,0.066
135.72217746154485,0.327
161.70722403543496,0.255
157.83365417791757,0.006
107.05331476870091,0.255
152.10272896905238,0.036000000000000004
169.14358665193777,0.054
115.84438755456033,0.33
147.43135093370282,0.34800000000000003
177.27368900609375,0.108
84.66489425934424,0.132
107.10272896905238,0.297
151.26020470831193,0.15
68.94550238168331,0.216
97.41526604188748,0.291
148.28486648490218,0.342
69.8293465881496,0.396
157.56962019665843,0.03
149.03624346792648,0.078
125.93349726018384,0.354
127.54570118725155,0.078
122.26980197958073,0.138
25.22877938340838,0.792
114.74674821262613,0.07200000000000001
79.45193458185787,0.28200000000000003
117.25532837494308,0.018000000000000002
161.565051177078,0.054
135.0,0.261
166.6286680301081,0.27
117.37770277133174,0.258
141.431645426444,0.228
145.6086727615277,0.234
108.43494882292201,0.018000000000000002
154.13364320590549,0.042
100.00797980144135,0.28800000000000003
35.537677791974374,0.216
112.07246969716267,0.24
100.12086538558923,0.249
121.8441573810349,0.243
110.77225468204583,0.234
150.80251395393555,0.018000000000000002
132.1844433157888,0.066
160.51669859178057,0.261
136.38035407344444,0.042
161.565051177078,0.23700000000000002
113.02920215418841,0.23700000000000002
92.9737310824801,0.066
125.01817071226685,0.07200000000000001
131.56838340738955,0.324
35.053995057582696,0.294
147.89374404488217,0.47100000000000003
81.49129668372967,0.156
178.3028438103997,0.27
98.7073702715204,0.216
177.61405596961117,0.24
20.1196331408183,0.33
13.123846339979371,0.3
103.45161294722129,0.14400000000000002
160.01689347810003,0.156
30.499833233447433,0.324
147.2647737278924,0.15
132.90109406679645,0.222
101.5751888173962,0.462
68.1041210534791,0.3
36.32682595212023,0.28200000000000003
114.87415391412763,0.024
160.23283132320836,0.246
151.0735741647464,0.048
134.48383577023517,0.048
153.434948822922,0.327
107.96913974015703,0.28800000000000003
164.74488129694222,0.258
154.74683660542613,0.006
144.24611274556324,0.018000000000000002
77.27564431457762,0.273
146.30993247402023,0.006
119.41559883309554,0.06
89.56921278299137,0.297
117.49660777515548,0.27
64.32750803845039,0.297
149.03624346792648,0.006
83.08877288097533,0.324
144.60520415501293,0.309
88.63607246839712,0.168
123.46537934635526,0.17400000000000002
167.10625595511783,0.28200000000000003
108.86899945506141,0.234
71.56505117707799,0.222
138.62148470411734,0.054
168.69006752597977,0.066
79.2097990024858,0.294
129.26907479113484,0.378
126.7565530271057,0.264
162.34987578006988,0.024
74.04384028565636,0.249
133.15238973400537,0.255
157.38013505195957,0.03
58.392497753751115,0.261
147.652556500558,0.024
174.14398641457106,0.03
78.98952009299643,0.5730000000000001
68.68208772453846,0.216
22.833654177917552,0.297
88.7093255800043,0.417
66.87915133757528,0.198
166.53479190518829,0.3
116.05349531049094,0.222
96.73292132685961,0.234
170.8376529542783,0.006
156.03751102542182,0.018000000000000002
140.51813043265503,0.357
65.43748195474889,0.28800000000000003
159.39373938616316,0.324
2.1020178611182927,0.267
157.38013505195957,0.084
129.0938588862295,0.10200000000000001
91.07282927579149,0.444
144.24611274556324,0.084
20.40422845905544,0.261
90.0,0.042
146.07020257793937,0.084
39.805571092265204,0.318
29.207596471142708,0.276
159.48214501742234,0.333
146.30993247402023,0.17400000000000002
92.6025622024998,0.273
132.87890360333856,0.18
176.5935562450053,0.186
100.91112838428339,0.39
94.50011370842067,0.213
173.65980825409008,0.042
177.3709181143614,0.048
177.4108693812694,0.399
108.06317176559651,0.17400000000000002
109.4400348281762,0.41100000000000003
77.31961650818019,0.264
179.66624195274719,0.246
161.565051177078,0.258
140.1944289077348,0.306
120.4435756799257,0.28800000000000003
143.13010235415598,0.162
164.86863008834868,0.222
176.96729738382302,0.28500000000000003
118.30075576600638,0.21
165.96375653207352,0.228
6.5819446551780185,0.309
174.6064136052694,0.489
86.06521794363056,0.156
178.73260101476674,0.327
70.47826972407981,0.14400000000000002
108.86899945506141,0.17400000000000002
67.7881693135538,0.327
106.41527967619953,0.441
45.0,0.186
167.63750758428571,0.333
130.6012946450045,0.222
41.42366562500264,0.24
7.1250163489017995,0.8220000000000001
64.44003482817621,0.132
178.15723893881065,0.429
18.388100281021504,0.222
74.74488129694225,0.054
137.48955292199915,0.09
149.26451229807992,0.405
132.27368900609375,0.273
177.01336300952482,0.252
176.7480543996361,0.108
51.546290783294026,0.132
154.0059841960368,0.273
107.69249647926145,0.114
179.19871266989298,0.12
144.01320435564273,0.279
61.92751306414704,0.3
176.6335393365702,0.252
128.30577086810683,0.07200000000000001
153.89981310118347,0.07200000000000001
152.58763274321532,0.243
154.87907435385787,0.078
112.16634582208246,0.084
94.25958625340813,0.276
150.72474572274743,0.246
174.20720350496785,0.12
97.89170242823572,0.12
135.0,0.252
161.79151552941917,0.096
84.28940686250036,0.132
19.683025444332966,0.789
171.86989764584402,0.28200000000000003
114.92847413546127,0.399
130.97173633351485,0.07200000000000001
145.1755108430432,0.261
95.9061411137705,0.054
178.44131579378916,0.084
128.5504652961577,0.273
83.90722834266398,0.252
122.31961650818016,0.06
80.90297207419972,0.108
103.25141886493458,0.24
72.47443162627712,0.12
142.49585763972988,0.132
16.144338780283533,0.246
168.5034369824142,0.243
49.5810302113735,0.291
176.24323730100906,0.33
120.67232578233512,0.096
145.4914770123316,0.252
139.0028858867861,0.225
177.31022967684953,0.267
88.99491399474581,0.09
158.6293777306568,0.33
84.69328661555004,0.264
175.98582430458896,0.255
167.0053832080835,0.258
159.77514056883192,0.03
90.84252426074043,0.054
75.18058224820997,0.198
106.66347908288792,0.114
132.87890360333856,0.126
130.2363583092738,0.267
168.69006752597977,0.21
137.95077910900636,0.084
165.0101376403182,0.096
132.59402948335472,0.231
171.78721981071413,0.078
135.0,0.096
158.96248897457818,0.585
92.72631099390627,0.12
90.59106341500762,0.798
178.84848110603622,0.273
58.3136323121434,0.273
113.19859051364818,0.276
87.87890360333856,0.216
119.29136217098426,0.216
113.4429207149623,0.267
6.604835496753972,0.228
26.743356969243063,0.234
52.831689534161114,0.417
118.23744553816725,0.24
148.24051991518718,0.267
178.0487942233412,0.20400000000000001
115.82099197418928,0.21
8.212780189285876,0.366
91.61353893288117,0.363
32.85194453881446,0.489
176.05481377096245,0.006
147.9946167919165,0.441
170.77607771789465,0.138
164.09454538191574,0.33
154.9831065219,0.438
63.43494882292201,0.228
177.227157522404,0.294
105.66002913184354,0.243
175.42607874009914,0.018000000000000002
155.7219751915902,0.07200000000000001
167.6020043455532,0.3
81.97276248956805,0.405
149.48976259388442,0.192
102.52880770915152,0.222
168.74356497029612,0.14400000000000002
159.04422326936782,0.14400000000000002
44.08503462251036,0.555
143.01709307365533,0.279
168.90627698844216,0.018000000000000002
132.18444331578877,0.309
135.5456575934157,0.276
172.87498365109818,0.048
178.1523897340054,0.06
111.98319531266989,0.312
169.58524123619085,0.14400000000000002
148.91249467652003,0.291
91.8476102659946,0.28200000000000003
109.29004621918875,0.321
80.2724214485984,0.138
119.19748604606445,0.315
96.0795889578385,0.06
84.40066066347941,0.09
92.93567344642119,0.33
91.36098279297605,0.261
143.02723751043195,0.096
68.03504448918528,0.138
146.30993247402023,0.309
163.92642583525364,0.084
81.70285503016312,0.126
175.39551284301845,0.273
117.60570775760343,0.504
69.34108993669251,0.279
71.21137801783152,0.192
80.38722371558008,0.234
58.95450917313684,0.28200000000000003
161.16156644201922,0.27
90.38712775415092,0.222
105.56820727807843,0.258
158.94042668090037,0.255
146.54669054592733,0.24
161.02959219151344,0.264
163.00917670801385,0.012
90.75384833307076,0.531
125.75388725443676,0.375
180.0,0.042
118.56758430890488,0.084
94.1512852664217,0.546
146.78474850626282,0.168
120.96375653207352,0.36
110.77225468204583,0.17400000000000002
120.34324888423959,0.186
90.43903952568161,0.459
109.7406094801911,0.41100000000000003
119.82708465447475,0.222
49.39870535499553,0.309
125.411141382164,0.441
168.56631873457331,0.234
74.13895557219999,0.405
157.83365417791754,0.036000000000000004
155.85445803957836,0.258
170.53767779197437,0.042
91.21887523513129,0.054
19.277473083662436,0.279
82.30394827798347,0.291
53.0142364261275,0.291
89.2559407971113,0.309
45.43078721700863,0.006
166.56897112931836,0.036000000000000004
150.25511870305778,0.249
161.8962369654934,0.084
139.13467137373644,0.09
105.10685508470323,0.27
80.20379008252549,0.276
143.9726266148964,0.096
80.13419305691563,0.132
109.98310652189998,0.276
120.06858282186246,0.114
101.09372301155784,0.138
90.0,0.294
174.80557109226518,0.312
142.69605172201656,0.264
111.03751102542182,0.054
41.18592516570965,0.066
113.38522105721376,0.252
116.56505117707799,0.09
117.14968169778317,0.10200000000000001
173.63856399124717,0.276
56.88865803962798,0.261
153.434948822922,0.10200000000000001
92.16107948822638,0.108
146.993348723587,0.246
39.89783474764182,0.126
140.19442890773482,0.138
36.86989764584401,0.267
2.5908019851951107,0.588
105.94539590092286,0.417
116.099242094313,0.198
158.23843458199107,0.312
161.67460320325452,0.47700000000000004
74.48108260180958,0.222
8.829744667909067,0.423
82.6656211985833,0.15
88.51213247117222,0.18
57.2647737278924,0.273
122.14901735069594,0.441
47.79270236571328,0.27
52.76516601842533,0.47100000000000003
51.91122711902469,0.306
143.1474358219415,0.615
86.48138853466281,0.261
140.4252263684203,0.243
144.1623470457217,0.15
94.39870535499551,0.156
165.77403610124819,0.357
175.42607874009914,0.162
164.90742207938348,0.681
56.81314470013717,0.366
58.0829906748111,0.096
136.1457628381751,0.303
171.79913303030693,0.096
36.86989764584402,0.114
163.86894785754205,0.492
86.56636963754949,0.258
116.565051177078,0.096
173.71750791183862,0.108
179.09061955080085,0.243
101.30993247402017,0.28200000000000003
47.93567344642118,0.258
95.44033203100551,0.054
5.9468630539735035,0.078
10.08547629996247,0.219
140.71059313749964,0.096
60.36846332179613,0.114
155.90798047100964,0.28500000000000003
22.61986494804043,0.321
29.79034210161527,0.09
20.25910675495143,0.35100000000000003
164.29136217098426,0.066
154.25929164376717,0.249
111.80140948635182,0.24
45.0,0.222
151.92751306414704,0.078
118.73979529168804,0.09
138.87626591803678,0.273
105.94539590092285,0.066
116.76059915334886,0.24
135.35367315924648,0.291
170.91803042717123,0.042
101.95250748491468,0.27
180.0,0.084
170.21481229459562,0.519
139.5942533312664,0.324
30.579226872489016,0.096
155.01876039378394,0.357
19.790386833248625,0.315
154.6538240580533,0.012
172.3493490446406,0.066
169.08588699418922,0.273
141.2239261191439,0.10200000000000001
10.483399220264278,0.12
178.5990237962163,0.318
136.86767883943418,0.28800000000000003
74.31409407993361,0.23700000000000002
107.40270413135627,0.06
164.74488129694222,0.066
153.434948822922,0.261
162.49173368811358,0.042
133.99491399474581,0.108
21.80140948635181,0.28200000000000003
89.29268063145575,0.315
154.4400348281762,0.09
129.5309050298881,0.264
119.47588900324574,0.114
175.6012946450045,0.126
1.621145913653414,0.318
161.2426506757846,0.321
98.23097510119032,0.267
161.565051177078,0.21
74.05460409907714,0.228
44.2876557878367,0.366
118.14160123226173,0.078
67.70284212321283,0.222
166.60750224624888,0.048
138.3664606634298,0.321
29.74488129694223,0.267
98.13010235415598,0.234
43.28031996093014,0.24
72.53197674872229,0.28500000000000003
107.02052561151987,0.222
131.58341180822865,0.018000000000000002
115.37774386134919,0.03
167.03143068901966,0.243
137.66300076606714,0.018000000000000002
102.9946167919165,0.267
178.7392657977625,0.666
12.702022504127749,0.324
65.36553626408902,0.306
178.18169703554815,0.006
76.56897112931834,0.018000000000000002
90.44761417086055,0.315
154.65382405805332,0.06
155.22485943116808,0.066
9.400780041023838,0.327
163.2016282186947,0.516
173.8844964337146,0.267
143.3438915840331,0.042
168.56631873457331,0.048
177.41697933136493,0.321
42.25920940581744,0.309
170.53767779197437,0.084
136.54815769897795,0.126
158.94550238168333,0.369
145.94673112974507,0.10200000000000001
117.18111108547723,0.294
111.80140948635182,0.435
69.30454926593673,0.042
167.4346516200927,0.264
74.74488129694222,0.18
72.00409070275965,0.20400000000000001
174.9483106562376,0.28200000000000003
139.91379876237474,0.417
166.6075022462489,0.315
170.8376529542783,0.03
161.38983527217266,0.048
116.565051177078,0.267
154.8321298502184,0.114
124.29864927610087,0.12
82.8211595433868,0.594
153.22507511135447,0.3
154.3348085378264,0.17400000000000002
141.92721812600917,0.186
134.57401692335682,0.40800000000000003
126.17025533209096,0.28500000000000003
131.7845160082518,0.24
160.34617594194668,0.27
102.93997654573701,0.303
0.5354589855645346,0.24
166.01388406041505,0.228
170.53767779197437,0.03
156.92958775017536,0.03
169.69515353123398,0.33
121.96502460040307,0.41400000000000003
180.0,0.018000000000000002
76.35708522400994,0.246
154.2197734259139,0.28200000000000003
29.744881296942197,0.255
144.70665240933974,0.018000000000000002
69.92572045739769,0.27
174.89783474764178,0.012
122.47119229084849,0.024
168.9964591482505,0.261
162.65281501746207,0.354
121.56897112931836,0.28200000000000003
113.94834885158957,0.23700000000000002
156.48544331706339,0.03
151.74197038529311,0.048
61.83747262567639,0.27
135.0,0.03
138.01278750418334,0.054
79.35626749616296,0.537
172.87498365109818,0.048
149.67639313745,0.078
152.74467162505695,0.342
91.01269871341339,0.444
80.73001650089105,0.303
169.14358665193777,0.066
122.32613999437686,0.3
85.23635830927383,0.28200000000000003
152.8188889145228,0.07200000000000001
137.9660408899871,0.084
75.80144597613683,0.333
109.53665493812841,0.10200000000000001
146.4965630175858,0.246
115.08937386892862,0.501
