sample,cellID,trueBrlen,method,estBrlen
s15c1/k10_r2,b'16_7',0.24,problin,0.4627541135527234
s15c1/k10_r3,b'4_1',0.138,spalin,0.3219774322217302
s15c1/k10_r3,b'4_1',0.138,problin,0.31011692182364686
s15c1/k10_r3,b'1_3',0.342,spalin,0.24844088843705772
s15c1/k10_r3,b'1_3',0.342,problin,0.29494769773636725
s15c1/k10_r3,b'90_11',0.654,spalin,0.4146220369399839
s15c1/k10_r3,b'90_11',0.654,problin,0.39131271416265084
s15c1/k10_r3,b'16_14',0.156,spalin,0.13878816603897492
s15c1/k10_r3,b'16_14',0.156,problin,0.1244811500527201
s15c1/k10_r3,b'16_13',0.156,spalin,0.13878816603897492
s15c1/k10_r3,b'16_13',0.156,problin,0.1244811500527201
s15c1/k10_r3,b'35_5',0.324,spalin,0.005000001116774123
s15c1/k10_r3,b'35_5',0.324,problin,0.02166549786462848
s15c1/k10_r3,b'92_8',0.342,spalin,0.4627717537258197
s15c1/k10_r3,b'92_8',0.342,problin,0.3609200747534947
s15c1/k10_r3,b'16_10',0.14400000000000002,spalin,0.0856384481363651
s15c1/k10_r3,b'16_10',0.14400000000000002,problin,0.13320829159724779
s15c1/k10_r3,b'16_9',0.14400000000000002,spalin,0.0856384481363651
s15c1/k10_r3,b'16_9',0.14400000000000002,problin,0.13320829159724779
s15c1/k10_r3,b'87_9',0.312,spalin,0.3033953815466946
s15c1/k10_r3,b'87_9',0.312,problin,0.09379180268154336
s15c1/k10_r3,b'16_12',0.17400000000000002,spalin,0.24501482031549018
s15c1/k10_r3,b'16_12',0.17400000000000002,problin,0.4003365636691991
s15c1/k10_r3,b'16_11',0.17400000000000002,spalin,0.24501482031549018
s15c1/k10_r3,b'16_11',0.17400000000000002,problin,0.4003365636691991
s15c1/k10_r3,b'0_1',0.276,spalin,0.3218496097245193
s15c1/k10_r3,b'0_1',0.276,problin,0.40505114079562116
s15c1/k10_r3,b'27_1',0.342,spalin,0.25020583101578353
s15c1/k10_r3,b'27_1',0.342,problin,0.23542615886436846
s15c1/k10_r3,b'16_2',0.534,spalin,0.22979565067571392
s15c1/k10_r3,b'16_2',0.534,problin,0.1702642624414637
s15c1/k10_r3,b'85_2',0.34800000000000003,spalin,0.1781671504448138
s15c1/k10_r3,b'85_2',0.34800000000000003,problin,0.16526426259721147
s15c1/k10_r3,b'16_4',0.186,spalin,0.051628500230900105
s15c1/k10_r3,b'16_4',0.186,problin,0.0049999998442522425
s15c1/k10_r3,b'16_3',0.186,spalin,0.051628500230900105
s15c1/k10_r3,b'16_3',0.186,problin,0.0049999998442522425
s15c1/k10_r3,b'22_2',0.312,spalin,0.33309921029915823
s15c1/k10_r3,b'22_2',0.312,problin,0.23566547189544151
s15c1/k10_r3,b'79_3',0.342,spalin,0.11044364163419075
s15c1/k10_r3,b'79_3',0.342,problin,0.1650249490067353
s15c1/k10_r3,b'16_6',0.222,spalin,0.036458629758148425
s15c1/k10_r3,b'16_6',0.222,problin,0.005000000403655303
s15c1/k10_r3,b'16_5',0.222,spalin,0.036458629758148425
s15c1/k10_r3,b'16_5',0.222,problin,0.005000000403655303
s15c1/k10_r3,b'76_4',0.324,spalin,0.10477459551871479
s15c1/k10_r3,b'76_4',0.324,problin,0.16502494956672184
s15c1/k10_r3,b'16_8',0.24,spalin,0.04212767587362439
s15c1/k10_r3,b'16_8',0.24,problin,0.004999999843668793
s15c1/k10_r3,b'16_7',0.24,spalin,0.04212767587362439
s15c1/k10_r3,b'16_7',0.24,problin,0.004999999843668793
s15c1/k10_r4,b'4_1',0.138,spalin,0.19745785285949013
s15c1/k10_r4,b'4_1',0.138,problin,0.1924662954643855
s15c1/k10_r4,b'1_3',0.342,spalin,0.313311529117175
s15c1/k10_r4,b'1_3',0.342,problin,0.38897458566080684
s15c1/k10_r4,b'90_11',0.654,spalin,0.45161107465055533
s15c1/k10_r4,b'90_11',0.654,problin,0.36650224361462025
s15c1/k10_r4,b'16_14',0.156,spalin,0.3632502734942437
s15c1/k10_r4,b'16_14',0.156,problin,0.37276367001657645
s15c1/k10_r4,b'16_13',0.156,spalin,0.3632502734942437
s15c1/k10_r4,b'16_13',0.156,problin,0.37276367001657645
s15c1/k10_r4,b'35_5',0.324,spalin,0.18394802967240115
s15c1/k10_r4,b'35_5',0.324,problin,0.29787340453895744
s15c1/k10_r4,b'92_8',0.342,spalin,0.3233360920501972
s15c1/k10_r4,b'92_8',0.342,problin,0.0050000212912020645
s15c1/k10_r4,b'16_10',0.14400000000000002,spalin,0.30757722642220076
s15c1/k10_r4,b'16_10',0.14400000000000002,problin,0.43639248780103723
s15c1/k10_r4,b'16_9',0.14400000000000002,spalin,0.30757722642220076
s15c1/k10_r4,b'16_9',0.14400000000000002,problin,0.43639248780103723
s15c1/k10_r4,b'87_9',0.312,spalin,0.5405444781912526
s15c1/k10_r4,b'87_9',0.312,problin,0.4363925104317864
s15c1/k10_r4,b'16_12',0.17400000000000002,spalin,0.09036884028114527
s15c1/k10_r4,b'16_12',0.17400000000000002,problin,0.004999998660452901
s15c1/k10_r4,b'16_11',0.17400000000000002,spalin,0.09036884028114527
s15c1/k10_r4,b'16_11',0.17400000000000002,problin,0.004999998660452901
s15c1/k10_r4,b'0_1',0.276,spalin,0.11704629150278124
s15c1/k10_r4,b'0_1',0.276,problin,0.14079999147951255
s15c1/k10_r4,b'27_1',0.342,spalin,0.6670294495111537
s15c1/k10_r4,b'27_1',0.342,problin,0.7020639430670086
s15c1/k10_r4,b'16_2',0.534,spalin,0.3440971362480389
s15c1/k10_r4,b'16_2',0.534,problin,0.2853765633109575
s15c1/k10_r4,b'85_2',0.34800000000000003,spalin,0.20530056897218532
s15c1/k10_r4,b'85_2',0.34800000000000003,problin,0.15701752006088965
s15c1/k10_r4,b'16_4',0.186,spalin,0.13879656727585357
s15c1/k10_r4,b'16_4',0.186,problin,0.12835904325006786
s15c1/k10_r4,b'16_3',0.186,spalin,0.13879656727585357
s15c1/k10_r4,b'16_3',0.186,problin,0.12835904325006786
s15c1/k10_r4,b'22_2',0.312,spalin,0.22636897825574034
s15c1/k10_r4,b'22_2',0.312,problin,0.11953292055009514
s15c1/k10_r4,b'79_3',0.342,spalin,0.37802839344286043
s15c1/k10_r4,b'79_3',0.342,problin,0.34594586242472997
s15c1/k10_r4,b'16_6',0.222,spalin,0.4067292140605918
s15c1/k10_r4,b'16_6',0.222,problin,0.521961723403141
s15c1/k10_r4,b'16_5',0.222,spalin,0.4067292140605918
s15c1/k10_r4,b'16_5',0.222,problin,0.521961723403141
s15c1/k10_r4,b'76_4',0.324,spalin,0.5154386564792243
s15c1/k10_r4,b'76_4',0.324,problin,0.5072640546286216
s15c1/k10_r4,b'16_8',0.24,spalin,0.269318951024228
s15c1/k10_r4,b'16_8',0.24,problin,0.36064353119924936
s15c1/k10_r4,b'16_7',0.24,spalin,0.269318951024228
s15c1/k10_r4,b'16_7',0.24,problin,0.36064353119924936
s15c1/k10_r5,b'4_1',0.138,spalin,0.08312233017592112
s15c1/k10_r5,b'4_1',0.138,problin,0.08070913870519181
s15c1/k10_r5,b'1_3',0.342,spalin,0.4886688895013594
s15c1/k10_r5,b'1_3',0.342,problin,0.6322401233291938
s15c1/k10_r5,b'90_11',0.654,spalin,0.21564255024749204
s15c1/k10_r5,b'90_11',0.654,problin,0.005000071645577973
s15c1/k10_r5,b'16_14',0.156,spalin,0.1867079887659355
s15c1/k10_r5,b'16_14',0.156,problin,0.2611119932752141
s15c1/k10_r5,b'16_13',0.156,spalin,0.1867079887659355
s15c1/k10_r5,b'16_13',0.156,problin,0.2611119932752141
s15c1/k10_r5,b'35_5',0.324,spalin,0.11718965274071144
s15c1/k10_r5,b'35_5',0.324,problin,0.11127758167246518
s15c1/k10_r5,b'92_8',0.342,spalin,0.05783053592893508
s15c1/k10_r5,b'92_8',0.342,problin,0.004999999136758219
s15c1/k10_r5,b'16_10',0.14400000000000002,spalin,0.22733035034378102
s15c1/k10_r5,b'16_10',0.14400000000000002,problin,0.14983448411156866
s15c1/k10_r5,b'16_9',0.14400000000000002,spalin,0.22733035034378102
s15c1/k10_r5,b'16_9',0.14400000000000002,problin,0.14983448411156866
s15c1/k10_r5,b'87_9',0.312,spalin,0.23095067771016065
s15c1/k10_r5,b'87_9',0.312,problin,0.1498344795113184
s15c1/k10_r5,b'16_12',0.17400000000000002,spalin,0.05421020856255544
s15c1/k10_r5,b'16_12',0.17400000000000002,problin,0.005000003737008483
s15c1/k10_r5,b'16_11',0.17400000000000002,spalin,0.05421020856255544
s15c1/k10_r5,b'16_11',0.17400000000000002,problin,0.005000003737008483
s15c1/k10_r5,b'0_1',0.276,spalin,0.005000000005393154
s15c1/k10_r5,b'0_1',0.276,problin,0.00499999979998523
s15c1/k10_r5,b'27_1',0.342,spalin,0.6889984112022908
s15c1/k10_r5,b'27_1',0.342,problin,0.7344640847588684
s15c1/k10_r5,b'16_2',0.534,spalin,0.1970210173071031
s15c1/k10_r5,b'16_2',0.534,problin,0.1588881031561423
s15c1/k10_r5,b'85_2',0.34800000000000003,spalin,0.08283565847884271
s15c1/k10_r5,b'85_2',0.34800000000000003,problin,0.005000002126766278
s15c1/k10_r5,b'16_4',0.186,spalin,0.11418535882826042
s15c1/k10_r5,b'16_4',0.186,problin,0.15388810102937603
s15c1/k10_r5,b'16_3',0.186,spalin,0.11418535882826042
s15c1/k10_r5,b'16_3',0.186,problin,0.15388810102937603
s15c1/k10_r5,b'22_2',0.312,spalin,0.5414240315406883
s15c1/k10_r5,b'22_2',0.312,problin,0.4555862546680316
s15c1/k10_r5,b'79_3',0.342,spalin,0.31241487724210965
s15c1/k10_r5,b'79_3',0.342,problin,0.4327659336564751
s15c1/k10_r5,b'16_6',0.222,spalin,0.03218051972659599
s15c1/k10_r5,b'16_6',0.222,problin,0.004999999590503851
s15c1/k10_r5,b'16_5',0.222,spalin,0.03218051972659599
s15c1/k10_r5,b'16_5',0.222,problin,0.004999999590503851
s15c1/k10_r5,b'76_4',0.324,spalin,0.10257738164031602
s15c1/k10_r5,b'76_4',0.324,problin,0.10617343460818404
s15c1/k10_r5,b'16_8',0.24,spalin,0.2420180153283896
s15c1/k10_r5,b'16_8',0.24,problin,0.3315924986387949
s15c1/k10_r5,b'16_7',0.24,spalin,0.2420180153283896
s15c1/k10_r5,b'16_7',0.24,problin,0.3315924986387949
s5c7/k10_r1,b'irtual',0.0,spalin,0.005
s5c7/k10_r1,b'irtual',0.0,problin,0.004999987266194338
s5c7/k10_r1,b'0_1',0.114,spalin,0.005000000883796422
s5c7/k10_r1,b'0_1',0.114,problin,0.005000016801553285
s5c7/k10_r1,b'94_3',1.044,spalin,0.9644696171765856
s5c7/k10_r1,b'94_3',1.044,problin,0.7193537465629501
s5c7/k10_r1,b'16_4',0.132,spalin,0.3766310571185573
s5c7/k10_r1,b'16_4',0.132,problin,0.46471477833353836
s5c7/k10_r1,b'16_3',0.132,spalin,0.3766310571185573
s5c7/k10_r1,b'16_3',0.132,problin,0.46471477833353836
s5c7/k10_r1,b'20_3',0.6,spalin,0.8643655183407886
s5c7/k10_r1,b'20_3',0.6,problin,0.9227471754011158
s5c7/k10_r1,b'16_17',0.5760000000000001,spalin,0.4767351559543544
s5c7/k10_r1,b'16_17',0.5760000000000001,problin,0.26132134949537256
s5c7/k10_r1,b'67_5',0.28200000000000003,spalin,0.41987439471815247
s5c7/k10_r1,b'67_5',0.28200000000000003,problin,0.005000025713212288
s5c7/k10_r1,b'07_9',0.24,spalin,0.005
s5c7/k10_r1,b'07_9',0.24,problin,0.005000004228336344
s5c7/k10_r1,b'16_11',0.054,spalin,0.051860761441097795
s5c7/k10_r1,b'16_11',0.054,problin,0.2513213195538239
s5c7/k10_r1,b'16_10',0.054,spalin,0.051860761441097795
s5c7/k10_r1,b'16_10',0.054,problin,0.2513213195538239
s5c7/k10_r1,b'01_10',0.20400000000000001,spalin,0.005
s5c7/k10_r1,b'01_10',0.20400000000000001,problin,0.25132123835386605
s5c7/k10_r1,b'16_13',0.09,spalin,0.051860761352388415
s5c7/k10_r1,b'16_13',0.09,problin,0.005000085428294213
s5c7/k10_r1,b'16_12',0.09,spalin,0.051860761352388415
s5c7/k10_r1,b'16_12',0.09,problin,0.005000085428294213
s5c7/k10_r1,b'8_2',0.10200000000000001,spalin,0.3450626128158565
s5c7/k10_r1,b'8_2',0.10200000000000001,problin,0.1743701628477926
s5c7/k10_r1,b'07_5',0.534,spalin,0.7052134379874689
s5c7/k10_r1,b'07_5',0.534,problin,0.8083667304788658
s5c7/k10_r1,b'54_9',0.28200000000000003,spalin,0.18591639348039782
s5c7/k10_r1,b'54_9',0.28200000000000003,problin,0.0049999968292198105
s5c7/k10_r1,b'98_19',0.264,spalin,0.005
s5c7/k10_r1,b'98_19',0.264,problin,0.004999990652502562
s5c7/k10_r1,b'16_23',0.108,spalin,0.10490823123885663
s5c7/k10_r1,b'16_23',0.108,problin,0.19633164993969354
s5c7/k10_r1,b'16_22',0.108,spalin,0.10490823123885663
s5c7/k10_r1,b'16_22',0.108,problin,0.19633164993969354
s5c7/k10_r1,b'94_16',0.24,spalin,0.005000000241839157
s5c7/k10_r1,b'94_16',0.24,problin,0.005000037246576304
s5c7/k10_r1,b'16_21',0.132,spalin,0.10490823065337666
s5c7/k10_r1,b'16_21',0.132,problin,0.1963316033456198
s5c7/k10_r1,b'16_20',0.132,spalin,0.10490823065337666
s5c7/k10_r1,b'16_20',0.132,problin,0.1963316033456198
s5c7/k10_r1,b'51_10',0.264,spalin,0.121559936801681
s5c7/k10_r1,b'51_10',0.264,problin,0.005000006775241349
s5c7/k10_r1,b'97_20',0.276,spalin,0.11064790185853712
s5c7/k10_r1,b'97_20',0.276,problin,0.19633164012531557
s5c7/k10_r1,b'16_25',0.114,spalin,0.06361678571539549
s5c7/k10_r1,b'16_25',0.114,problin,0.004999990520859016
s5c7/k10_r1,b'16_24',0.114,spalin,0.06361678571539549
s5c7/k10_r1,b'16_24',0.114,problin,0.004999990520859016
s5c7/k10_r1,b'96_21',0.27,spalin,0.005000000011098803
s5c7/k10_r1,b'96_21',0.27,problin,0.005000036891277319
s5c7/k10_r1,b'16_27',0.12,spalin,0.1692646875628338
s5c7/k10_r1,b'16_27',0.12,problin,0.19633159375489725
s5c7/k10_r1,b'16_26',0.12,spalin,0.1692646875628338
s5c7/k10_r1,b'16_26',0.12,problin,0.19633159375489725
s5c7/k10_r1,b'4_7',0.276,spalin,0.005
s5c7/k10_r1,b'4_7',0.276,problin,0.0050000028604442
s5c7/k10_r1,b'12_9',0.28800000000000003,spalin,0.21624614891821392
s5c7/k10_r1,b'12_9',0.28800000000000003,problin,0.145533078417588
s5c7/k10_r1,b'62_16',0.3,spalin,0.37991437340941175
s5c7/k10_r1,b'62_16',0.3,problin,0.41205790836372236
s5c7/k10_r1,b'04_35',0.252,spalin,0.2680333404300322
s5c7/k10_r1,b'04_35',0.252,problin,0.3001233206401594
s5c7/k10_r1,b'16_39',0.07200000000000001,spalin,0.13184420050257295
s5c7/k10_r1,b'16_39',0.07200000000000001,problin,0.15198404829519835
s5c7/k10_r1,b'16_38',0.07200000000000001,spalin,0.13184420050257295
s5c7/k10_r1,b'16_38',0.07200000000000001,problin,0.15198404829519835
s5c7/k10_r1,b'04_34',0.252,spalin,0.33614660828679904
s5c7/k10_r1,b'04_34',0.252,problin,0.4471073773765735
s5c7/k10_r1,b'16_37',0.07200000000000001,spalin,0.06373093264580607
s5c7/k10_r1,b'16_37',0.07200000000000001,problin,0.004999991558784236
s5c7/k10_r1,b'16_36',0.07200000000000001,spalin,0.06373093264580607
s5c7/k10_r1,b'16_36',0.07200000000000001,problin,0.004999991558784236
s5c7/k10_r1,b'62_15',0.3,spalin,0.23825975928992515
s5c7/k10_r1,b'62_15',0.3,problin,0.25554191319213104
s5c7/k10_r1,b'03_32',0.246,spalin,0.41476455804485135
s5c7/k10_r1,b'03_32',0.246,problin,0.4724638068837762
s5c7/k10_r1,b'16_35',0.078,spalin,0.12676759700724038
s5c7/k10_r1,b'16_35',0.078,problin,0.1361595572231729
s5c7/k10_r1,b'16_34',0.078,spalin,0.12676759700724038
s5c7/k10_r1,b'16_34',0.078,problin,0.1361595572231729
s5c7/k10_r1,b'02_30',0.24,spalin,0.5015105556838767
s5c7/k10_r1,b'02_30',0.24,problin,0.6036233742188472
s5c7/k10_r1,b'16_33',0.084,spalin,0.040021599368215
s5c7/k10_r1,b'16_33',0.084,problin,0.004999989888101954
s5c7/k10_r1,b'16_32',0.084,spalin,0.040021599368215
s5c7/k10_r1,b'16_32',0.084,problin,0.004999989888101954
s5c7/k10_r1,b'09_9',0.27,spalin,0.27942551275071537
s5c7/k10_r1,b'09_9',0.27,problin,0.2211580149017185
s5c7/k10_r1,b'55_18',0.276,spalin,0.3197088606071134
s5c7/k10_r1,b'55_18',0.276,problin,0.35657506667081096
s5c7/k10_r1,b'96_34',0.246,spalin,0.21388220424057533
s5c7/k10_r1,b'96_34',0.246,problin,0.17956074743611275
s5c7/k10_r1,b'16_47',0.12,spalin,0.18302148566182672
s5c7/k10_r1,b'16_47',0.12,problin,0.25240453603555496
s5c7/k10_r1,b'16_46',0.12,spalin,0.18302148566182672
s5c7/k10_r1,b'16_46',0.12,problin,0.25240453603555496
s5c7/k10_r1,b'96_33',0.246,spalin,0.35542137584480715
s5c7/k10_r1,b'96_33',0.246,problin,0.42696529199658295
s5c7/k10_r1,b'16_45',0.12,spalin,0.041482314057594866
s5c7/k10_r1,b'16_45',0.12,problin,0.004999991475084761
s5c7/k10_r1,b'16_44',0.12,spalin,0.041482314057594866
s5c7/k10_r1,b'16_44',0.12,problin,0.004999991475084761
s5c7/k10_r1,b'55_17',0.276,spalin,0.40446890044681055
s5c7/k10_r1,b'55_17',0.276,problin,0.3969076238945478
s5c7/k10_r1,b'00_33',0.27,spalin,0.18600435453393838
s5c7/k10_r1,b'00_33',0.27,problin,0.22957453211426473
s5c7/k10_r1,b'16_41',0.096,spalin,0.12613929552876643
s5c7/k10_r1,b'16_41',0.096,problin,0.16205819413366618
s5c7/k10_r1,b'16_40',0.096,spalin,0.12613929552876643
s5c7/k10_r1,b'16_40',0.096,problin,0.16205819413366618
s5c7/k10_r1,b'94_29',0.234,spalin,0.23078490247867453
s5c7/k10_r1,b'94_29',0.234,problin,0.22957449475190475
s5c7/k10_r1,b'16_43',0.132,spalin,0.08135874758403025
s5c7/k10_r1,b'16_43',0.132,problin,0.16205823149602616
s5c7/k10_r1,b'16_42',0.132,spalin,0.08135874758403025
s5c7/k10_r1,b'16_42',0.132,problin,0.16205823149602616
s5c7/k10_r2,b'irtual',0.0,spalin,0.005
s5c7/k10_r2,b'irtual',0.0,problin,0.004999997684734036
s5c7/k10_r2,b'0_1',0.114,spalin,0.2328980630078135
s5c7/k10_r2,b'0_1',0.114,problin,0.14701964130437345
s5c7/k10_r2,b'94_3',1.044,spalin,0.9037860389364863
s5c7/k10_r2,b'94_3',1.044,problin,0.7740138629081629
s5c7/k10_r2,b'16_4',0.132,spalin,0.26984556910678964
s5c7/k10_r2,b'16_4',0.132,problin,0.3865159274817947
s5c7/k10_r2,b'16_3',0.132,spalin,0.26984556910678964
s5c7/k10_r2,b'16_3',0.132,problin,0.3865159274817947
s5c7/k10_r2,b'20_3',0.6,spalin,0.5241397826347377
s5c7/k10_r2,b'20_3',0.6,problin,0.6411284855861215
s5c7/k10_r2,b'16_17',0.5760000000000001,spalin,0.6494918254085384
s5c7/k10_r2,b'16_17',0.5760000000000001,problin,0.5194013048038361
s5c7/k10_r2,b'67_5',0.28200000000000003,spalin,0.5361064336134436
s5c7/k10_r2,b'67_5',0.28200000000000003,problin,0.2534470526556855
s5c7/k10_r2,b'07_9',0.24,spalin,0.0927346061893493
s5c7/k10_r2,b'07_9',0.24,problin,0.2609542536532247
s5c7/k10_r2,b'16_11',0.054,spalin,0.020650785605745455
s5c7/k10_r2,b'16_11',0.054,problin,0.004999998494925823
s5c7/k10_r2,b'16_10',0.054,spalin,0.020650785605745455
s5c7/k10_r2,b'16_10',0.054,problin,0.004999998494925823
s5c7/k10_r2,b'01_10',0.20400000000000001,spalin,0.005000000294178106
s5c7/k10_r2,b'01_10',0.20400000000000001,problin,0.005000040017364463
s5c7/k10_r2,b'16_13',0.09,spalin,0.10838539150091665
s5c7/k10_r2,b'16_13',0.09,problin,0.26095421213078607
s5c7/k10_r2,b'16_12',0.09,spalin,0.10838539150091665
s5c7/k10_r2,b'16_12',0.09,problin,0.26095421213078607
s5c7/k10_r2,b'8_2',0.10200000000000001,spalin,0.5140178084109557
s5c7/k10_r2,b'8_2',0.10200000000000001,problin,0.43235869910092856
s5c7/k10_r2,b'07_5',0.534,spalin,0.46751310790889555
s5c7/k10_r2,b'07_5',0.534,problin,0.4437756125995999
s5c7/k10_r2,b'54_9',0.28200000000000003,spalin,0.37740893602942266
s5c7/k10_r2,b'54_9',0.28200000000000003,problin,0.4214151197121391
s5c7/k10_r2,b'98_19',0.264,spalin,0.005
s5c7/k10_r2,b'98_19',0.264,problin,0.005000000783667033
s5c7/k10_r2,b'16_23',0.108,spalin,0.042589818958694105
s5c7/k10_r2,b'16_23',0.108,problin,0.00499999917685202
s5c7/k10_r2,b'16_22',0.108,spalin,0.042589818958694105
s5c7/k10_r2,b'16_22',0.108,problin,0.00499999917685202
s5c7/k10_r2,b'94_16',0.24,spalin,0.012320672779233308
s5c7/k10_r2,b'94_16',0.24,problin,0.005000000783667033
s5c7/k10_r2,b'16_21',0.132,spalin,0.035269145922582165
s5c7/k10_r2,b'16_21',0.132,problin,0.00499999917685202
s5c7/k10_r2,b'16_20',0.132,spalin,0.035269145922582165
s5c7/k10_r2,b'16_20',0.132,problin,0.00499999917685202
s5c7/k10_r2,b'51_10',0.264,spalin,0.02551968691434227
s5c7/k10_r2,b'51_10',0.264,problin,0.005000001157081375
s5c7/k10_r2,b'97_20',0.276,spalin,0.325463777124267
s5c7/k10_r2,b'97_20',0.276,problin,0.4214151193689052
s5c7/k10_r2,b'16_25',0.114,spalin,0.07401529069262877
s5c7/k10_r2,b'16_25',0.114,problin,0.004999999146671502
s5c7/k10_r2,b'16_24',0.114,spalin,0.07401529069262877
s5c7/k10_r2,b'16_24',0.114,problin,0.004999999146671502
s5c7/k10_r2,b'96_21',0.27,spalin,0.24495536700508147
s5c7/k10_r2,b'96_21',0.27,problin,0.2447019301790253
s5c7/k10_r2,b'16_27',0.12,spalin,0.15452370081181435
s5c7/k10_r2,b'16_27',0.12,problin,0.18171318833655142
s5c7/k10_r2,b'16_26',0.12,spalin,0.15452370081181435
s5c7/k10_r2,b'16_26',0.12,problin,0.18171318833655142
s5c7/k10_r2,b'4_7',0.276,spalin,0.005
s5c7/k10_r2,b'4_7',0.276,problin,0.005000000521940514
s5c7/k10_r2,b'12_9',0.28800000000000003,spalin,0.5643905440945165
s5c7/k10_r2,b'12_9',0.28800000000000003,problin,0.472315897352929
s5c7/k10_r2,b'62_16',0.3,spalin,0.157675867315547
s5c7/k10_r2,b'62_16',0.3,problin,0.22596152780761183
s5c7/k10_r2,b'04_35',0.252,spalin,0.006323565241285095
s5c7/k10_r2,b'04_35',0.252,problin,0.005000000073975802
s5c7/k10_r2,b'16_39',0.07200000000000001,spalin,0.15912188655603782
s5c7/k10_r2,b'16_39',0.07200000000000001,problin,0.1669133063087152
s5c7/k10_r2,b'16_38',0.07200000000000001,spalin,0.15912188655603782
s5c7/k10_r2,b'16_38',0.07200000000000001,problin,0.1669133063087152
s5c7/k10_r2,b'04_34',0.252,spalin,0.018641903762836913
s5c7/k10_r2,b'04_34',0.252,problin,0.005000000073979114
s5c7/k10_r2,b'16_37',0.07200000000000001,spalin,0.14680354803448598
s5c7/k10_r2,b'16_37',0.07200000000000001,problin,0.1669133063087119
s5c7/k10_r2,b'16_36',0.07200000000000001,spalin,0.14680354803448598
s5c7/k10_r2,b'16_36',0.07200000000000001,problin,0.1669133063087119
s5c7/k10_r2,b'62_15',0.3,spalin,0.005
s5c7/k10_r2,b'62_15',0.3,problin,0.004999999976144434
s5c7/k10_r2,b'03_32',0.246,spalin,0.18227874155968318
s5c7/k10_r2,b'03_32',0.246,problin,0.2212837008672761
s5c7/k10_r2,b'16_35',0.078,spalin,0.13584257779587292
s5c7/k10_r2,b'16_35',0.078,problin,0.1715911333468823
s5c7/k10_r2,b'16_34',0.078,spalin,0.13584257779587292
s5c7/k10_r2,b'16_34',0.078,problin,0.1715911333468823
s5c7/k10_r2,b'02_30',0.24,spalin,0.27599418339075565
s5c7/k10_r2,b'02_30',0.24,problin,0.38787483517211685
s5c7/k10_r2,b'16_33',0.084,spalin,0.04212713596480049
s5c7/k10_r2,b'16_33',0.084,problin,0.0049999990420415575
s5c7/k10_r2,b'16_32',0.084,spalin,0.04212713596480049
s5c7/k10_r2,b'16_32',0.084,problin,0.0049999990420415575
s5c7/k10_r2,b'09_9',0.27,spalin,0.47127009129313474
s5c7/k10_r2,b'09_9',0.27,problin,0.437161065533104
s5c7/k10_r2,b'55_18',0.276,spalin,0.005
s5c7/k10_r2,b'55_18',0.276,problin,0.005000000126931084
s5c7/k10_r2,b'96_34',0.246,spalin,0.2507202963577597
s5c7/k10_r2,b'96_34',0.246,problin,0.21473499898174714
s5c7/k10_r2,b'16_47',0.12,spalin,0.16052147600057812
s5c7/k10_r2,b'16_47',0.12,problin,0.21329466620806317
s5c7/k10_r2,b'16_46',0.12,spalin,0.16052147600057812
s5c7/k10_r2,b'16_46',0.12,problin,0.21329466620806317
s5c7/k10_r2,b'96_33',0.246,spalin,0.17120539616844874
s5c7/k10_r2,b'96_33',0.246,problin,0.02393709342896458
s5c7/k10_r2,b'16_45',0.12,spalin,0.2400363761898891
s5c7/k10_r2,b'16_45',0.12,problin,0.40409257176084573
s5c7/k10_r2,b'16_44',0.12,spalin,0.2400363761898891
s5c7/k10_r2,b'16_44',0.12,problin,0.40409257176084573
s5c7/k10_r2,b'55_17',0.276,spalin,0.2386327307920044
s5c7/k10_r2,b'55_17',0.276,problin,0.26431151724062285
s5c7/k10_r2,b'00_33',0.27,spalin,0.03421994117098676
s5c7/k10_r2,b'00_33',0.27,problin,0.005000005940241112
s5c7/k10_r2,b'16_41',0.096,spalin,0.14338909995126053
s5c7/k10_r2,b'16_41',0.096,problin,0.16371814213587746
s5c7/k10_r2,b'16_40',0.096,spalin,0.14338909995126053
s5c7/k10_r2,b'16_40',0.096,problin,0.16371814213587746
s5c7/k10_r2,b'94_29',0.234,spalin,0.1481483461115286
s5c7/k10_r2,b'94_29',0.234,problin,0.1637181502816282
s5c7/k10_r2,b'16_43',0.132,spalin,0.029460695010718685
s5c7/k10_r2,b'16_43',0.132,problin,0.004999997794490371
s5c7/k10_r2,b'16_42',0.132,spalin,0.029460695010718685
s5c7/k10_r2,b'16_42',0.132,problin,0.004999997794490371
s5c7/k10_r3,b'irtual',0.0,spalin,0.005
s5c7/k10_r3,b'irtual',0.0,problin,0.0049999995275987925
s5c7/k10_r3,b'0_1',0.114,spalin,0.288707102647886
s5c7/k10_r3,b'0_1',0.114,problin,0.135748333027091
s5c7/k10_r3,b'94_3',1.044,spalin,0.9782168714325953
s5c7/k10_r3,b'94_3',1.044,problin,0.9846242523775703
s5c7/k10_r3,b'16_4',0.132,spalin,0.10927818724743334
s5c7/k10_r3,b'16_4',0.132,problin,0.18124530484251522
s5c7/k10_r3,b'16_3',0.132,spalin,0.10927818724743334
s5c7/k10_r3,b'16_3',0.132,problin,0.18124530484251522
s5c7/k10_r3,b'20_3',0.6,spalin,0.49571641806537375
s5c7/k10_r3,b'20_3',0.6,problin,0.6395127407999402
s5c7/k10_r3,b'16_17',0.5760000000000001,spalin,0.5917786406146548
