sample,cellID,trueBrlen,method,estBrlen
s13c1/k10_r3,b'56_9',0.234,problin,0.25742018699897007
s13c1/k10_r3,b'91_16',0.21,spalin,0.275212571505803
s13c1/k10_r3,b'91_16',0.21,problin,0.298441215625488
s13c1/k10_r3,b'16_20',0.15,spalin,0.02607675943729001
s13c1/k10_r3,b'16_20',0.15,problin,0.004999999016326423
s13c1/k10_r3,b'16_19',0.15,spalin,0.02607675943729001
s13c1/k10_r3,b'16_19',0.15,problin,0.004999999016326423
s13c1/k10_r3,b'91_15',0.21,spalin,0.2216610988343006
s13c1/k10_r3,b'91_15',0.21,problin,0.2984412156254881
s13c1/k10_r3,b'16_18',0.15,spalin,0.07962823210879243
s13c1/k10_r3,b'16_18',0.15,problin,0.00499999901632629
s13c1/k10_r3,b'16_17',0.15,spalin,0.07962823210879243
s13c1/k10_r3,b'16_17',0.15,problin,0.00499999901632629
s13c1/k10_r3,b'55_10',0.228,spalin,0.06972951935087658
s13c1/k10_r3,b'55_10',0.228,problin,0.0050000166237450265
s13c1/k10_r3,b'91_19',0.216,spalin,0.36279352192803155
s13c1/k10_r3,b'91_19',0.216,problin,0.5508613859861318
s13c1/k10_r3,b'16_24',0.15,spalin,0.145113795002357
s13c1/k10_r3,b'16_24',0.15,problin,0.004999999030907574
s13c1/k10_r3,b'16_23',0.15,spalin,0.145113795002357
s13c1/k10_r3,b'16_23',0.15,problin,0.004999999030907574
s13c1/k10_r3,b'88_17',0.198,spalin,0.3453079940085116
s13c1/k10_r3,b'88_17',0.198,problin,0.3680663991435979
s13c1/k10_r3,b'16_22',0.168,spalin,0.16259932292187707
s13c1/k10_r3,b'16_22',0.168,problin,0.1877949858734415
s13c1/k10_r3,b'16_21',0.168,spalin,0.16259932292187707
s13c1/k10_r3,b'16_21',0.168,problin,0.1877949858734415
s13c1/k10_r3,b'16_6',0.294,spalin,0.2295937039860522
s13c1/k10_r3,b'16_6',0.294,problin,0.21693473678925212
s13c1/k10_r3,b'63_15',0.28200000000000003,spalin,0.11570517244718874
s13c1/k10_r3,b'63_15',0.28200000000000003,problin,0.16223583761319788
s13c1/k10_r3,b'99_31',0.216,spalin,0.12156274606663839
s13c1/k10_r3,b'99_31',0.216,problin,0.005000001607565141
s13c1/k10_r3,b'16_32',0.10200000000000001,spalin,0.11577521851318491
s13c1/k10_r3,b'16_32',0.10200000000000001,problin,0.18169082668570238
s13c1/k10_r3,b'16_31',0.10200000000000001,spalin,0.11577521851318491
s13c1/k10_r3,b'16_31',0.10200000000000001,problin,0.18169082668570238
s13c1/k10_r3,b'97_29',0.20400000000000001,spalin,0.13227678476815227
s13c1/k10_r3,b'97_29',0.20400000000000001,problin,0.005000001607563916
s13c1/k10_r3,b'16_30',0.114,spalin,0.10506117981167104
s13c1/k10_r3,b'16_30',0.114,problin,0.1816908266857036
s13c1/k10_r3,b'16_29',0.114,spalin,0.10506117981167104
s13c1/k10_r3,b'16_29',0.114,problin,0.1816908266857036
s13c1/k10_r3,b'58_13',0.252,spalin,0.005000000110458171
s13c1/k10_r3,b'58_13',0.252,problin,0.004999998530447683
s13c1/k10_r3,b'96_27',0.228,spalin,0.2885703749785324
s13c1/k10_r3,b'96_27',0.228,problin,0.33892666838006275
s13c1/k10_r3,b'16_28',0.12,spalin,0.0594727619380215
s13c1/k10_r3,b'16_28',0.12,problin,0.004999998995954945
s13c1/k10_r3,b'16_27',0.12,spalin,0.0594727619380215
s13c1/k10_r3,b'16_27',0.12,problin,0.004999998995954945
s13c1/k10_r3,b'92_24',0.20400000000000001,spalin,0.1612598308490743
s13c1/k10_r3,b'92_24',0.20400000000000001,problin,0.10091135376852847
s13c1/k10_r3,b'16_26',0.14400000000000002,spalin,0.1867833060674795
s13c1/k10_r3,b'16_26',0.14400000000000002,problin,0.24301531360748924
s13c1/k10_r3,b'16_25',0.14400000000000002,spalin,0.1867833060674795
s13c1/k10_r3,b'16_25',0.14400000000000002,problin,0.24301531360748924
s13c1/k10_r4,b'irtual',0.0,spalin,0.005
s13c1/k10_r4,b'irtual',0.0,problin,0.004999999412604132
s13c1/k10_r4,b'7_1',0.156,spalin,0.2132657565099195
s13c1/k10_r4,b'7_1',0.156,problin,0.2434472904573458
s13c1/k10_r4,b'6_1',0.294,spalin,0.03982333245096534
s13c1/k10_r4,b'6_1',0.294,problin,0.03424144546543005
s13c1/k10_r4,b'30_3',0.324,spalin,0.3467884770454753
s13c1/k10_r4,b'30_3',0.324,problin,0.3421196150036818
s13c1/k10_r4,b'87_5',0.342,spalin,0.35963937951036945
s13c1/k10_r4,b'87_5',0.342,problin,0.36440040249735867
s13c1/k10_r4,b'16_6',0.17400000000000002,spalin,0.029599973485497467
s13c1/k10_r4,b'16_6',0.17400000000000002,problin,0.0049999997133377315
s13c1/k10_r4,b'16_5',0.17400000000000002,spalin,0.029599973485497467
s13c1/k10_r4,b'16_5',0.17400000000000002,problin,0.0049999997133377315
s13c1/k10_r4,b'85_6',0.33,spalin,0.23581762489553065
s13c1/k10_r4,b'85_6',0.33,problin,0.36440040262327866
s13c1/k10_r4,b'16_8',0.186,spalin,0.15342172810033622
s13c1/k10_r4,b'16_8',0.186,problin,0.004999999587417778
s13c1/k10_r4,b'16_7',0.186,spalin,0.15342172810033622
s13c1/k10_r4,b'16_7',0.186,problin,0.004999999587417778
s13c1/k10_r4,b'26_1',0.3,spalin,0.31771929082490336
s13c1/k10_r4,b'26_1',0.3,problin,0.308215682342702
s13c1/k10_r4,b'77_3',0.306,spalin,0.1448271904245035
s13c1/k10_r4,b'77_3',0.306,problin,0.2552852323928736
s13c1/k10_r4,b'16_4',0.234,spalin,0.27348134879193536
s13c1/k10_r4,b'16_4',0.234,problin,0.14801910247880262
s13c1/k10_r4,b'16_3',0.234,spalin,0.27348134879193536
s13c1/k10_r4,b'16_3',0.234,problin,0.14801910247880262
s13c1/k10_r4,b'74_1',0.28800000000000003,spalin,0.22878172252620418
s13c1/k10_r4,b'74_1',0.28800000000000003,problin,0.14789548121351362
s13c1/k10_r4,b'16_2',0.252,spalin,0.1895268166902347
s13c1/k10_r4,b'16_2',0.252,problin,0.2554088536581626
s13c1/k10_r4,b'16_1',0.252,spalin,0.1895268166902347
s13c1/k10_r4,b'16_1',0.252,problin,0.2554088536581626
s13c1/k10_r4,b'5_2',0.28800000000000003,spalin,0.005
s13c1/k10_r4,b'5_2',0.28800000000000003,problin,0.005000001495274448
s13c1/k10_r4,b'40_5',0.39,spalin,0.3052090829508052
s13c1/k10_r4,b'40_5',0.39,problin,0.2923372428454649
s13c1/k10_r4,b'16_12',0.456,spalin,0.4656420815899336
s13c1/k10_r4,b'16_12',0.456,problin,0.44842421771835317
s13c1/k10_r4,b'91_9',0.306,spalin,0.36581190788719503
s13c1/k10_r4,b'91_9',0.306,problin,0.3317809043716601
s13c1/k10_r4,b'16_10',0.15,spalin,0.09983017370273858
s13c1/k10_r4,b'16_10',0.15,problin,0.11664331334669312
s13c1/k10_r4,b'16_9',0.15,spalin,0.09983017370273858
s13c1/k10_r4,b'16_9',0.15,problin,0.11664331334669312
s13c1/k10_r4,b'31_6',0.336,spalin,0.35997274047178746
s13c1/k10_r4,b'31_6',0.336,problin,0.37872528845814035
s13c1/k10_r4,b'85_11',0.324,spalin,0.17913878181957443
s13c1/k10_r4,b'85_11',0.324,problin,0.08888807700478124
s13c1/k10_r4,b'16_16',0.186,spalin,0.23173964224937693
s13c1/k10_r4,b'16_16',0.186,problin,0.2731480951008965
s13c1/k10_r4,b'16_15',0.186,spalin,0.23173964224937693
s13c1/k10_r4,b'16_15',0.186,problin,0.2731480951008965
s13c1/k10_r4,b'80_9',0.294,spalin,0.22962817735167318
s13c1/k10_r4,b'80_9',0.294,problin,0.03058064005242088
s13c1/k10_r4,b'16_14',0.216,spalin,0.1812502467172782
s13c1/k10_r4,b'16_14',0.216,problin,0.33145553205325684
s13c1/k10_r4,b'16_13',0.216,spalin,0.1812502467172782
s13c1/k10_r4,b'16_13',0.216,problin,0.33145553205325684
s13c1/k10_r4,b'3_2',0.132,spalin,0.005
s13c1/k10_r4,b'3_2',0.132,problin,0.004999999385941038
s13c1/k10_r4,b'4_5',0.306,spalin,0.46373998187387755
s13c1/k10_r4,b'4_5',0.306,problin,0.4937287999364662
s13c1/k10_r4,b'70_17',0.5760000000000001,spalin,0.26484312765121154
s13c1/k10_r4,b'70_17',0.5760000000000001,problin,0.1017046241705809
s13c1/k10_r4,b'11_33',0.246,spalin,0.22399416868385388
s13c1/k10_r4,b'11_33',0.246,problin,0.38377532929999436
s13c1/k10_r4,b'16_34',0.03,spalin,0.031539640887896826
s13c1/k10_r4,b'16_34',0.03,problin,0.004999999521715254
s13c1/k10_r4,b'16_33',0.03,spalin,0.031539640887896826
s13c1/k10_r4,b'16_33',0.03,problin,0.004999999521715254
s13c1/k10_r4,b'05_34',0.21,spalin,0.17996887635469713
s13c1/k10_r4,b'05_34',0.21,problin,0.2692399173573471
s13c1/k10_r4,b'16_36',0.066,spalin,0.07556493321705357
s13c1/k10_r4,b'16_36',0.066,problin,0.11953541146436253
s13c1/k10_r4,b'16_35',0.066,spalin,0.07556493321705357
s13c1/k10_r4,b'16_35',0.066,problin,0.11953541146436253
s13c1/k10_r4,b'63_19',0.534,spalin,0.2576199876994635
s13c1/k10_r4,b'63_19',0.534,problin,0.19851255247137678
s13c1/k10_r4,b'98_37',0.21,spalin,0.1814307797774762
s13c1/k10_r4,b'98_37',0.21,problin,0.19917838913530403
s13c1/k10_r4,b'16_44',0.108,spalin,0.08132616974602257
s13c1/k10_r4,b'16_44',0.108,problin,0.0927890113856097
s13c1/k10_r4,b'16_43',0.108,spalin,0.08132616974602257
s13c1/k10_r4,b'16_43',0.108,problin,0.0927890113856097
s13c1/k10_r4,b'97_37',0.20400000000000001,spalin,0.005
s13c1/k10_r4,b'97_37',0.20400000000000001,problin,0.005000000755008108
s13c1/k10_r4,b'16_46',0.114,spalin,0.25775696140716153
s13c1/k10_r4,b'16_46',0.114,problin,0.28696739976590563
s13c1/k10_r4,b'16_45',0.114,spalin,0.25775696140716153
s13c1/k10_r4,b'16_45',0.114,problin,0.28696739976590563
s13c1/k10_r4,b'7_3',0.264,spalin,0.2092626703456567
s13c1/k10_r4,b'7_3',0.264,problin,0.19389647678036817
s13c1/k10_r4,b'17_5',0.3,spalin,0.48545624501267837
s13c1/k10_r4,b'17_5',0.3,problin,0.49479907729218436
s13c1/k10_r4,b'56_9',0.234,spalin,0.005
s13c1/k10_r4,b'56_9',0.234,problin,0.004999999605534933
s13c1/k10_r4,b'91_16',0.21,spalin,0.20614281363088388
s13c1/k10_r4,b'91_16',0.21,problin,0.06746216337593311
s13c1/k10_r4,b'16_20',0.15,spalin,0.07825519022782441
s13c1/k10_r4,b'16_20',0.15,problin,0.2230510360663533
s13c1/k10_r4,b'16_19',0.15,spalin,0.07825519022782441
s13c1/k10_r4,b'16_19',0.15,problin,0.2230510360663533
s13c1/k10_r4,b'91_15',0.21,spalin,0.22717597128052977
s13c1/k10_r4,b'91_15',0.21,problin,0.2855132000508282
s13c1/k10_r4,b'16_18',0.15,spalin,0.057222032578178546
s13c1/k10_r4,b'16_18',0.15,problin,0.004999999391458202
s13c1/k10_r4,b'16_17',0.15,spalin,0.057222032578178546
s13c1/k10_r4,b'16_17',0.15,problin,0.004999999391458202
s13c1/k10_r4,b'55_10',0.228,spalin,0.005
s13c1/k10_r4,b'55_10',0.228,problin,0.005000001108973643
s13c1/k10_r4,b'91_19',0.216,spalin,0.1696773302628975
s13c1/k10_r4,b'91_19',0.216,problin,0.2855131983185788
s13c1/k10_r4,b'16_24',0.15,spalin,0.11472067406696974
s13c1/k10_r4,b'16_24',0.15,problin,0.004999999620268897
s13c1/k10_r4,b'16_23',0.15,spalin,0.11472067406696974
s13c1/k10_r4,b'16_23',0.15,problin,0.004999999620268897
s13c1/k10_r4,b'88_17',0.198,spalin,0.005
s13c1/k10_r4,b'88_17',0.198,problin,0.005000000395771519
s13c1/k10_r4,b'16_22',0.168,spalin,0.27939800656429314
s13c1/k10_r4,b'16_22',0.168,problin,0.2855131975430762
s13c1/k10_r4,b'16_21',0.168,spalin,0.27939800656429314
s13c1/k10_r4,b'16_21',0.168,problin,0.2855131975430762
s13c1/k10_r4,b'16_6',0.294,spalin,0.370951360664268
s13c1/k10_r4,b'16_6',0.294,problin,0.3697672562280477
s13c1/k10_r4,b'63_15',0.28200000000000003,spalin,0.22458075025791902
s13c1/k10_r4,b'63_15',0.28200000000000003,problin,0.41054501968943957
s13c1/k10_r4,b'99_31',0.216,spalin,0.12887808369404127
s13c1/k10_r4,b'99_31',0.216,problin,0.005000000723771383
s13c1/k10_r4,b'16_32',0.10200000000000001,spalin,0.050444054134954654
s13c1/k10_r4,b'16_32',0.10200000000000001,problin,0.0049999997921848765
s13c1/k10_r4,b'16_31',0.10200000000000001,spalin,0.050444054134954654
s13c1/k10_r4,b'16_31',0.10200000000000001,problin,0.0049999997921848765
s13c1/k10_r4,b'97_29',0.20400000000000001,spalin,0.1366342313792073
s13c1/k10_r4,b'97_29',0.20400000000000001,problin,0.005000000723771383
s13c1/k10_r4,b'16_30',0.114,spalin,0.04268790644978863
s13c1/k10_r4,b'16_30',0.114,problin,0.0049999997921848765
s13c1/k10_r4,b'16_29',0.114,spalin,0.04268790644978863
s13c1/k10_r4,b'16_29',0.114,problin,0.0049999997921848765
s13c1/k10_r4,b'58_13',0.252,spalin,0.005
s13c1/k10_r4,b'58_13',0.252,problin,0.0049999995639560995
s13c1/k10_r4,b'96_27',0.228,spalin,0.08600567837180868
s13c1/k10_r4,b'96_27',0.228,problin,0.06176921221192132
s13c1/k10_r4,b'16_28',0.12,spalin,0.31289721096532624
s13c1/k10_r4,b'16_28',0.12,problin,0.3537758084295184
s13c1/k10_r4,b'16_27',0.12,spalin,0.31289721096532624
s13c1/k10_r4,b'16_27',0.12,problin,0.3537758084295184
s13c1/k10_r4,b'92_24',0.20400000000000001,spalin,0.3729354048000455
s13c1/k10_r4,b'92_24',0.20400000000000001,problin,0.41054502077158184
s13c1/k10_r4,b'16_26',0.14400000000000002,spalin,0.025967484537089424
s13c1/k10_r4,b'16_26',0.14400000000000002,problin,0.004999999869857873
s13c1/k10_r4,b'16_25',0.14400000000000002,spalin,0.025967484537089424
s13c1/k10_r4,b'16_25',0.14400000000000002,problin,0.004999999869857873
s13c1/k10_r5,b'irtual',0.0,spalin,0.10294280428652018
s13c1/k10_r5,b'irtual',0.0,problin,0.10254574221841173
s13c1/k10_r5,b'7_1',0.156,spalin,0.005000000094548656
s13c1/k10_r5,b'7_1',0.156,problin,0.004999998973703879
s13c1/k10_r5,b'6_1',0.294,spalin,0.3389834310377117
s13c1/k10_r5,b'6_1',0.294,problin,0.3232502263557262
s13c1/k10_r5,b'30_3',0.324,spalin,0.4164072483426054
s13c1/k10_r5,b'30_3',0.324,problin,0.4270054308493657
s13c1/k10_r5,b'87_5',0.342,spalin,0.17379214029129547
s13c1/k10_r5,b'87_5',0.342,problin,0.18068909109730302
s13c1/k10_r5,b'16_6',0.17400000000000002,spalin,0.02624471637934641
s13c1/k10_r5,b'16_6',0.17400000000000002,problin,0.004999998617278871
s13c1/k10_r5,b'16_5',0.17400000000000002,spalin,0.02624471637934641
s13c1/k10_r5,b'16_5',0.17400000000000002,problin,0.004999998617278871
s13c1/k10_r5,b'85_6',0.33,spalin,0.005000000002321382
s13c1/k10_r5,b'85_6',0.33,problin,0.005000007932933846
s13c1/k10_r5,b'16_8',0.186,spalin,0.19503685902251094
s13c1/k10_r5,b'16_8',0.186,problin,0.18068908178164805
s13c1/k10_r5,b'16_7',0.186,spalin,0.19503685902251094
s13c1/k10_r5,b'16_7',0.186,problin,0.18068908178164805
s13c1/k10_r5,b'26_1',0.3,spalin,0.09151617981444685
s13c1/k10_r5,b'26_1',0.3,problin,0.08858820355519129
s13c1/k10_r5,b'77_3',0.306,spalin,0.198447847270729
s13c1/k10_r5,b'77_3',0.306,problin,0.25855754516235757
s13c1/k10_r5,b'16_4',0.234,spalin,0.32648007792807143
s13c1/k10_r5,b'16_4',0.234,problin,0.2655487718463988
s13c1/k10_r5,b'16_3',0.234,spalin,0.32648007792807143
s13c1/k10_r5,b'16_3',0.234,problin,0.2655487718463988
s13c1/k10_r5,b'74_1',0.28800000000000003,spalin,0.3117963994524042
s13c1/k10_r5,b'74_1',0.28800000000000003,problin,0.21530265155711414
s13c1/k10_r5,b'16_2',0.252,spalin,0.21313152574639627
s13c1/k10_r5,b'16_2',0.252,problin,0.30880366545164223
s13c1/k10_r5,b'16_1',0.252,spalin,0.21313152574639627
s13c1/k10_r5,b'16_1',0.252,problin,0.30880366545164223
s13c1/k10_r5,b'5_2',0.28800000000000003,spalin,0.1788386468107566
s13c1/k10_r5,b'5_2',0.28800000000000003,problin,0.17319492440169112
s13c1/k10_r5,b'40_5',0.39,spalin,0.17732082740106359
s13c1/k10_r5,b'40_5',0.39,problin,0.13220946965300628
s13c1/k10_r5,b'16_12',0.456,spalin,0.5992680618391387
s13c1/k10_r5,b'16_12',0.456,problin,0.6305403525847235
s13c1/k10_r5,b'91_9',0.306,spalin,0.41514497009395207
s13c1/k10_r5,b'91_9',0.306,problin,0.3773810314441463
s13c1/k10_r5,b'16_10',0.15,spalin,0.18412309174518665
s13c1/k10_r5,b'16_10',0.15,problin,0.2531593211405772
s13c1/k10_r5,b'16_9',0.15,spalin,0.18412309174518665
s13c1/k10_r5,b'16_9',0.15,problin,0.2531593211405772
s13c1/k10_r5,b'31_6',0.336,spalin,0.1561534146888774
s13c1/k10_r5,b'31_6',0.336,problin,0.12408742108951024
s13c1/k10_r5,b'85_11',0.324,spalin,0.1005925349655223
s13c1/k10_r5,b'85_11',0.324,problin,0.04856731912308343
s13c1/k10_r5,b'16_16',0.186,spalin,0.5198429395858026
s13c1/k10_r5,b'16_16',0.186,problin,0.5900950820251362
s13c1/k10_r5,b'16_15',0.186,spalin,0.5198429395858026
s13c1/k10_r5,b'16_15',0.186,problin,0.5900950820251362
s13c1/k10_r5,b'80_9',0.294,spalin,0.5412633509813916
s13c1/k10_r5,b'80_9',0.294,problin,0.5035589348999294
s13c1/k10_r5,b'16_14',0.216,spalin,0.07917212356993338
s13c1/k10_r5,b'16_14',0.216,problin,0.13510346624829017
s13c1/k10_r5,b'16_13',0.216,spalin,0.07917212356993338
s13c1/k10_r5,b'16_13',0.216,problin,0.13510346624829017
s13c1/k10_r5,b'3_2',0.132,spalin,0.1288824592376878
s13c1/k10_r5,b'3_2',0.132,problin,0.19214398546731434
s13c1/k10_r5,b'4_5',0.306,spalin,0.15405626352211343
s13c1/k10_r5,b'4_5',0.306,problin,0.04380197844008942
s13c1/k10_r5,b'70_17',0.5760000000000001,spalin,0.597541644127025
s13c1/k10_r5,b'70_17',0.5760000000000001,problin,0.6161962817279085
s13c1/k10_r5,b'11_33',0.246,spalin,0.048147749019610275
s13c1/k10_r5,b'11_33',0.246,problin,0.08380249957986519
s13c1/k10_r5,b'16_34',0.03,spalin,0.03179942023897803
s13c1/k10_r5,b'16_34',0.03,problin,0.004999999565484089
s13c1/k10_r5,b'16_33',0.03,spalin,0.03179942023897803
s13c1/k10_r5,b'16_33',0.03,problin,0.004999999565484089
s13c1/k10_r5,b'05_34',0.21,spalin,0.005000000001284169
s13c1/k10_r5,b'05_34',0.21,problin,0.004999998817074598
s13c1/k10_r5,b'16_36',0.066,spalin,0.07494717056052598
s13c1/k10_r5,b'16_36',0.066,problin,0.08380250032827467
s13c1/k10_r5,b'16_35',0.066,spalin,0.07494717056052598
s13c1/k10_r5,b'16_35',0.066,problin,0.08380250032827467
s13c1/k10_r5,b'63_19',0.534,spalin,0.27082538450245897
s13c1/k10_r5,b'63_19',0.534,problin,0.24605189038408648
s13c1/k10_r5,b'98_37',0.21,spalin,0.35651024136375276
s13c1/k10_r5,b'98_37',0.21,problin,0.4539468917055542
s13c1/k10_r5,b'16_44',0.108,spalin,0.05015318751940143
s13c1/k10_r5,b'16_44',0.108,problin,0.004999998783617087
s13c1/k10_r5,b'16_43',0.108,spalin,0.05015318751940143
s13c1/k10_r5,b'16_43',0.108,problin,0.004999998783617087
s13c1/k10_r5,b'97_37',0.20400000000000001,spalin,0.33555201373285565
s13c1/k10_r5,b'97_37',0.20400000000000001,problin,0.4539468915726389
s13c1/k10_r5,b'16_46',0.114,spalin,0.07111141515029858
s13c1/k10_r5,b'16_46',0.114,problin,0.004999998916532354
s13c1/k10_r5,b'16_45',0.114,spalin,0.07111141515029858
s13c1/k10_r5,b'16_45',0.114,problin,0.004999998916532354
s13c1/k10_r5,b'7_3',0.264,spalin,0.42309489442179604
s13c1/k10_r5,b'7_3',0.264,problin,0.4439206596292158
s13c1/k10_r5,b'17_5',0.3,spalin,0.1792770488178456
s13c1/k10_r5,b'17_5',0.3,problin,0.11555865703189416
s13c1/k10_r5,b'56_9',0.234,spalin,0.051646448945431946
s13c1/k10_r5,b'56_9',0.234,problin,0.004999999884710845
s13c1/k10_r5,b'91_16',0.21,spalin,0.15470867844179725
s13c1/k10_r5,b'91_16',0.21,problin,0.17932143812870532
s13c1/k10_r5,b'16_20',0.15,spalin,0.022818006280855844
s13c1/k10_r5,b'16_20',0.15,problin,0.005000007262684178
s13c1/k10_r5,b'16_19',0.15,spalin,0.022818006280855844
s13c1/k10_r5,b'16_19',0.15,problin,0.005000007262684178
s13c1/k10_r5,b'91_15',0.21,spalin,0.005000000885778658
s13c1/k10_r5,b'91_15',0.21,problin,0.004999999432519857
s13c1/k10_r5,b'16_18',0.15,spalin,0.17252668383774758
s13c1/k10_r5,b'16_18',0.15,problin,0.17932144595886965
s13c1/k10_r5,b'16_17',0.15,spalin,0.17252668383774758
s13c1/k10_r5,b'16_17',0.15,problin,0.17932144595886965
s13c1/k10_r5,b'55_10',0.228,spalin,0.005000003895872804
s13c1/k10_r5,b'55_10',0.228,problin,0.004999999337122942
s13c1/k10_r5,b'91_19',0.216,spalin,0.10948504452246358
s13c1/k10_r5,b'91_19',0.216,problin,0.17932144625505725
s13c1/k10_r5,b'16_24',0.15,spalin,0.1146880852535903
s13c1/k10_r5,b'16_24',0.15,problin,0.004999999683920144
s13c1/k10_r5,b'16_23',0.15,spalin,0.1146880852535903
s13c1/k10_r5,b'16_23',0.15,problin,0.004999999683920144
s13c1/k10_r5,b'88_17',0.198,spalin,0.12394044963108539
s13c1/k10_r5,b'88_17',0.198,problin,0.17932143872925493
s13c1/k10_r5,b'16_22',0.168,spalin,0.10023268014496849
s13c1/k10_r5,b'16_22',0.168,problin,0.005000007209722469
s13c1/k10_r5,b'16_21',0.168,spalin,0.10023268014496849
s13c1/k10_r5,b'16_21',0.168,problin,0.005000007209722469
s13c1/k10_r5,b'16_6',0.294,spalin,0.005000005227258612
s13c1/k10_r5,b'16_6',0.294,problin,0.005000003376558233
s13c1/k10_r5,b'63_15',0.28200000000000003,spalin,0.21252259840647772
s13c1/k10_r5,b'63_15',0.28200000000000003,problin,0.28988009345563054
s13c1/k10_r5,b'99_31',0.216,spalin,0.13882900577886828
s13c1/k10_r5,b'99_31',0.216,problin,0.0050000025290500546
s13c1/k10_r5,b'16_32',0.10200000000000001,spalin,0.052098573078479024
s13c1/k10_r5,b'16_32',0.10200000000000001,problin,0.005000001464993571
s13c1/k10_r5,b'16_31',0.10200000000000001,spalin,0.052098573078479024
s13c1/k10_r5,b'16_31',0.10200000000000001,problin,0.005000001464993571
s13c1/k10_r5,b'97_29',0.20400000000000001,spalin,0.14734240142864455
s13c1/k10_r5,b'97_29',0.20400000000000001,problin,0.0050000025290500546
s13c1/k10_r5,b'16_30',0.114,spalin,0.0435851774287027
s13c1/k10_r5,b'16_30',0.114,problin,0.005000001464993571
s13c1/k10_r5,b'16_29',0.114,spalin,0.0435851774287027
s13c1/k10_r5,b'16_29',0.114,problin,0.005000001464993571
s13c1/k10_r5,b'58_13',0.252,spalin,0.33012223077203434
s13c1/k10_r5,b'58_13',0.252,problin,0.012093893272805493
s13c1/k10_r5,b'96_27',0.228,spalin,0.0050000001178307635
s13c1/k10_r5,b'96_27',0.228,problin,0.005000002115289186
s13c1/k10_r5,b'16_28',0.12,spalin,0.06832794637407617
s13c1/k10_r5,b'16_28',0.12,problin,0.2827862020615795
s13c1/k10_r5,b'16_27',0.12,spalin,0.06832794637407617
s13c1/k10_r5,b'16_27',0.12,problin,0.2827862020615795
s13c1/k10_r5,b'92_24',0.20400000000000001,spalin,0.04545811944099441
s13c1/k10_r5,b'92_24',0.20400000000000001,problin,0.28278620016713885
s13c1/k10_r5,b'16_26',0.14400000000000002,spalin,0.027869827050796263
s13c1/k10_r5,b'16_26',0.14400000000000002,problin,0.005000004009729846
s13c1/k10_r5,b'16_25',0.14400000000000002,spalin,0.027869827050796263
s13c1/k10_r5,b'16_25',0.14400000000000002,problin,0.005000004009729846
s21c1/k10_r1,b'7_1',0.096,spalin,0.030651020348261088
s21c1/k10_r1,b'7_1',0.096,problin,0.03568473062231119
s21c1/k10_r1,b'1_1',0.264,spalin,0.4826933192340037
s21c1/k10_r1,b'1_1',0.264,problin,0.5017112022649951
s21c1/k10_r1,b'30_3',0.41400000000000003,spalin,0.2844984863279246
s21c1/k10_r1,b'30_3',0.41400000000000003,problin,0.25654486186847936
s21c1/k10_r1,b'16_5',0.516,spalin,0.632040155330404
s21c1/k10_r1,b'16_5',0.516,problin,0.635666493784995
s21c1/k10_r1,b'84_7',0.324,spalin,0.354009027805728
s21c1/k10_r1,b'84_7',0.324,problin,0.3807918248756315
s21c1/k10_r1,b'16_8',0.192,spalin,0.27803112752467596
s21c1/k10_r1,b'16_8',0.192,problin,0.2548746689093634
s21c1/k10_r1,b'16_7',0.192,spalin,0.27803112752467596
s21c1/k10_r1,b'16_7',0.192,problin,0.2548746689093634
s21c1/k10_r1,b'20_1',0.354,spalin,0.43771217731304657
s21c1/k10_r1,b'20_1',0.354,problin,0.36270200788696205
s21c1/k10_r1,b'81_1',0.366,spalin,0.44743249413815656
s21c1/k10_r1,b'81_1',0.366,problin,0.5245093439449555
s21c1/k10_r1,b'16_2',0.21,spalin,0.031393970207125414
s21c1/k10_r1,b'16_2',0.21,problin,0.005000003821556613
s21c1/k10_r1,b'16_1',0.21,spalin,0.031393970207125414
s21c1/k10_r1,b'16_1',0.21,problin,0.005000003821556613
s21c1/k10_r1,b'72_2',0.312,spalin,0.2059157197040847
s21c1/k10_r1,b'72_2',0.312,problin,0.32486579425356044
s21c1/k10_r1,b'16_4',0.264,spalin,0.27291074464119724
s21c1/k10_r1,b'16_4',0.264,problin,0.20464355351295174
s21c1/k10_r1,b'16_3',0.264,spalin,0.27291074464119724
s21c1/k10_r1,b'16_3',0.264,problin,0.20464355351295174
s21c1/k10_r1,b'9_2',0.252,spalin,0.37682506310600783
s21c1/k10_r1,b'9_2',0.252,problin,0.33247416994752327
s21c1/k10_r1,b'01_13',0.852,spalin,0.6514238991615321
s21c1/k10_r1,b'01_13',0.852,problin,0.6829340862076366
s21c1/k10_r1,b'16_14',0.09,spalin,0.37098299862479256
s21c1/k10_r1,b'16_14',0.09,problin,0.37851429962476735
s21c1/k10_r1,b'16_13',0.09,spalin,0.37098299862479256
s21c1/k10_r1,b'16_13',0.09,problin,0.37851429962476735
s21c1/k10_r1,b'31_5',0.432,spalin,0.09541739402903111
s21c1/k10_r1,b'31_5',0.432,problin,0.11658517623770315
s21c1/k10_r1,b'84_10',0.318,spalin,0.3355188117685985
s21c1/k10_r1,b'84_10',0.318,problin,0.24161310031297442
s21c1/k10_r1,b'16_12',0.192,spalin,0.591470691988695
s21c1/k10_r1,b'16_12',0.192,problin,0.7032501092817264
s21c1/k10_r1,b'16_11',0.192,spalin,0.591470691988695
