experiment,cell_name,method,trueBrlen,estBrlen
s20c1_,b'216_11',spalin-divide-beta5,0.14418604651162792,0.6141650379908868
s20c1_,b'216_10',spalin-divide-beta5,0.14418604651162792,0.6141650379908868
s20c1_,b'136_1',spalin-divide-beta5,0.15348837209302324,0.004932771657041994
s20c1_,b'216_7',spalin-divide-beta5,0.37209302325581395,0.893720770499904
s20c1_,b'174_1',spalin-divide-beta5,0.17674418604651163,0.004932771656570349
s20c1_,b'210_2',spalin-divide-beta5,0.16744186046511628,0.004932771658957723
s20c1_,b'216_4',spalin-divide-beta5,0.027906976744186046,0.8838552271853263
s20c1_,b'216_3',spalin-divide-beta5,0.027906976744186046,0.8838552271853263
s20c1_,b'210_1',spalin-divide-beta5,0.16744186046511628,0.6818727603390481
s20c1_,b'216_2',spalin-divide-beta5,0.027906976744186046,0.20691523850523588
s20c1_,b'216_1',spalin-divide-beta5,0.027906976744186046,0.20691523850523588
s20c1_,b'103_1',spalin-divide-beta7,0.4744186046511628,0.10115189405103865
s20c1_,b'147_3',spalin-divide-beta7,0.20465116279069767,0.28286238463676927
s20c1_,b'190_5',spalin-divide-beta7,0.2,0.5417752615192518
s20c1_,b'216_9',spalin-divide-beta7,0.12093023255813953,0.07421045971591148
s20c1_,b'216_8',spalin-divide-beta7,0.12093023255813953,0.07421045971591148
s20c1_,b'185_6',spalin-divide-beta7,0.17674418604651163,0.0049262736290745625
s20c1_,b'216_11',spalin-divide-beta7,0.14418604651162792,0.6110594476332998
s20c1_,b'216_10',spalin-divide-beta7,0.14418604651162792,0.6110594476332998
s20c1_,b'136_1',spalin-divide-beta7,0.15348837209302324,0.0049262736290745625
s20c1_,b'216_7',spalin-divide-beta7,0.37209302325581395,0.8939218322863167
s20c1_,b'174_1',spalin-divide-beta7,0.17674418604651163,0.0049262736290745625
s20c1_,b'210_2',spalin-divide-beta7,0.16744186046511628,0.0049262736290745625
s20c1_,b'216_4',spalin-divide-beta7,0.027906976744186046,0.8840692850617377
s20c1_,b'216_3',spalin-divide-beta7,0.027906976744186046,0.8840692850617377
s20c1_,b'210_1',spalin-divide-beta7,0.16744186046511628,0.6993383304007904
s20c1_,b'216_2',spalin-divide-beta7,0.027906976744186046,0.18965722825872372
s20c1_,b'216_1',spalin-divide-beta7,0.027906976744186046,0.18965722825872372
s20c1_,b'103_1',spalin-divide-beta10,0.4744186046511628,0.10064046389336552
s20c1_,b'147_3',spalin-divide-beta10,0.20465116279069767,0.2923751686127618
s20c1_,b'190_5',spalin-divide-beta10,0.2,0.5663308570672977
s20c1_,b'216_9',spalin-divide-beta10,0.12093023255813953,0.04065351041286837
s20c1_,b'216_8',spalin-divide-beta10,0.12093023255813953,0.04065351041286837
s20c1_,b'185_6',spalin-divide-beta10,0.17674418604651163,0.0049088033369771595
s20c1_,b'216_11',spalin-divide-beta10,0.14418604651162792,0.6020755641519632
s20c1_,b'216_10',spalin-divide-beta10,0.14418604651162792,0.6020755641519632
s20c1_,b'136_1',spalin-divide-beta10,0.15348837209302324,0.0049088033369771595
s20c1_,b'216_7',spalin-divide-beta10,0.37209302325581395,0.8944507327665177
s20c1_,b'174_1',spalin-divide-beta10,0.17674418604651163,0.0049088033369771595
s20c1_,b'210_2',spalin-divide-beta10,0.16744186046511628,0.004908803337576758
s20c1_,b'216_4',spalin-divide-beta10,0.027906976744186046,0.8846331260951034
s20c1_,b'216_3',spalin-divide-beta10,0.027906976744186046,0.8846331260951034
s20c1_,b'210_1',spalin-divide-beta10,0.16744186046511628,0.7344899267628892
s20c1_,b'216_2',spalin-divide-beta10,0.027906976744186046,0.15505200266979108
s20c1_,b'216_1',spalin-divide-beta10,0.027906976744186046,0.15505200266979108
s20c6_,b'1_1',problin,0.0,0.004379140382408102
s20c6_,b'47_1',problin,0.21395348837209302,0.004379140710522723
s20c6_,b'156_1',problin,0.5069767441860465,0.16615527601388272
s20c6_,b'210_3',problin,0.25116279069767444,0.6974302460831808
s20c6_,b'216_4',problin,0.027906976744186046,0.12765619681000545
s20c6_,b'216_3',problin,0.027906976744186046,0.12765619681000545
s20c6_,b'201_1',problin,0.20930232558139533,0.4521571776920292
s20c6_,b'216_2',problin,0.06976744186046512,0.3729292652011572
s20c6_,b'216_1',problin,0.06976744186046512,0.3729292652011572
s20c6_,b'104_3',problin,0.2651162790697674,0.32121498511748725
s20c6_,b'166_5',problin,0.28837209302325584,0.3844095414841081
s20c6_,b'216_9',problin,0.23255813953488372,0.2856171923054738
s20c6_,b'216_8',problin,0.23255813953488372,0.2856171923054738
s20c6_,b'157_6',problin,0.24651162790697673,0.26455101284563143
s20c6_,b'216_11',problin,0.2744186046511628,0.40547572094395046
s20c6_,b'216_10',problin,0.2744186046511628,0.40547572094395046
s20c6_,b'46_2',problin,0.20930232558139533,0.05938335271223452
s20c6_,b'176_10',problin,0.6046511627906976,0.6755070597323887
s20c6_,b'216_13',problin,0.18604651162790697,0.26073044717296856
s20c6_,b'216_12',problin,0.18604651162790697,0.26073044717296856
s20c6_,b'89_4',problin,0.2,0.4120915372961976
s20c6_,b'216_16',problin,0.5906976744186047,0.5241459696091596
s20c6_,b'216_19',problin,0.5906976744186047,0.5241459696091596
s20c6_,b'1_1',spalin,0.0,0.004303930176893307
s20c6_,b'47_1',spalin,0.21395348837209302,0.004303930176893307
s20c6_,b'156_1',spalin,0.5069767441860465,0.2228733565025972
s20c6_,b'210_3',spalin,0.25116279069767444,0.6450698374333281
s20c6_,b'216_4',spalin,0.027906976744186046,0.12344894571028805
s20c6_,b'216_3',spalin,0.027906976744186046,0.12344894571028805
s20c6_,b'201_1',spalin,0.20930232558139533,0.5002986980865082
s20c6_,b'216_2',spalin,0.06976744186046512,0.268220085057108
s20c6_,b'216_1',spalin,0.06976744186046512,0.268220085057108
s20c6_,b'104_3',spalin,0.2651162790697674,0.43548153854623645
s20c6_,b'166_5',spalin,0.28837209302325584,0.3638041061690546
s20c6_,b'216_9',spalin,0.23255813953488372,0.19210649493092244
s20c6_,b'216_8',spalin,0.23255813953488372,0.19210649493092244
s20c6_,b'157_6',spalin,0.24651162790697673,0.24662266575256558
s20c6_,b'216_11',spalin,0.2744186046511628,0.3092879353474115
s20c6_,b'216_10',spalin,0.2744186046511628,0.3092879353474115
s20c6_,b'46_2',spalin,0.20930232558139533,0.052796393179573096
s20c6_,b'176_10',spalin,0.6046511627906976,0.5217933497605467
s20c6_,b'216_13',spalin,0.18604651162790697,0.42110632679699606
s20c6_,b'216_12',spalin,0.18604651162790697,0.42110632679699606
s20c6_,b'89_4',spalin,0.2,0.33828168026015865
s20c6_,b'216_16',spalin,0.5906976744186047,0.604617996297384
s20c6_,b'216_19',spalin,0.5906976744186047,0.604617996297384
s20c6_,b'1_1',spalin-divide-beta3,0.0,0.004274089379825813
s20c6_,b'47_1',spalin-divide-beta3,0.21395348837209302,0.004274089379825813
s20c6_,b'156_1',spalin-divide-beta3,0.5069767441860465,0.2444980937779427
s20c6_,b'210_3',spalin-divide-beta3,0.25116279069767444,0.6504832577502816
s20c6_,b'216_4',spalin-divide-beta3,0.027906976744186046,0.09647046971212404
s20c6_,b'216_3',spalin-divide-beta3,0.027906976744186046,0.09647046971212404
s20c6_,b'201_1',spalin-divide-beta3,0.20930232558139533,0.4987103000173956
s20c6_,b'216_2',spalin-divide-beta3,0.06976744186046512,0.24824342744501007
s20c6_,b'216_1',spalin-divide-beta3,0.06976744186046512,0.24824342744501007
s20c6_,b'104_3',spalin-divide-beta3,0.2651162790697674,0.4606521548458026
s20c6_,b'166_5',spalin-divide-beta3,0.28837209302325584,0.3650643950128339
s20c6_,b'216_9',spalin-divide-beta3,0.23255813953488372,0.16573527138171176
s20c6_,b'216_8',spalin-divide-beta3,0.23255813953488372,0.16573527138171176
s20c6_,b'157_6',spalin-divide-beta3,0.24651162790697673,0.2470027954969354
s20c6_,b'216_11',spalin-divide-beta3,0.2744186046511628,0.2837968708976102
s20c6_,b'216_10',spalin-divide-beta3,0.2744186046511628,0.2837968708976102
s20c6_,b'46_2',spalin-divide-beta3,0.20930232558139533,0.05045344817992821
s20c6_,b'176_10',spalin-divide-beta3,0.6046511627906976,0.5031491486893673
s20c6_,b'216_13',spalin-divide-beta3,0.18604651162790697,0.44212331374942543
s20c6_,b'216_12',spalin-divide-beta3,0.18604651162790697,0.44212331374942543
s20c6_,b'89_4',spalin-divide-beta3,0.2,0.3279070413483106
s20c6_,b'216_16',spalin-divide-beta3,0.5906976744186047,0.6173654210904821
s20c6_,b'216_19',spalin-divide-beta3,0.5906976744186047,0.6173654210904821
s20c6_,b'1_1',spalin-divide-beta5,0.0,0.004249237050813763
