[&R] ((((((216_31:3.127,216_32:5.127)201_18:4.168,(216_29:1.034,216_30:3.034)202_17:9.261)162_8:9.285,((216_25:5.077,216_26:1.077)197_13:9.507,(216_27:3.052,216_28:2.052)204_18:8.532)163_7:8.995)122_4:26.157,(((216_17:1.009,216_18:1.009)203_9:8.71,216_20:10.719)166_5:3.533,((216_23:2.021,216_24:1.021)200_12:4.196,216_21:6.217)167_7:8.036)123_3:37.484)75_2:41.449,((((216_1:3.015,216_2:0.015)204_1:7.465,(216_3:1.016,216_4:2.016)205_3:10.464)170_1:9.292,((216_7:1.002,216_8:0.002)211_6:3.139,(216_5:0.007,216_6:2.007)212_5:6.133)171_3:14.632)124_1:18.149,(((216_11:0.015,216_12:3.015)206_8:6.214,(216_9:1.015,216_10:2.015)208_7:6.214)170_3:6.379,((216_13:0.002,216_14:1.002)210_11:6.093,216_16:1.094)173_7:15.514)127_3:22.313)77_1:36.265)32_1:52.814)I0;
I0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32_1,0:0.1/1:0.9,0,0,0:0.1/1:0.9,0,0:0.1/2:0.9,0,0,0:0.1/2:0.9,0,0,0:0.1/1:0.9,0,0:0.1/1:0.9,0:0.1/1:0.9,0,0:0.1/1:0.9,0:0.1/2:0.9,0:0.1/2:0.9,0:0.1/1:0.9,0,0,0,0,0,0:0.1/1:0.9,0:0.1/1:0.9,0,0,0,0,0,0:0.1/1:0.9,0,0:0.1/2:0.9,0,0,0,0,0,0,0,0,0:0.1/1:0.9,0,0,0,0:0.1/2:0.9,0,0:0.1/2:0.9,0:0.1/1:0.9,0,0,0,0,0,0:0.1/2:0.9,0,0:0.1/2:0.9,0:0.1/1:0.9,0,0:0.1/2:0.9,0,0,0,0:0.1/2:0.9,0:0.1/2:0.9,0,0,0:0.1/2:0.9,0:0.1/2:0.9,0:0.1/2:0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:0.1/1:0.9,0,0:0.1/1:0.9,0:0.1/2:0.9,0,0,0,0:0.1/1:0.9,0,0,0:0.1/2:0.9,0,0:0.1/2:0.9,0,0,0,0,0,0:0.1/1:0.9,0,0,0:0.1/1:0.9,0,0:0.1/2:0.9,0,0,0,0,0:0.1/2:0.9,0:0.1/1:0.9,0,0:0.1/2:0.9,0,0,0,0,0:0.1/1:0.9,0,0,0,0,0:0.1/2:0.9,0,0,0,0,0,0:0.1/1:0.9,0,0,0:0.1/1:0.9,0,0:0.1/2:0.9,0:0.1/1:0.9,0,0,0,0:0.1/2:0.9,0,0,0,0,0:0.1/2:0.9,0,0:0.1/1:0.9,0,0,0,0,0,0:0.1/2:0.9,0,0,0,0:0.1/1:0.9,0,0:0.1/1:0.9,0,0:0.1/1:0.9,0:0.1/2:0.9,0,0,0:0.1/1:0.9,0,0,0,0,0,0,0,0,0,0,0:0.1/1:0.9,0,0,0,0,0,0,0:0.1/2:0.9,0,0,0,0:0.1/2:0.9,0:0.1/1:0.9,0,0,0,0,0,0,0
77_1,0:0.01/1:0.99,0,0,0:0.01/1:0.99,0,0:0.01/2:0.99,0:0.05/2:0.95,0,0:0.01/2:0.99,0,0:0.05/1:0.95,0:0.01/1:0.99,0,0:0.01/1:0.99,0:0.01/1:0.99,0,0:0.01/1:0.99,0:0.01/2:0.99,0:0.01/2:0.99,0:0.01/1:0.99,0,0,0:0.05/2:0.95,0:0.05/2:0.95,0:0.05/2:0.95,0:0.01/1:0.99,0:0.01/1:0.99,0:0.05/2:0.95,0,0,0,0,0:0.01/1:0.99,0,0:0.01/2:0.99,0,0,0,0,0,0,0,0,0:0.01/1:0.99,0,0:0.05/1:0.95,0,0:0.01/2:0.99,0,0:0.01/2:0.99,0:0.01/1:0.99,0,0,0:0.05/1:0.95,0,0,0:0.01/2:0.99,0:0.05/2:0.95,0:0.01/2:0.99,0:0.01/1:0.99,0,0:0.01/2:0.99,0,0:0.05/2:0.95,0,0:0.01/2:0.99,0:0.01/2:0.99,0,0,0:0.01/2:0.99,0:0.01/2:0.99,0:0.01/2:0.99,0,0,0:0.05/1:0.95,0,0:0.05/2:0.95,0:0.05/1:0.95,0,0,0,0,0,0,0,0:0.05/2:0.95,0:0.05/1:0.95,0:0.01/1:0.99,0,0:0.01/1:0.99,0:0.01/2:0.99,0:0.05/1:0.95,0:0.05/2:0.95,0,0:0.01/1:0.99,0,0,0:0.01/2:0.99,0:0.05/2:0.95,0:0.01/2:0.99,0,0,0,0,0,0:0.01/1:0.99,0,0,0:0.01/1:0.99,0:0.05/2:0.95,0:0.01/2:0.99,0,0:0.05/1:0.95,0,0,0:0.01/2:0.99,0:0.01/1:0.99,0,0:0.01/2:0.99,0,0:0.05/1:0.95,0,0,0:0.01/1:0.99,0,0,0,0,0:0.01/2:0.99,0:0.05/2:0.95,0,0,0:0.05/2:0.95,0,0:0.01/1:0.99,0,0,0:0.01/1:0.99,0,0:0.01/2:0.99,0:0.01/1:0.99,0,0,0,0:0.01/2:0.99,0,0,0:0.05/1:0.95,0:0.05/1:0.95,0:0.01/2:0.99,0,0:0.01/1:0.99,0,0:0.05/2:0.95,0,0,0,0:0.01/2:0.99,0:0.05/2:0.95,0,0:0.05/2:0.95,0:0.01/1:0.99,0,0:0.01/1:0.99,0,0:0.01/1:0.99,0:0.01/2:0.99,0,0,0:0.01/1:0.99,0:0.05/1:0.95,0,0,0,0,0,0,0:0.05/1:0.95,0,0,0:0.01/1:0.99,0,0,0,0:0.05/1:0.95,0,0,0:0.01/2:0.99,0,0,0,0:0.01/2:0.99,0:0.01/1:0.99,0:0.05/2:0.95,0,0,0,0,0,0
127_3,1,0,0:0.03/1:0.97,1,0,2,2,0,2,0,1,1,0,1,1,0:0.03/2:0.97,1,2,2,1,0,0:0.03/1:0.97,2,2,2,1,1,2,0,0,0,0,1,0,2,0:0.03/1:0.97,0,0,0,0:0.03/1:0.97,0:0.03/1:0.97,0,0:0.03/1:0.97,1,0,1,0,2,0,2,1,0,0:0.03/1:0.97,1,0:0.03/2:0.97,0:0.03/2:0.97,2,2,2,1,0,2,0,2,0,2,2,0:0.03/1:0.97,0,2,2,2,0:0.03/1:0.97,0,1,0,2,1,0,0,0:0.03/1:0.97,0,0,0,0,2,1,1,0,1,2,1,2,0,1,0,0,2,2,2,0,0,0:0.03/1:0.97,0,0,1,0:0.03/1:0.97,0:0.03/2:0.97,1,2,2,0,1,0,0,2,1,0,2,0,1,0,0,1,0,0,0,0,2,2,0,0:0.03/2:0.97,2,0,1,0,0,1,0:0.03/2:0.97,2,1,0,0,0,2,0,0,1,1,2,0,1,0,2,0:0.03/2:0.97,0,0,2,2,0,2,1,0,1,0,1,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0:0.03/1:0.97,0,0,1,0,0,2,0,0,0,2,1,2,0,0,0,0,0,0:0.03/2:0.97
173_7,1,0:0.01/2:0.99,1,1,0,2,2,0,2,0,1,1,0,1,1,2,1,2,2,1,0,1,2,2,2,1,1,2,0,0,0,0,1,0,2,1,0,0,0,1,1,0,1,1,0,1,0,2,0,2,1,0,1,1,2,2,2,2,2,1,0:0.01/2:0.99,2,0,2,0:0.01/2:0.99,2,2,1,0,2,2,2,1,0,1,0,2,1,0,0,1,0,0:0.01/1:0.99,0,0,2,1,1,0,1,2,1,2,0,1,0,0,2,2,2,0,0,1,0:0.01/1:0.99,0,1,1,2,1,2,2,0,1,0:0.01/2:0.99,0:0.01/1:0.99,2,1,0:0.01/1:0.99,2,0,1,0,0:0.01/1:0.99,1,0:0.01/1:0.99,0,0:0.01/2:0.99,0:0.01/1:0.99,2,2,0,2,2,0,1,0:0.01/1:0.99,0,1,2,2,1,0,0,0,2,0,0,1,1,2,0,1,0,2,2,0,0,2,2,0,2,1,0,1,0:0.01/1:0.99,1,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,2,0,0,0,2,1,2,0:0.01/1:0.99,0,0,0,0,2
216_16,1,2,1,1,0,2,2,0,2,0,1,1,0,1,1,2,1,2,2,1,0,1,2,2,2,1,1,2,0,0,0,0,1,0,2,1,0,0,0,1,1,0,1,1,0,1,0,2,0,2,1,0,1,1,2,2,2,2,2,1,2,2,0,2,2,2,2,1,0,2,2,2,1,0,1,0,2,1,0,0,1,0,1,0,0,2,1,1,0,1,2,1,2,0,1,0,0,2,2,2,0,0,1,1,0,1,1,2,1,2,2,0,1,2,1,2,1,1,2,0,1,0,1,1,1,0,2,1,2,2,0,2,2,0,1,1,0,1,2,2,1,0,0,0,2,0,0,1,1,2,0,1,0,2,2,0,0,2,2,0,2,1,2,1,1,1,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,2,0,0,0,2,1,2,1,0,0,0,0,2
210_11,1,2,1,1,0,2,2,0,2,0,1,1,0,1,1,2,1,2,2,1,0,1,2,2,2,1,1,2,0,0,0,0,1,0,2,1,0,0,0,1,1,0,1,1,0,1,1,2,0,2,1,0,1,1,2,2,2,2,2,1,2,2,0,2,2,2,2,1,1,2,2,2,1,0,1,0,2,1,0,1,1,0,1,0,0,2,1,1,0,1,2,1,2,0,1,0,0,2,2,2,0,0,1,1,0,1,1,2,1,2,2,0,1,2,1,2,1,1,2,0,1,0,1,1,1,0,2,1,2,2,0,2,2,0,1,1,0,1,2,2,1,0,0,0,2,0,1,1,1,2,0,1,0,2,2,0,0,2,2,0,2,1,1,1,1,1,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,2,0,0,0,2,1,2,1,2,0,0,0,2
216_14,1,2,1,1,0,2,2,0,2,0,1,1,0,1,1,2,1,2,2,1,0,1,2,2,2,1,1,2,0,0,0,0,1,0,2,1,0,0,0,1,1,0,1,1,0,1,1,2,0,2,1,0,1,1,2,2,2,2,2,1,2,2,0,2,2,2,2,1,1,2,2,2,1,0,1,0,2,1,0,1,1,0,1,0,0,2,1,1,0,1,2,1,2,0,1,0,0,2,2,2,0,0,1,1,0,1,1,2,1,2,2,0,1,2,1,2,1,1,2,0,1,0,1,1,1,0,2,1,2,2,0,2,2,1,1,1,0,1,2,2,1,0,0,0,2,0,1,1,1,2,0,1,0,2,2,0,0,2,2,0,2,1,1,1,1,1,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,2,0,0,0,2,1,2,1,2,0,0,0,2
216_13,1,2,1,1,0,2,2,0,2,0,1,1,0,1,1,2,1,2,2,1,0,1,2,2,2,1,1,2,0,0,0,0,1,0,2,1,0,0,0,1,1,0,1,1,0,1,1,2,0,2,1,0,1,1,2,2,2,2,2,1,2,2,0,2,2,2,2,1,1,2,2,2,1,0,1,0,2,1,0,1,1,0,1,0,0,2,1,1,0,1,2,1,2,0,1,0,0,2,2,2,0,0,1,1,0,1,1,2,1,2,2,0,1,2,1,2,1,1,2,0,1,0,1,1,1,0,2,1,2,2,0,2,2,0,1,1,0,1,2,2,1,0,0,0,2,0,1,1,1,2,0,1,0,2,2,0,0,2,2,0,2,1,1,1,1,1,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,2,0,0,0,2,1,2,1,2,0,0,0,2
170_3,1,0,1,1,0,2,2,0,2,0,1,1,0,1,1,2,1,2,2,1,0,1,2,2,2,1,1,2,0:0.03/2:0.97,0,0,0,1,0:0.03/1:0.97,2,1,0,0,0,1,1,0:0.03/1:0.97,1,1,0,1,0,2,0,2,1,0,1,1,2,2,2,2,2,1,0,2,0,2,0,2,2,1,0,2,2,2,1,0,1,0,2,1,0,0,1,0,0,0,0,2,1,1,0,1,2,1,2,0,1,0,0,2,2,2,0,0,1,0,0,1,1,2,1,2,2,0,1,0,0,2,1,0,2,0,1,0,0,1,0,0,0,0,2,2,0,2,2,0,1,0,0:0.03/2:0.97,1,2,2,1,0,0,0,2,0,0,1,1,2,0,1,0,2,2,0,0,2,2,0,2,1,0,1,0,1,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0:0.03/2:0.97,0,2,0,0,0,2,1,2,0,0,0:0.03/2:0.97,0,0,2
