cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
216_16,0,1,2,1,2,1,0,1,2,1
216_14,1,1,2,1,2,1,0,1,2,1
216_13,1,1,2,1,2,1,0,1,2,1
216_10,0,1,2,1,2,0,2,1,2,1
216_9,0,1,2,1,2,0,0,1,2,1
216_12,2,1,2,1,2,0,1,0,2,1
216_11,0,1,2,1,2,0,1,0,2,1
216_6,2,1,1,1,0,0,1,1,0,0
216_5,2,1,1,1,0,0,1,1,0,0
216_8,2,1,1,1,1,0,1,1,0,0
216_7,2,1,1,1,1,0,1,1,0,0
216_4,2,1,1,1,0,0,1,0,0,0
216_3,2,1,1,1,0,0,1,0,0,0
216_2,2,1,1,1,1,0,1,0,0,0
216_1,2,1,1,1,1,0,1,0,0,0
216_21,2,1,0,1,1,0,2,2,1,0
216_24,2,1,0,1,1,0,2,0,1,0
216_23,2,1,2,1,1,0,2,0,1,2
216_20,0,1,0,1,1,0,2,1,1,1
216_18,2,1,0,1,1,0,2,1,1,0
216_17,2,1,0,1,1,0,2,1,1,0
216_28,0,1,1,1,1,2,0,1,0,0
216_27,0,1,1,1,1,0,0,1,0,0
216_26,0,1,0,1,1,0,0,1,0,0
216_25,1,1,0,1,1,0,0,1,0,0
216_30,0,1,0,1,1,2,0,1,1,0
216_29,0,1,0,1,1,2,0,1,1,0
216_32,0,1,0,1,1,2,0,1,0,0
216_31,0,1,0,1,1,2,0,1,0,0
