cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
216_16,1,2,0,2,0,0,0,2,2,2
216_14,1,2,0,2,1,0,2,2,0,2
216_13,1,2,0,2,1,0,2,2,0,2
216_10,0,2,1,2,2,2,0,2,2,2
216_9,0,2,1,2,2,2,0,2,2,2
216_12,2,2,1,2,2,2,0,2,0,2
216_11,0,2,1,2,2,2,0,2,0,2
216_6,0,2,2,2,2,2,2,2,0,2
216_5,0,2,2,2,2,2,2,2,0,2
216_8,0,2,2,2,2,2,0,2,0,2
216_7,0,2,2,2,2,2,0,2,0,2
216_4,2,2,2,2,2,0,0,2,0,2
216_3,2,2,2,2,2,0,0,2,0,2
216_2,0,2,2,2,2,2,0,2,0,2
216_1,0,2,2,2,2,2,0,2,0,2
216_21,2,2,1,0,2,1,1,0,0,1
216_24,2,2,1,0,0,1,1,0,0,1
216_23,2,2,1,0,0,1,1,0,0,1
216_20,2,1,1,2,0,1,1,0,2,1
216_18,2,0,1,2,1,1,1,0,2,1
216_17,2,0,1,2,0,1,1,0,2,1
216_28,0,0,1,0,1,1,2,0,2,1
216_27,0,0,1,0,1,1,2,0,2,1
216_26,0,0,1,0,1,1,2,0,2,1
216_25,0,0,1,0,1,1,2,0,2,0
216_30,2,1,1,0,1,1,2,0,0,1
216_29,0,1,1,0,1,1,2,0,0,1
216_32,2,1,1,0,1,1,2,2,0,1
216_31,0,1,1,0,1,1,2,2,0,1
