cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,2,1,0,0,0,0,0,0
I1,0,0,2,1,1,0,1,1,0,0
I2,0,0,2,1,1,0,1,1,0,0
I3,0,0,2,1,1,0,1,1,0,0
216_16,0,0,2,1,1,0,1,1,0,0
I4,0,1,2,1,1,0,1,1,1,0
216_14,0,1,2,1,1,0,1,1,1,0
216_13,0,1,2,1,1,0,1,1,1,0
I5,0,0,2,1,1,0,1,1,0,0
I6,0,2,2,1,1,0,1,1,0,0
216_10,0,2,2,1,1,0,1,1,0,0
216_9,0,2,2,1,1,0,1,1,0,0
I7,1,1,2,1,1,0,1,1,2,2
216_12,1,1,2,1,1,0,1,1,2,2
216_11,1,1,2,1,1,0,1,1,2,2
I8,0,2,2,1,1,1,1,1,2,0
I9,1,2,2,1,1,1,1,1,2,0
I10,1,2,2,1,1,1,1,1,2,0
216_6,1,2,2,1,1,1,1,1,2,0
216_5,1,2,2,1,1,1,1,1,2,0
I11,1,2,2,1,1,1,1,1,2,0
216_8,1,2,2,1,1,1,1,1,2,0
216_7,1,2,2,1,1,1,1,1,2,0
I12,2,2,2,1,1,1,1,1,2,0
I13,2,2,2,1,1,1,1,1,2,0
216_4,2,2,2,1,1,1,1,1,2,0
216_3,2,2,2,1,1,1,1,1,2,0
I14,2,2,2,1,1,1,1,1,2,2
216_2,2,2,2,1,1,1,1,1,2,2
216_1,2,2,2,1,1,1,1,1,2,2
I15,0,0,2,1,0,0,0,0,0,0
I16,0,0,2,1,0,1,0,2,0,0
I17,0,0,2,1,0,1,0,2,0,0
216_21,0,0,2,1,1,1,2,2,0,1
I18,0,0,2,1,0,1,1,2,0,0
216_24,0,0,2,1,0,1,1,2,0,0
216_23,0,0,2,1,0,1,1,2,2,0
I19,2,0,2,1,0,1,0,2,2,0
216_20,2,1,2,1,0,1,1,2,2,0
I20,2,0,2,1,0,1,0,2,2,0
216_18,2,0,2,1,0,1,0,2,2,0
216_17,2,0,2,1,0,1,0,2,2,0
I21,0,0,2,1,0,0,0,0,0,0
I22,0,0,2,1,0,2,0,0,0,0
I23,0,2,2,1,0,2,0,0,2,0
216_28,0,2,2,1,0,2,0,0,2,0
216_27,0,2,2,1,0,2,0,0,2,0
I24,2,0,2,1,0,2,0,1,0,0
216_26,2,0,2,1,0,2,1,1,2,0
216_25,2,2,2,1,0,2,0,1,0,0
I25,0,0,2,1,0,0,0,0,0,2
I26,0,1,2,1,2,0,0,0,0,2
216_30,0,1,2,1,2,0,0,0,0,2
216_29,0,1,2,1,2,0,0,0,0,2
I27,2,0,2,1,0,0,0,0,0,2
216_32,2,0,2,1,0,0,0,0,0,2
216_31,2,0,2,1,0,0,0,0,1,2
Evolve tree: [&R] (((((216_31:0.061962616822428804,216_32:0.061962616822428804)I27:0.18078504672896953,(216_29:0.05770093457943823,216_30:0.05770093457943823)I26:0.18504672897196012)I25:0.21495327102803552,((216_25:0.07919626168224161,216_26:0.07919626168224161)I24:0.15856074766354927,(216_27:0.0492336448598122,216_28:0.0492336448598122)I23:0.18852336448597867)I22:0.21994392523364295)I21:0.2907850467289706,(((216_17:0.05345794392523269,216_18:0.05345794392523269)I20:0.16943925233644622,216_20:0.22289719626167892)I19:0.22906542056074558,((216_23:0.06624299065420444,216_24:0.06624299065420444)I18:0.15173831775700727,216_21:0.21798130841121172)I17:0.2339813084112128)I16:0.2965233644859799)I15:0.302205607476635,((((216_1:0.0492336448598122,216_2:0.0492336448598122)I14:0.15411214953270805,(216_3:0.04502803738317676,216_4:0.04502803738317676)I13:0.1583177570093435)I12:0.24289719626168,((216_7:0.020186915887850092,216_8:0.020186915887850092)I11:0.17831775700934316,(216_5:0.016112149532709976,216_6:0.016112149532709976)I10:0.18239252336448328)I9:0.24773831775700703)I8:0.2890280373831761,(((216_11:0.04084112149532636,216_12:0.04084112149532636)I7:0.1625046728971939,(216_9:0.03252336448598071,216_10:0.03252336448598071)I6:0.17082242990653954)I5:0.22585046728971747,((216_13:0.02428037383177525,216_14:0.02428037383177525)I4:0.16459813084111904,216_16:0.1888785046728943)I3:0.24031775700934346)I2:0.30607476635513864)I1:0.315420560747663)I0:0.23930841121495333;
