58_1,130.0,183.0
115_3,136.0,158.0
166_5,129.0,163.0
206_9,140.0,179.0
216_10,146.0,186.0
216_9,126.0,185.0
205_10,124.0,169.0
216_12,110.0,171.0
216_11,132.0,170.0
160_6,166.0,162.0
209_13,184.0,166.0
216_14,192.0,149.0
216_13,172.0,179.0
198_10,150.0,166.0
216_16,151.0,159.0
216_15,157.0,175.0
107_1,124.0,211.0
156_1,124.0,231.0
201_2,139.0,222.0
216_4,147.0,210.0
216_3,138.0,229.0
216_2,117.0,219.0
152_2,122.0,216.0
197_3,129.0,211.0
216_6,134.0,193.0
216_5,138.0,220.0
195_4,107.0,212.0
216_8,112.0,197.0
216_7,105.0,220.0
