[&R] (((((216_7:1.002,216_8:0.002)202_5:6.255,(216_5:4.064,216_6:2.064)208_4:6.193)167_3:19.69,((216_9:1.026,216_10:3.026)202_6:2.029,(216_11:1.015,216_12:2.015)202_7:4.04)167_4:18.892)119_3:24.834,(216_3:3.106,216_4:5.106)193_2:43.675)70_2:77.219)I0;
I0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70_2,0:0.06/1:0.94,0:0.06/2:0.94,0,0:0.06/1:0.94,0:0.06/2:0.94,0:0.06/1:0.94,0,0,0,0,0:0.06/2:0.94,0,0,0,0,0,0,0:0.06/1:0.94,0:0.06/2:0.94,0:0.06/1:0.94,0:0.06/1:0.94,0,0,0:0.06/1:0.94,0,0,0:0.06/2:0.94,0,0:0.06/2:0.94,0,0:0.06/1:0.94,0:0.06/2:0.94,0,0,0:0.06/2:0.94,0,0,0,0:0.06/1:0.94,0,0,0,0,0,0:0.06/1:0.94,0,0,0,0:0.06/2:0.94,0,0,0:0.06/2:0.94,0:0.06/1:0.94,0,0,0,0,0:0.06/1:0.94,0,0,0,0,0:0.06/2:0.94,0,0,0,0,0,0,0:0.06/1:0.94,0:0.06/2:0.94,0,0:0.06/1:0.94,0:0.06/2:0.94,0:0.06/1:0.94,0:0.06/1:0.94,0:0.06/1:0.94,0,0:0.06/1:0.94,0,0,0:0.06/2:0.94,0:0.06/2:0.94,0,0,0,0:0.06/1:0.94,0,0,0:0.06/2:0.94,0,0,0,0,0,0:0.06/1:0.94,0,0,0:0.06/1:0.94,0,0,0:0.06/1:0.94,0,0:0.06/1:0.94,0,0,0,0,0:0.06/1:0.94,0,0,0:0.06/2:0.94,0,0:0.06/1:0.94,0:0.06/2:0.94,0,0:0.06/1:0.94,0:0.06/1:0.94,0:0.06/1:0.94,0,0:0.06/2:0.94,0,0,0,0,0:0.06/2:0.94,0,0:0.06/1:0.94,0,0:0.06/1:0.94,0,0,0:0.06/1:0.94,0:0.06/2:0.94,0,0,0,0,0,0,0,0,0,0:0.06/2:0.94,0,0,0,0:0.06/1:0.94,0:0.06/1:0.94,0,0:0.06/2:0.94,0,0,0:0.06/1:0.94,0,0:0.06/2:0.94,0:0.06/2:0.94,0:0.06/1:0.94,0:0.06/1:0.94,0:0.06/2:0.94,0,0,0,0:0.06/2:0.94,0:0.06/1:0.94,0:0.06/2:0.94,0,0:0.06/2:0.94,0:0.06/1:0.94,0:0.06/2:0.94,0,0,0:0.06/1:0.94,0,0:0.06/2:0.94,0,0:0.06/1:0.94,0:0.06/1:0.94,0:0.06/2:0.94,0,0:0.06/2:0.94,0,0:0.06/2:0.94,0:0.06/2:0.94,0:0.06/1:0.94,0:0.06/1:0.94,0,0,0,0:0.06/1:0.94,0,0:0.06/2:0.94,0,0,0,0,0:0.06/2:0.94,0:0.06/1:0.94,0,0
193_2,1,2,2,1,2,1,0,1,0,1,2,0,0,0,0,1,0,1,2,1,1,0,0,1,0,2,2,2,2,0,1,2,0,2,2,2,0,1,1,0,0,2,1,0,1,1,2,0,2,0,0,2,1,2,1,0,0,1,0,0,0,2,2,0,0,0,0,0,0,1,2,0,1,2,1,1,1,1,1,0,2,2,2,0,0,0,1,0,0,2,0,0,0,0,2,1,0,2,1,0,1,1,0,1,0,0,0,0,1,0,2,2,0,1,2,0,1,1,1,0,2,0,0,0,0,2,1,1,0,1,0,2,1,2,0,0,0,0,1,0,0,1,0,2,0,0,2,1,1,0,2,1,0,1,1,2,2,1,1,2,0,0,0,2,1,2,2,2,1,2,1,0,1,0,2,1,1,1,2,1,2,2,2,2,1,1,0,1,1,1,1,2,0,0,1,0,2,1,2,0
216_4,1,2,2,1,2,1,0,1,0,1,2,0,0,0,0,1,2,1,2,1,1,0,0,1,0,2,2,2,2,0,1,2,0,2,2,2,0,1,1,0,0,2,1,0,1,1,2,0,2,0,0,2,1,2,1,0,0,1,0,0,0,2,2,0,0,0,0,0,0,1,2,0,1,2,1,1,1,1,1,0,2,2,2,0,0,0,1,0,0,2,0,0,0,0,2,1,0,2,1,0,1,1,0,1,0,0,0,0,1,0,2,2,0,1,2,0,1,1,1,0,2,0,0,0,0,2,1,1,2,1,2,2,1,2,0,0,0,0,1,0,0,1,0,2,1,0,2,1,1,0,2,1,2,1,1,2,2,1,1,2,0,0,0,2,1,2,2,2,1,2,1,0,1,0,2,1,1,1,2,1,2,2,2,2,1,1,0,1,1,1,1,2,0,0,1,0,2,1,2,0
216_3,1,2,2,1,2,1,0,1,0,1,2,0,0,0,0,1,0,1,2,1,1,0,0,1,0,2,2,2,2,0,1,2,0,2,2,2,0,1,1,0,0,2,1,0,1,1,2,0,2,0,0,2,1,2,1,1,0,1,0,0,0,2,2,0,0,0,0,0,0,1,2,0,1,2,1,1,1,1,1,0,2,2,2,0,0,0,1,0,0,2,0,2,0,0,2,1,0,2,1,0,1,1,0,1,0,0,0,0,1,0,2,2,0,1,2,0,1,1,1,0,2,0,0,0,0,2,1,1,0,1,0,2,1,2,0,2,0,0,1,0,0,1,0,2,0,0,2,1,1,0,2,1,0,1,1,2,2,1,1,2,0,0,0,2,1,2,2,2,1,2,1,0,1,0,2,1,1,1,2,1,2,2,2,2,1,1,0,1,1,1,1,2,0,0,1,0,2,1,2,0
119_3,1,2,0,1,2,1,0:0.07/1:0.93,0,0,0,2,0:0.07/2:0.93,0,0,0,0,0,1,2,1,1,0,0,1,0:0.07/2:0.93,0,2,0,2,0:0.07/1:0.93,1,2,0:0.07/2:0.93,0,2,0,0:0.07/1:0.93,0,1,0,0,0,0:0.07/2:0.93,0,1,0,0,0:0.07/2:0.93,2,0,0,2,1,0,0:0.07/2:0.93,0,0,1,0:0.07/2:0.93,0,0,0,2,0:0.07/1:0.93,0,0,0,0:0.07/2:0.93,0,1,2,0,1,2,1,1,1,0,1,0,0,2,2,0,0,0,1,0:0.07/2:0.93,0,2,0,0:0.07/1:0.93,0,0,0,1,0,0,1,0,0,1,0,1,0:0.07/2:0.93,0,0,0,1,0,0:0.07/1:0.93,2,0:0.07/1:0.93,1,2,0,1,1,1,0,2,0:0.07/1:0.93,0,0,0,2,0,1,0,1,0,0,1,2,0,0,0,0,0,0:0.07/1:0.93,0:0.07/1:0.93,0,0,2,0,0,0,1,1,0,2,0,0,1,0,2,2,1,1,2,0,0,0,2,1,2,0,2,1,2,0,0:0.07/2:0.93,1,0,2,0,1,1,2,0:0.07/2:0.93,2,0,2,2,1,1,0,0,0,1,0,2,0,0,0,0,2,1,0,0
167_4,1,2,2,1,2,1,1,0,0,0,2,2,0,0,0,0,0,1,2,1,1,0,1,1,2,0,2,2,2,1,1,2,2,0,2,0,1,0,1,0,1,1,2,0,1,0,2,2,2,0,1,2,1,0,2,0,0,1,2,0,0,2,2,1,0,0,0,2,0,1,2,0,1,2,1,1,1,0,1,0,0,2,2,0,0,0,1,2,0,2,0,1,0,0,2,1,2,0,1,0,0,1,0,1,2,0,0,0,1,0,1,2,1,1,2,0,1,1,1,2,2,1,2,0,0,2,0,1,0,1,0,0,1,2,0,1,0,0,0,1,1,0,2,2,0,0,0,1,1,0,2,0,0,1,0,2,2,1,1,2,0,0,0,2,1,2,0,2,1,2,0,2,1,1,2,1,1,1,2,2,2,0,2,2,1,1,0,1,0,1,0,2,0,0,0,0,2,1,0,0
202_7,1,2,2,1,2,1,1,0,0,0,2,2,0,0,0,0,0,1,2,1,1,0,1,1,2,0,2,2,2,1,1,2,2,0,2,0,1,0,1,0,1,1,2,0,1,0,2,2,2,0,1,2,1,0,2,0,0,1,2,0,0,2,2,1,0,1,1,2,0,1,2,0,1,2,1,1,1,0,1,0,0,2,2,0,0,0,1,2,2,2,0,1,0,0,2,1,2,0,1,0,0,1,0,1,2,2,0,0,1,0,1,2,1,1,2,0,1,1,1,2,2,1,2,0,0,2,0,1,0,1,0,0,1,2,0,1,0,0,0,1,1,0,2,2,0,0,0,1,1,0,2,0,0,1,0,2,2,1,1,2,0,0,0,2,1,2,0,2,1,2,0,2,1,1,2,1,1,1,2,2,2,0,2,2,1,1,0,1,0,1,0,2,0,0,0,0,2,1,0,0
216_12,1,2,2,1,2,1,1,0,0,0,2,2,0,0,0,0,0,1,2,1,1,0,1,1,2,0,2,2,2,1,1,2,2,0,2,0,1,0,1,0,1,1,2,0,1,0,2,2,2,0,1,2,1,0,2,0,0,1,2,0,0,2,2,1,0,1,1,2,0,1,2,0,1,2,1,1,1,0,1,0,0,2,2,2,0,0,1,2,2,2,0,1,1,0,2,1,2,0,1,0,0,1,0,1,2,2,0,0,1,0,1,2,1,1,2,0,1,1,1,2,2,1,2,0,0,2,0,1,0,1,0,0,1,2,0,1,0,0,0,1,1,0,2,2,0,0,0,1,1,0,2,0,0,1,0,2,2,1,1,2,0,0,0,2,1,2,0,2,1,2,0,2,1,1,2,1,1,1,2,2,2,0,2,2,1,1,0,1,0,1,0,2,0,0,0,0,2,1,0,0
216_11,1,2,2,1,2,1,1,0,0,0,2,2,0,0,0,0,0,1,2,1,1,0,1,1,2,0,2,2,2,1,1,2,2,0,2,0,1,0,1,0,1,1,2,0,1,0,2,2,2,0,1,2,1,0,2,0,0,1,2,0,0,2,2,1,0,1,1,2,0,1,2,0,1,2,1,1,1,0,1,0,0,2,2,0,0,0,1,2,2,2,0,1,0,0,2,1,2,0,1,0,0,1,0,1,2,2,0,0,1,0,1,2,1,1,2,0,1,1,1,2,2,1,2,0,0,2,0,1,0,1,0,0,1,2,1,1,0,0,0,1,1,0,2,2,0,0,0,1,1,0,2,0,0,1,0,2,2,1,1,2,0,0,0,2,1,2,0,2,1,2,0,2,1,1,2,1,1,1,2,2,2,0,2,2,1,1,0,1,0,1,0,2,0,0,0,0,2,1,0,0
202_6,1,2,2,1,2,1,1,0,0,0,2,2,0,0,0,0,0,1,2,1,1,0,1,1,2,0,2,2,2,1,1,2,2,0,2,0,1,0,1,0,1,1,2,0,1,0,2,2,2,0,1,2,1,0,2,0,0,1,2,0,0,2,2,1,0,0,0,2,0,1,2,0,1,2,1,1,1,0,1,0,0,2,2,0,0,0,1,2,0,2,0,1,0,0,2,1,2,0,1,0,0,1,0,1,2,0,0,0,1,0,1,2,1,1,2,0,1,1,1,2,2,1,2,0,0,2,0,1,0,1,0,0,1,2,0,1,0,0,0,1,1,0,2,2,0,0,0,1,1,0,2,0,0,1,0,2,2,1,1,2,0,0,0,2,1,2,0,2,1,2,0,2,1,1,2,1,1,1,2,2,2,0,2,2,1,1,0,1,0:0.01/1:0.99,1,0:0.01/1:0.99,2,0,0,0,0,2,1,0,0
216_10,1,2,2,1,2,1,1,0,0,0,2,2,0,0,0,0,0,1,2,1,1,0,1,1,2,0,2,2,2,1,1,2,2,0,2,0,1,0,1,0,1,1,2,0,1,2,2,2,2,0,1,2,1,0,2,0,0,1,2,0,0,2,2,1,0,0,0,2,0,1,2,0,1,2,1,1,1,0,1,2,0,2,2,0,0,0,1,2,0,2,0,1,0,0,2,1,2,0,1,0,0,1,1,1,2,0,0,0,1,0,1,2,1,1,2,0,1,1,1,2,2,1,2,0,0,2,0,1,0,1,0,0,1,2,0,1,0,0,0,1,1,0,2,2,0,0,0,1,1,0,2,0,0,1,0,2,2,1,1,2,0,0,0,2,1,2,0,2,1,2,0,2,1,1,2,1,1,1,2,2,2,0,2,2,1,1,0,1,1,1,1,2,0,0,0,0,2,1,0,0
