cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,1,2,2,0,1,0,0,0,0,0
I1,1,2,2,2,1,2,0,0,0,2
216_4,1,2,2,2,1,2,0,0,0,2
216_3,1,2,2,2,1,2,0,0,0,2
I2,1,2,2,2,1,0,0,0,0,0
I3,1,2,2,2,1,0,0,0,0,2
I4,1,2,2,2,1,0,0,0,0,2
216_12,1,2,2,2,1,0,2,0,0,2
216_11,1,2,2,2,1,0,0,0,0,2
I5,1,2,2,2,1,1,0,0,0,2
216_10,1,2,2,2,1,1,0,0,0,2
216_9,1,2,2,2,1,1,0,0,0,2
I6,1,2,2,2,1,1,0,0,0,1
I7,1,2,2,2,1,1,1,0,0,1
216_6,1,2,2,2,1,1,1,0,0,1
216_5,1,2,2,2,1,1,1,0,1,1
I8,1,2,2,2,1,1,0,2,0,1
216_8,1,2,2,2,1,1,0,2,0,1
216_7,1,2,2,2,1,1,0,2,0,1
Evolve tree: [&R] ((((216_7:0.05770093457943823,216_8:0.05770093457943823)I8:0.1602803738317735,(216_5:0.03252336448598071,216_6:0.03252336448598071)I7:0.185457943925231)I6:0.25704672897196035,((216_9:0.05770093457943823,216_10:0.05770093457943823)I5:0.1602803738317735,(216_11:0.05770093457943823,216_12:0.05770093457943823)I4:0.1602803738317735)I3:0.25704672897196035)I2:0.30682242990654063,(216_3:0.09672897196261515,216_4:0.09672897196261515)I1:0.6851214953270977)I0:0.50814953271028;
