sample,parentID,child1ID,child2ID,frameDiff,angle
s1c1,135_5,136_5,136_6,1,169.93931020467704
s1c1,137_4,138_4,138_5,1,165.32360686254998
s1c1,141_3,142_3,142_4,1,167.47119229084848
s1c1,168_1,169_1,169_2,1,133.1523897340054
s1c1,172_3,173_3,173_4,1,175.42607874009914
s1c1,184_8,185_8,185_9,1,128.08877288097534
s1c1,186_10,187_10,187_11,1,117.03086025984298
s1c1,193_5,194_5,194_6,1,108.43494882292201
s1c1,198_8,199_8,199_9,1,148.73626830562256
s1c1,207_1,208_1,208_2,1,162.42874122167754
s1c1,211_3,212_3,212_4,1,168.69006752597977
s1c1,214_5,215_5,215_6,1,161.565051177078
s3c5,16_1,17_1,17_2,1,153.434948822922
s3c5,66_1,67_1,67_2,1,128.99099404250546
s3c5,72_3,73_3,73_4,1,180.0
s3c5,126_1,127_1,127_2,1,157.83365417791754
s3c5,128_3,129_3,129_4,1,161.565051177078
s3c5,143_5,144_5,144_6,1,149.2259638987518
s3c5,185_2,186_2,186_3,1,172.87498365109818
s3c5,186_5,187_5,187_6,1,146.3099324740202
s3c5,187_1,188_1,188_2,1,162.89727103094762
s3c5,188_5,189_5,189_6,1,150.2551187030578
s3c5,202_10,203_10,203_11,1,175.3893506813394
s3c5,209_9,210_9,210_10,1,172.74680538727466
s15c6,4_1,5_1,5_2,1,126.86989764584402
s15c6,50_2,51_2,51_3,1,168.6900675259798
s15c6,59_1,60_1,60_2,1,166.20051460398062
s15c6,108_4,109_4,109_5,1,141.00900595749454
s15c6,109_1,110_1,110_2,1,177.6626941408762
s15c6,111_4,112_4,112_5,1,171.57303097851934
s15c6,118_3,119_3,119_4,1,159.62356478616363
s15c6,156_5,157_5,157_6,1,176.82016988013575
s15c6,157_9,158_9,158_10,1,180.0
s15c6,162_7,163_7,163_8,1,158.19859051364818
s15c6,162_8,163_9,163_10,1,169.69515353123398
s15c6,168_4,169_4,169_5,1,173.65980825409008
s15c6,199_4,200_4,200_5,1,136.7357045889284
s15c6,202_6,203_6,203_7,1,158.19859051364818
s15c6,202_10,203_11,203_12,1,176.05481377096245
s15c6,202_11,203_13,203_14,1,120.96375653207352
s15c6,209_10,210_10,210_11,1,152.10272896905238
s15c6,214_16,215_16,215_17,1,136.00508600525419
s5c11,65_1,66_1,66_2,1,173.8844964337146
s5c11,113_2,114_2,114_3,1,140.42522636842034
s5c11,130_1,131_1,131_2,1,160.9533757023642
s5c11,153_1,154_1,154_2,1,177.51044707800085
s5c11,161_3,162_3,162_4,1,173.60560223477242
s5c11,195_1,196_1,196_2,1,116.56505117707799
s5c11,196_3,197_3,197_4,1,165.52970589993413
s5c11,202_5,203_5,203_6,1,170.40686573726967
s5c11,205_7,206_7,206_8,1,161.07535558394875
s20c1,42_1,43_1,43_2,1,159.44395478041653
s20c1,86_1,87_1,87_2,1,128.81138403675843
s20c1,103_1,104_1,104_2,1,155.55604521958347
s20c1,136_1,137_1,137_2,1,166.26373169437744
s20c1,147_3,148_3,148_4,1,164.87599269168942
s20c1,174_1,175_1,175_2,1,156.59531044896767
s20c1,177_3,178_3,178_4,1,148.32453126189077
s20c1,185_6,186_6,186_7,1,161.565051177078
s20c1,190_5,191_5,191_6,1,168.46537934635526
s20c1,210_1,211_1,211_2,1,154.010766416167
s20c1,210_2,211_3,211_4,1,161.565051177078
s20c1,214_5,215_5,215_6,1,135.8425242607404
s4c3,36_1,37_1,37_2,1,178.99491399474581
s4c3,41_3,42_3,42_4,1,171.86989764584402
s4c3,89_2,90_2,90_3,1,151.8583987677383
s4c3,93_1,94_1,94_2,1,150.70863782901574
s4c3,96_5,97_5,97_6,1,147.65255650055798
s4c3,135_7,136_7,136_8,1,180.0
s4c3,154_2,155_2,155_3,1,172.87498365109818
s4c3,155_7,156_7,156_8,1,171.86989764584402
s4c3,156_4,157_4,157_5,1,180.0
s4c3,157_1,158_1,158_2,1,157.83365417791754
s4c3,158_7,159_7,159_8,1,131.18592516570965
s4c3,161_9,162_9,162_10,1,130.8150838748816
s4c3,187_14,188_14,188_15,1,163.90918365114783
s4c3,194_13,195_13,195_14,1,175.2363583092738
s4c3,202_12,203_12,203_13,1,180.0
s4c3,204_1,205_1,205_2,1,173.65980825409008
s4c3,206_4,207_4,207_5,1,153.434948822922
s4c3,206_12,207_13,207_14,1,135.0
s4c3,207_6,208_6,208_7,1,135.0
s4c3,207_8,208_9,208_10,1,173.65980825409008
s4c3,208_3,209_3,209_4,1,147.52880770915152
s4c3,214_9,215_9,215_10,1,157.2855876468328
s4c3,214_12,215_13,215_14,1,149.03624346792648
s4c3,215_17,216_17,216_18,1,119.74488129694222
s10c2,20_1,21_1,21_2,1,172.1998121158183
s10c2,62_1,63_1,63_2,1,168.6900675259798
s10c2,62_2,63_3,63_4,1,136.2188752351313
s10c2,108_1,109_1,109_2,1,173.6598082540901
s10c2,119_3,120_3,120_4,1,156.5014343240479
s10c2,119_5,120_6,120_7,1,171.0273733851036
s10c2,125_5,126_5,126_6,1,172.50414236027012
s10c2,157_2,158_2,158_3,1,171.41637851988605
s10c2,162_1,163_1,163_2,1,136.8476102659946
s10c2,174_5,175_5,175_6,1,99.9262455066517
s10c2,174_6,175_7,175_8,1,166.86597769360367
s10c2,175_11,176_11,176_12,1,151.26020470831196
s10c2,175_12,176_13,176_14,1,155.92450174492114
s10c2,186_10,187_10,187_11,1,179.23610153907
s10c2,188_9,189_9,189_10,1,105.94539590092288
s10c2,201_4,202_4,202_5,1,158.96248897457818
s10c2,205_2,206_2,206_3,1,172.74680538727466
s10c2,210_1,211_1,211_2,1,157.4569389999421
s10c2,210_4,211_5,211_6,1,153.434948822922
s5c10,6_1,7_1,7_2,1,119.74488129694222
s5c10,54_2,55_2,55_3,1,131.8778695378843
s5c10,57_1,58_1,58_2,1,149.03624346792648
s5c10,93_3,94_3,94_4,1,170.8376529542783
s5c10,98_2,99_2,99_3,1,92.12109639666146
s5c10,98_5,99_6,99_7,1,165.96375653207352
s5c10,114_1,115_1,115_2,1,153.434948822922
s5c10,138_5,139_5,139_6,1,167.27564431457762
s5c10,138_6,139_7,139_8,1,168.90627698844216
s5c10,141_3,142_3,142_4,1,167.47119229084848
s5c10,144_5,145_5,145_6,1,78.50343698241423
s5c10,148_12,149_12,149_13,1,160.25316339457387
s5c10,149_11,150_11,150_12,1,180.0
s5c10,162_1,163_1,163_2,1,148.67130713219584
s5c10,170_3,171_3,171_4,1,154.44003482817618
s5c10,178_5,179_5,179_6,1,177.47388308838046
s5c10,183_12,184_12,184_13,1,155.55604521958347
s5c10,183_13,184_14,184_15,1,153.434948822922
s5c10,184_10,185_10,185_11,1,164.29136217098429
s5c10,185_12,186_12,186_13,1,161.565051177078
s5c10,186_7,187_7,187_8,1,178.31531568210372
s5c10,191_9,192_9,192_10,1,128.55839990066494
s5c10,193_22,194_22,194_23,1,164.05460409907712
s5c10,194_20,195_20,195_21,1,168.6900675259798
s5c10,194_24,195_25,195_26,1,160.6651914621736
s5c10,195_22,196_22,196_23,1,162.34987578006988
s5c10,200_11,201_11,201_12,1,108.43494882292201
s5c10,205_1,206_1,206_2,1,172.0565281894096
s5c10,205_2,206_3,206_4,1,180.0
s5c10,208_5,209_5,209_6,1,158.6293777306568
s5c10,212_7,213_7,213_8,1,162.01266534793854
s15c1,24_1,25_1,25_2,1,136.33221985386965
s15c1,70_1,71_1,71_2,1,159.44395478041653
s15c1,81_3,82_3,82_4,1,138.17983011986425
s15c1,122_2,123_2,123_3,1,130.2363583092738
s15c1,127_1,128_1,128_2,1,143.9726266148964
s15c1,135_5,136_5,136_6,1,150.01836063115064
s15c1,138_7,139_7,139_8,1,145.30484646876602
s15c1,176_4,177_4,177_5,1,168.6900675259798
s15c1,179_3,180_3,180_4,1,109.59228189105153
s15c1,185_2,186_2,186_3,1,116.565051177078
s15c1,187_9,188_9,188_10,1,175.8150838748816
s15c1,190_11,191_11,191_12,1,165.25643716352928
s15c1,192_8,193_8,193_9,1,168.89616656336392
s15c1,198_1,199_1,199_2,1,145.6697828044967
s19c1,30_1,31_1,31_2,1,151.55707137563664
s19c1,77_1,78_1,78_2,1,163.4842974110469
s19c1,101_3,102_3,102_4,1,84.0938588862295
s19c1,121_1,122_1,122_2,1,145.30484646876602
s19c1,125_3,126_3,126_4,1,94.76364169072617
s19c1,159_6,160_6,160_7,1,168.69006752597977
s19c1,160_5,161_5,161_6,1,130.36453657309735
s19c1,172_1,173_1,173_2,1,175.6012946450045
s19c1,173_3,174_3,174_4,1,167.47119229084848
s19c1,182_6,183_6,183_7,1,174.8055710922652
s19c1,183_5,184_5,184_6,1,178.31531568210372
s19c1,203_9,204_9,204_10,1,106.69924423399362
s19c1,206_11,207_11,207_12,1,172.18470645323313
s19c1,207_13,208_13,208_14,1,135.81845546168861
s19c1,210_15,211_15,211_16,1,178.12212255271464
s2c11,43_1,44_1,44_2,1,159.22774531795415
s2c11,86_2,87_2,87_3,1,172.8749836510982
s2c11,92_1,93_1,93_2,1,97.12501634890181
s2c11,156_1,157_1,157_2,1,138.3664606634298
s12c4,44_2,45_2,45_3,1,155.55604521958347
s12c4,53_1,54_1,54_2,1,170.53767779197437
s12c4,91_3,92_3,92_4,1,169.5085229876684
s12c4,91_4,92_5,92_6,1,149.03624346792648
s12c4,106_1,107_1,107_2,1,151.606980578617
s12c4,136_6,137_6,137_7,1,164.74488129694222
s12c4,138_5,139_5,139_6,1,139.63546342690265
s12c4,139_4,140_4,140_5,1,173.65980825409008
s12c4,151_3,152_3,152_4,1,161.565051177078
s12c4,152_2,153_2,153_3,1,161.565051177078
s12c4,153_1,154_1,154_2,1,158.19859051364818
s12c4,182_10,183_10,183_11,1,171.86989764584402
s12c4,183_9,184_9,184_10,1,150.0684881594922
s12c4,186_13,187_13,187_14,1,168.11134196037202
s12c4,187_8,188_8,188_9,1,155.28255908891657
s12c4,188_16,189_16,189_17,1,150.25511870305778
s12c4,190_7,191_7,191_8,1,152.65012421993015
s12c4,195_2,196_2,196_3,1,177.0643265535788
s12c4,196_1,197_1,197_2,1,161.565051177078
s12c4,198_6,199_6,199_7,1,155.28255908891657
s12c4,203_8,204_8,204_9,1,128.65980825409008
s12c4,209_5,210_5,210_6,1,156.80140948635182
s16c5,37_1,38_1,38_2,1,174.80557109226518
s16c5,92_2,93_2,93_3,1,154.4400348281762
s16c5,93_1,94_1,94_2,1,152.4027041313563
s16c5,147_1,148_1,148_2,1,167.47119229084848
s16c5,152_3,153_3,153_4,1,172.8749836510982
s16c5,155_5,156_5,156_6,1,150.77194805685485
s16c5,165_7,166_7,166_8,1,147.3390872783262
s16c5,202_1,203_1,203_2,1,149.32271997820357
s16c5,211_7,212_7,212_8,1,155.55604521958347
s16c5,212_6,213_6,213_7,1,152.74467162505692
s16c5,213_3,214_3,214_4,1,148.5704343851615
s14c5,31_1,32_1,32_2,1,150.80251395393555
s14c5,34_3,35_3,35_4,1,167.9052429229879
s14c5,68_1,69_1,69_2,1,172.87498365109818
s14c5,70_3,71_3,71_4,1,164.9315118405078
s14c5,81_5,82_5,82_6,1,136.31188778250407
s14c5,86_7,87_7,87_8,1,147.09475707701208
s14c5,106_4,107_4,107_5,1,159.77514056883192
s14c5,107_2,108_2,108_3,1,175.2363583092738
s14c5,115_3,116_3,116_4,1,180.0
s14c5,147_9,148_8,148_9,1,152.6222972286683
s14c5,148_7,149_7,149_8,1,150.25511870305778
s14c5,152_6,153_6,153_7,1,127.87498365109822
s14c5,155_5,156_4,156_5,1,137.72631099390625
s14c5,156_1,157_1,157_2,1,175.6012946450045
s14c5,162_3,163_3,163_4,1,149.03624346792648
s14c5,162_4,163_5,163_6,1,144.46232220802563
s14c5,196_10,197_10,197_11,1,120.37912601136834
s14c5,197_3,198_3,198_4,1,177.3974377975002
s14c5,197_12,198_13,198_14,1,144.1623470457217
s14c5,198_1,199_1,199_2,1,140.9061411137705
s14c5,200_3,201_3,201_4,1,156.61477894278624
s14c5,200_6,201_7,201_8,1,109.65382405805329
s14c5,200_16,201_18,201_19,1,156.1398248086577
s14c5,200_17,201_20,201_21,1,18.43494882292202
s14c5,200_18,201_22,201_23,1,136.8476102659946
s14c5,201_12,202_12,202_13,1,96.3401917459099
s14c5,202_11,203_11,203_12,1,26.565051177077994
s14c5,203_10,204_10,204_11,1,126.86989764584402
s14c5,205_16,206_16,206_17,1,140.9061411137705
s14c5,207_9,208_9,208_10,1,117.89727103094764
s5c8,64_1,65_1,65_2,1,171.86989764584402
s5c8,116_1,117_1,117_2,1,176.05481377096243
s5c8,122_3,123_3,123_4,1,152.5924245621816
s5c8,168_2,169_2,169_3,1,167.47119229084848
s5c8,170_4,171_4,171_5,1,176.82016988013575
s5c8,172_6,173_6,173_7,1,169.74880124918255
s5c8,208_2,209_2,209_3,1,175.6012946450045
s5c8,211_1,212_1,212_2,1,175.2363583092738
s5c8,214_5,215_5,215_6,1,144.63753811293097
s16c3,11_1,12_1,12_2,1,164.05460409907715
s16c3,63_2,64_2,64_3,1,167.31961650818022
s16c3,72_1,73_1,73_2,1,124.69515353123397
s16c3,111_3,112_3,112_4,1,167.10625595511783
s16c3,113_5,114_5,114_6,1,167.47119229084848
s16c3,156_4,157_4,157_5,1,170.53767779197437
s16c3,157_3,158_3,158_4,1,140.9061411137705
s16c3,177_2,178_2,178_3,1,168.69006752597977
s16c3,194_6,195_6,195_7,1,171.32682595212023
s16c3,197_1,198_1,198_2,1,180.0
s16c3,197_8,198_9,198_10,1,164.74488129694222
s16c3,202_6,203_6,203_7,1,126.86989764584402
s16c3,204_5,205_5,205_6,1,134.2151753970081
s2c8,14_1,15_1,15_2,1,155.55604521958347
s2c8,60_2,61_2,61_3,1,161.13100054493856
s2c8,62_1,63_1,63_2,1,135.78482460299188
s2c8,105_2,106_2,106_3,1,170.53767779197437
s2c8,108_4,109_4,109_5,1,168.6900675259798
s2c8,109_1,110_1,110_2,1,163.49563861824498
s2c8,112_7,113_7,113_8,1,127.87498365109822
s2c8,150_4,151_4,151_5,1,87.27368900609373
s2c8,152_3,153_3,153_4,1,170.53767779197437
s2c8,154_7,155_7,155_8,1,169.69515353123398
s2c8,158_2,159_2,159_3,1,155.9657118405574
s2c8,160_10,161_10,161_11,1,139.31602751986563
s2c8,165_1,166_1,166_2,1,167.0053832080835
s2c8,175_14,176_14,176_15,1,165.96375653207352
s2c8,180_13,181_13,181_14,1,153.434948822922
s2c8,199_6,200_6,200_7,1,143.13010235415598
s2c8,204_5,205_5,205_6,1,153.434948822922
s2c8,205_4,206_4,206_5,1,164.98163936884936
s2c8,205_9,206_10,206_11,1,168.69006752597977
s2c8,207_12,208_12,208_13,1,161.565051177078
s2c8,210_15,211_15,211_16,1,150.2551187030578
s2c8,212_2,213_2,213_3,1,177.27368900609375
s2c8,214_4,215_4,215_5,1,177.27368900609375
s2c8,215_19,216_19,216_20,1,180.0
s8c6,32_1,33_1,33_2,1,163.07248693585296
s8c6,75_2,76_2,76_3,1,128.65980825409008
s8c6,77_1,78_1,78_2,1,140.19442890773482
s8c6,122_4,123_4,123_5,1,156.80140948635182
s8c6,123_3,124_3,124_4,1,177.9545915111128
s8c6,124_1,125_1,125_2,1,158.19859051364818
s8c6,127_3,128_3,128_4,1,168.6900675259798
s8c6,162_8,163_8,163_9,1,139.86451443776053
s8c6,163_7,164_7,164_8,1,17.102728969052375
s8c6,166_5,167_5,167_6,1,144.60520415501293
s8c6,167_7,168_7,168_8,1,136.57655005518373
s8c6,170_1,171_1,171_2,1,171.1932073055647
s8c6,170_3,171_4,171_5,1,173.99099404250546
s8c6,171_3,172_3,172_4,1,167.90524292298792
s8c6,173_7,174_7,174_8,1,155.6954507340633
s8c6,197_13,198_13,198_14,1,172.87498365109818
s8c6,200_12,201_12,201_13,1,149.65675111576044
s8c6,201_18,202_18,202_19,1,162.78392641220927
s8c6,202_17,203_17,203_18,1,146.30993247402023
s8c6,203_9,204_9,204_10,1,150.2551187030578
s8c6,203_10,204_11,204_12,1,158.40468955103228
s8c6,204_1,205_1,205_2,1,135.0
s8c6,204_18,205_19,205_20,1,135.0
s8c6,205_3,206_3,206_4,1,171.86989764584402
s8c6,206_8,207_8,207_9,1,169.38034472384487
s8c6,208_7,209_7,209_8,1,153.434948822922
s8c6,208_16,209_17,209_18,1,167.47119229084848
s8c6,210_11,211_11,211_12,1,164.05460409907712
s8c6,211_6,212_6,212_7,1,155.92450174492114
s8c6,212_5,213_5,213_6,1,153.434948822922
s8c6,213_15,214_15,214_16,1,126.86989764584402
s2c2,30_1,31_1,31_2,1,140.9061411137705
s2c2,82_1,83_1,83_2,1,142.1250163489018
s2c2,85_3,86_3,86_4,1,151.3895403340348
s2c2,133_1,134_1,134_2,1,149.65675111576044
s2c2,136_3,137_3,137_4,1,179.99999999999997
s2c2,136_4,137_5,137_6,1,165.96375653207355
s2c2,150_7,151_7,151_8,1,146.88865803962798
s2c2,180_5,181_5,181_6,1,164.74488129694222
s2c2,182_1,183_1,183_2,1,145.61965527615513
s2c2,184_5,185_5,185_6,1,149.03624346792648
s2c2,186_4,187_4,187_5,1,166.26373169437744
s2c2,186_9,187_10,187_11,1,159.3410899366925
s2c2,187_3,188_3,188_4,1,160.5599651718238
s2c2,197_13,198_13,198_14,1,161.99583839408663
s2c2,197_14,198_15,198_16,1,174.20720350496785
s5c12,42_2,43_2,43_3,1,165.96375653207352
s5c12,44_1,45_1,45_2,1,165.96375653207352
s5c12,85_3,86_3,86_4,1,165.96375653207352
s5c12,86_5,87_5,87_6,1,167.90524292298792
s5c12,98_1,99_1,99_2,1,159.22774531795415
s5c12,98_2,99_3,99_4,1,142.1250163489018
s5c12,124_5,125_5,125_6,1,150.36161631184868
s5c12,129_7,130_7,130_8,1,180.0
s5c12,130_9,131_9,131_10,1,170.53767779197437
s5c12,132_11,133_9,133_10,1,170.7273982227997
s5c12,143_1,144_1,144_2,1,150.25511870305778
s5c12,162_5,163_5,163_6,1,156.03751102542182
s5c12,163_3,164_3,164_4,1,176.63353933657018
s5c12,165_5,166_5,166_6,1,165.5297058999341
s5c12,169_10,170_10,170_11,1,162.89727103094762
s5c12,170_9,171_9,171_10,1,172.18470645323313
s5c12,172_15,173_15,173_16,1,156.5014343240479
s5c12,176_13,177_13,177_14,1,127.18470645323312
s5c12,178_18,179_18,179_19,1,178.1523897340054
s5c12,180_15,181_15,181_16,1,138.81407483429035
s5c12,199_7,200_7,200_8,1,172.87498365109818
s5c12,203_5,204_5,204_6,1,167.47119229084848
s5c12,204_3,205_3,205_4,1,139.3987053549955
s5c12,205_5,206_5,206_6,1,160.75047412731828
s5c12,205_10,206_11,206_12,1,158.19859051364818
s5c12,207_1,208_1,208_2,1,172.8749836510982
s5c12,209_16,210_16,210_17,1,123.69006752597974
s5c12,209_21,210_22,210_23,1,169.5085229876684
s5c12,213_3,214_3,214_4,1,110.77225468204584
s5c12,213_14,214_15,214_16,1,150.80251395393555
s5c12,213_24,214_26,214_27,1,135.0
s5c12,215_17,216_17,216_18,1,166.75948008481282
s20c5,26_1,27_1,27_2,1,153.434948822922
s20c5,29_3,30_3,30_4,1,152.969139740157
s20c5,70_4,71_4,71_5,1,121.67546873810919
s20c5,71_2,72_2,72_3,1,117.97947438848014
s20c5,72_4,73_4,73_5,1,161.565051177078
s20c5,74_1,75_1,75_2,1,131.63353933657018
s20c5,125_7,126_7,126_8,1,152.98733465206146
s20c5,126_3,127_3,127_4,1,94.08561677997488
s20c5,126_5,127_6,127_7,1,174.0938588862295
s20c5,129_8,130_8,130_9,1,158.96248897457818
s20c5,130_5,131_5,131_6,1,167.6609127216738
s20c5,130_12,131_13,131_14,1,140.5993393365206
s20c5,135_1,136_1,136_2,1,158.4985656759521
s20c5,136_3,137_3,137_4,1,168.69006752597977
s20c5,177_5,178_5,178_6,1,130.2363583092738
s20c5,181_12,182_12,182_13,1,119.74488129694222
s20c5,185_7,186_7,186_8,1,127.05652818940959
s20c5,191_15,192_15,192_16,1,163.68614757373945
s20c5,192_17,193_17,193_18,1,180.0
s4c6,18_1,19_1,19_2,1,18.43494882292201
s4c6,56_2,57_2,57_3,1,168.6900675259798
s4c6,62_1,63_1,63_2,1,172.8749836510982
s4c6,107_1,108_1,108_2,1,138.17983011986425
s4c6,112_3,113_3,113_4,1,150.25511870305778
s4c6,151_1,152_1,152_2,1,114.44395478041653
s4c6,152_3,153_3,153_4,1,151.50436138175502
s4c6,162_5,163_5,163_6,1,92.72631099390622
s4c6,162_6,163_7,163_8,1,164.74488129694222
s4c6,193_4,194_4,194_5,1,136.04162667600997
s4c6,199_3,200_3,200_4,1,164.05460409907715
s4c6,200_1,201_1,201_2,1,165.96375653207352
s4c6,205_3,206_3,206_4,1,105.94539590092286
s4c6,206_10,207_10,207_11,1,147.52880770915152
s4c6,208_13,209_13,209_14,1,158.19859051364818
s4c6,213_12,214_12,214_13,1,155.77225468204585
s17c1,46_1,47_1,47_2,1,164.98163936884933
s17c1,46_2,47_3,47_4,1,164.74488129694222
s17c1,89_3,90_3,90_4,1,162.4075754378184
s17c1,94_5,95_5,95_6,1,138.17983011986425
s17c1,104_2,105_2,105_3,1,170.7273982227997
s17c1,114_1,115_1,115_2,1,174.28940686250036
s17c1,135_5,136_5,136_6,1,160.5599651718238
s17c1,135_6,136_7,136_8,1,25.01689347810002
s17c1,138_9,139_9,139_10,1,162.34987578006988
s17c1,139_11,140_11,140_12,1,163.393019421383
s17c1,167_2,168_2,168_3,1,150.01836063115067
s17c1,169_1,170_1,170_2,1,81.97276248956804
s17c1,169_5,170_6,170_7,1,135.0
s17c1,172_5,173_5,173_6,1,158.19859051364818
s17c1,181_9,182_9,182_10,1,142.9434718105904
s17c1,183_13,184_12,184_13,1,161.565051177078
s17c1,189_11,190_11,190_12,1,170.53767779197437
s17c1,189_17,190_18,190_19,1,131.82016988013578
s17c1,193_14,194_14,194_15,1,141.34019174590992
s17c1,196_16,197_16,197_17,1,164.9315118405078
s17c1,199_18,200_18,200_19,1,178.60281897270363
s10c1,23_1,24_1,24_2,1,110.77225468204583
s10c1,68_2,69_2,69_3,1,172.8749836510982
s10c1,73_1,74_1,74_2,1,180.0
s10c1,132_1,133_1,133_2,1,175.2363583092738
s10c1,134_4,135_4,135_5,1,116.565051177078
s10c1,137_6,138_6,138_7,1,165.96375653207352
s10c1,147_3,148_3,148_4,1,90.0
s10c1,180_1,181_1,181_2,1,173.418055344822
s10c1,185_3,186_3,186_4,1,112.61986494804042
s10c1,192_7,193_7,193_8,1,131.63353933657018
s10c1,193_9,194_9,194_10,1,110.69545073406329
s10c1,193_10,194_11,194_12,1,165.51023740611555
s10c1,198_13,199_13,199_14,1,161.565051177078
s21c3,26_1,27_1,27_2,1,126.86989764584402
s21c3,66_2,67_2,67_3,1,180.0
s21c3,75_1,76_1,76_2,1,161.565051177078
s21c3,118_3,119_3,119_4,1,63.43494882292201
s21c3,118_4,119_5,119_6,1,170.53767779197437
s21c3,130_2,131_2,131_3,1,133.2642954110716
s21c3,133_1,134_1,134_2,1,171.86989764584402
s21c3,179_7,180_7,180_8,1,139.3987053549955
s21c3,179_8,180_9,180_10,1,130.9555144258189
s21c3,183_4,184_4,184_5,1,151.31385242626055
s21c3,186_6,187_6,187_7,1,180.0
s21c3,190_3,191_3,191_4,1,180.0
s21c3,191_9,192_9,192_10,1,175.6012946450045
s21c3,193_2,194_2,194_3,1,135.0
s21c3,194_1,195_1,195_2,1,153.434948822922
s9c2,8_1,9_1,9_2,1,135.0
s9c2,66_1,67_1,67_2,1,139.08561677997488
s9c2,72_3,73_3,73_4,1,144.46232220802563
s9c2,118_2,119_2,119_3,1,165.96375653207352
s9c2,124_1,125_1,125_2,1,161.20011484134733
s9c2,131_6,132_6,132_7,1,91.90915243299638
s9c2,134_5,135_5,135_6,1,158.19859051364818
s9c2,166_4,167_4,167_5,1,176.05481377096243
s9c2,168_3,169_3,169_4,1,171.4912966837297
s9c2,177_2,178_2,178_3,1,135.0
s9c2,178_1,179_1,179_2,1,123.69006752597979
s9c2,184_12,185_12,185_13,1,173.99099404250546
s9c2,193_11,194_11,194_12,1,153.434948822922
s9c2,199_9,200_9,200_10,1,179.59651526494125
s9c2,204_5,205_5,205_6,1,177.3369992339329
s9c2,209_8,210_8,210_9,1,138.43363036245054
s9c2,209_9,210_10,210_11,1,124.38034472384487
s9c2,213_7,214_7,214_8,1,154.6538240580533
s9c2,215_15,216_15,216_16,1,176.05481377096245
s7c5,45_2,46_2,46_3,1,159.22774531795415
s7c5,48_1,49_1,49_2,1,164.7448812969422
s7c5,109_4,110_4,110_5,1,167.9052429229879
s7c5,115_3,116_3,116_4,1,173.65980825409008
s7c5,122_2,123_2,123_3,1,180.0
s7c5,143_1,144_1,144_2,1,116.56505117707799
s7c5,159_8,160_8,160_9,1,165.96375653207352
s7c5,166_6,167_6,167_7,1,163.41266144307258
s7c5,173_5,174_5,174_6,1,151.92751306414704
s7c5,186_2,187_2,187_3,1,25.559965171823794
s7c5,187_1,188_1,188_2,1,157.24902365721235
s7c5,205_10,206_10,206_11,1,140.85601358542894
s7c5,207_8,208_8,208_9,1,145.30484646876602
s7c5,208_10,209_10,209_11,1,164.69386102591014
s7c5,210_7,211_7,211_8,1,139.3987053549955
s7c5,215_6,216_6,216_7,1,157.83365417791757
s21c5,17_1,18_1,18_2,1,160.3461759419467
s21c5,57_2,58_2,58_3,1,156.96056402009648
s21c5,68_1,69_1,69_2,1,155.3764352138364
s21c5,103_3,104_3,104_4,1,132.27368900609375
s21c5,110_5,111_5,111_6,1,135.0
s21c5,112_2,113_2,113_3,1,168.55066201149995
s21c5,117_1,118_1,118_2,1,129.80557109226518
s21c5,143_6,144_6,144_7,1,136.930587441167
s21c5,150_5,151_5,151_6,1,168.69006752597977
s21c5,157_9,158_9,158_10,1,146.88865803962798
s21c5,161_11,162_11,162_12,1,111.80140948635182
s21c5,163_3,164_3,164_4,1,171.86989764584402
s21c5,165_2,166_2,166_3,1,180.0
s21c5,171_1,172_1,172_2,1,175.6012946450045
s21c5,188_9,189_9,189_10,1,165.96375653207352
s21c5,189_11,190_11,190_12,1,105.70863782901574
s21c5,190_8,191_8,191_9,1,168.6900675259798
s21c5,191_7,192_7,192_8,1,153.434948822922
s21c5,202_18,203_18,203_19,1,161.565051177078
s21c5,203_16,204_16,204_17,1,177.27368900609372
s21c5,206_15,207_14,207_15,1,139.57392125990086
s21c5,209_5,210_5,210_6,1,170.53767779197437
s21c5,209_18,210_19,210_20,1,180.0
s20c7,1_1,2_1,2_2,1,116.56505117707799
s20c7,51_1,52_1,52_2,1,122.27564431457762
s20c7,55_3,56_3,56_4,1,122.34744349944204
s20c7,111_2,112_2,112_3,1,8.130102354155985
s20c7,117_4,118_4,118_5,1,171.86989764584402
s20c7,127_6,128_6,128_7,1,149.03624346792648
s20c7,168_1,169_1,169_2,1,155.55604521958347
s20c7,169_3,170_3,170_4,1,135.0
s20c7,177_5,178_5,178_6,1,172.8749836510982
s20c7,215_2,216_2,216_3,1,137.6025622024998
s12c3,25_1,26_1,26_2,1,180.0
s12c3,74_2,75_2,75_3,1,135.0
s12c3,77_1,78_1,78_2,1,169.14358665193777
s12c3,127_2,128_2,128_3,1,157.7144123531672
s12c3,134_1,135_1,135_2,1,161.565051177078
s12c3,135_5,136_5,136_6,1,172.23483398157467
s12c3,184_2,185_2,185_3,1,159.07549825507886
s12c3,185_4,186_4,186_5,1,150.8025139539355
s12c3,203_1,204_1,204_2,1,140.9061411137705
s18c1,24_1,25_1,25_2,1,147.52880770915152
s18c1,75_1,76_1,76_2,1,119.74488129694222
s18c1,83_3,84_3,84_4,1,152.62229722866826
s18c1,132_4,133_4,133_5,1,136.930587441167
s18c1,134_1,135_1,135_2,1,171.86989764584402
