cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,0,0,1,0,0,1,0,1
I1,2,2,2,2,1,0,0,1,1,1
I2,2,2,2,2,1,0,0,1,1,1
I3,2,2,2,2,1,0,0,1,1,1
216_15,2,2,2,2,1,0,0,1,1,1
216_14,2,2,2,2,1,0,0,1,1,1
I4,2,2,2,2,1,0,0,1,1,1
216_17,2,2,2,2,1,0,0,1,1,1
216_16,2,2,2,2,1,0,0,1,1,1
I5,2,2,2,2,1,0,2,1,1,1
I6,2,2,2,2,1,1,2,1,1,1
216_19,2,2,2,2,1,1,2,1,1,1
216_18,2,2,2,2,1,1,2,1,1,1
I7,2,2,2,2,1,0,2,1,1,1
216_21,2,2,2,2,1,0,2,1,1,1
216_20,2,2,2,2,1,0,2,1,1,1
I8,0,0,0,0,1,1,0,1,0,1
I9,0,0,0,2,1,1,0,1,0,1
I10,0,2,0,2,1,1,0,1,1,1
216_11,1,2,0,2,1,1,2,1,1,1
I11,0,2,0,2,1,1,0,1,1,1
216_13,0,2,0,2,1,1,0,1,1,1
216_12,0,2,0,2,1,1,0,1,1,1
I12,0,2,0,2,1,1,0,1,2,1
I13,2,2,1,2,1,1,2,1,2,1
216_9,2,2,1,2,1,1,2,1,2,1
216_8,2,2,1,2,1,1,2,1,2,1
I14,0,2,0,2,1,1,0,1,2,1
216_7,0,2,0,2,1,1,0,1,2,1
216_6,0,2,1,2,1,1,0,1,2,1
I15,0,0,0,0,1,1,0,1,2,1
216_1,0,0,2,0,1,1,1,1,2,1
I16,0,0,0,0,1,1,2,1,2,1
216_5,0,0,0,0,1,1,2,1,2,1
I17,0,2,0,0,1,1,2,1,2,1
216_4,0,2,0,0,1,1,2,1,2,1
216_3,0,2,0,0,1,1,2,1,2,1
Evolve tree: [&R] (((((216_3:0.016112149532709976,216_4:0.016112149532709976)I17:0.2417196261682209,216_5:0.2578317757009309)I16:0.29422429906541825,216_1:0.552056074766349)I15:0.304841121495326,(((216_6:0.03667289719626102,216_7:0.03667289719626102)I14:0.2415327102803706,(216_8:0.028392523364485455,216_9:0.028392523364485455)I13:0.24981308411214614)I12:0.2738504672897175,((216_12:0.061962616822428804,216_13:0.061962616822428804)I11:0.2162429906542028,216_11:0.27820560747663164)I10:0.2738504672897175)I9:0.304841121495326)I8:0.3150654205607474,(((216_20:0.17932710280373554,216_21:0.17932710280373554)I7:0.2555327102803714,(216_18:0.16044859813083856,216_19:0.16044859813083856)I6:0.2744112149532683)I5:0.3269158878504656,((216_16:0.16985046728971695,216_17:0.16985046728971695)I4:0.24246728971962375,(216_14:0.15577570093457696,216_15:0.15577570093457696)I3:0.25654205607476377)I2:0.3494579439252318)I1:0.41018691588784995)I0:0.11803738317757013;
