16_1,277.0,322.0
73_3,273.0,312.0
130_5,271.0,315.0
180_9,284.0,320.0
216_15,293.0,317.0
216_14,279.0,319.0
177_10,280.0,283.0
216_17,276.0,266.0
216_16,273.0,287.0
126_6,294.0,301.0
179_12,299.0,297.0
216_19,296.0,274.0
216_18,310.0,297.0
175_12,306.0,273.0
216_21,299.0,229.0
216_20,319.0,268.0
59_1,261.0,336.0
106_2,267.0,318.0
155_4,258.0,312.0
216_11,249.0,311.0
201_8,274.0,305.0
216_13,281.0,296.0
216_12,266.0,311.0
155_3,297.0,337.0
209_7,265.0,335.0
216_9,256.0,326.0
216_8,277.0,341.0
207_5,302.0,351.0
216_7,297.0,341.0
216_6,307.0,361.0
106_1,248.0,344.0
216_1,240.0,380.0
159_2,267.0,342.0
216_5,251.0,343.0
212_3,286.0,332.0
216_4,289.0,328.0
216_3,287.0,341.0
