cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
216_8,2,1,1,1,2,1,1,2,1,0
216_7,2,1,1,1,2,1,1,0,1,0
216_2,0,1,1,1,0,1,1,1,2,0
216_1,2,1,1,1,0,1,1,1,2,0
216_4,2,1,1,1,0,1,1,1,2,0
216_3,2,1,1,1,1,1,1,1,2,0
216_16,0,2,1,1,0,1,1,1,0,0
216_15,0,2,1,1,0,1,1,1,0,0
216_18,0,2,1,2,0,0,1,1,0,0
216_17,0,2,1,2,0,0,1,1,0,0
216_22,0,2,1,1,1,0,0,1,0,2
216_21,0,2,1,0,1,0,0,1,0,2
216_20,0,2,1,2,1,0,1,1,0,1
216_19,0,2,1,2,1,0,1,1,0,1
216_10,1,1,1,0,1,1,0,1,2,0
216_9,1,1,1,0,1,0,1,1,2,0
216_12,0,1,1,1,1,1,0,1,1,0
216_11,0,1,1,1,1,0,0,1,1,2
216_14,0,1,1,0,1,0,1,1,0,2
216_13,0,1,1,0,1,0,1,1,0,2
