cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
216_8,2,0,2,1,2,0,0,0,1,2
216_7,2,0,2,1,2,0,0,0,1,2
216_2,2,1,2,1,2,0,1,0,1,2
216_1,2,1,2,1,2,0,0,0,1,2
216_4,2,1,2,1,2,0,0,0,1,2
216_3,2,1,2,1,2,0,0,0,1,2
216_16,2,2,1,2,1,2,1,0,0,1
216_15,2,2,0,2,1,2,1,0,0,1
216_18,2,2,0,2,1,2,1,1,2,1
216_17,2,2,0,2,1,2,1,1,2,1
216_22,0,2,2,2,1,0,1,0,2,1
216_21,0,2,2,2,1,0,1,0,2,1
216_20,0,2,0,2,1,0,1,0,2,1
216_19,0,2,0,2,1,0,1,0,2,1
216_10,0,2,1,2,1,2,1,0,2,1
216_9,0,2,1,2,1,2,1,0,2,1
216_12,0,2,2,2,1,2,1,1,0,1
216_11,0,2,2,2,1,2,1,1,2,1
216_14,0,2,0,2,1,2,1,0,0,1
216_13,0,2,0,2,1,2,1,0,0,1
