cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,0,0,0,0,0,0,0,0
I1,0,0,0,2,2,0,0,1,1,0
I2,0,0,0,2,2,0,2,1,1,0
216_8,0,0,0,2,2,0,2,1,1,1
216_7,0,0,0,2,2,0,2,1,1,0
I3,2,0,0,2,2,0,0,1,1,0
I4,2,0,0,2,2,0,0,1,1,0
216_2,2,0,0,2,2,0,0,1,1,0
216_1,2,0,0,2,2,0,0,1,1,1
I5,2,0,0,2,2,0,0,1,1,0
216_4,2,0,0,2,2,0,0,1,1,0
216_3,2,0,0,2,2,0,0,1,1,0
I6,1,0,2,0,0,0,0,0,0,1
I7,1,0,2,1,0,0,0,0,2,1
I8,1,0,2,1,2,0,0,0,2,1
I9,1,0,2,1,2,0,0,2,2,1
216_16,1,1,2,1,2,0,0,2,2,1
216_15,1,0,2,1,2,0,0,2,2,1
I10,1,0,2,1,2,0,0,0,2,1
216_18,1,0,2,1,2,1,0,2,2,1
216_17,1,0,2,1,2,0,0,0,2,1
I11,1,0,2,1,0,0,0,0,2,1
I12,1,2,2,1,0,0,0,1,2,1
216_22,1,2,2,1,0,0,0,1,2,1
216_21,1,2,2,1,0,0,0,1,2,1
I13,1,0,2,1,0,0,0,0,2,1
216_20,1,0,2,1,0,1,2,0,2,1
216_19,1,0,2,1,0,0,0,0,2,1
I14,1,0,2,0,0,2,0,1,0,1
I15,1,0,2,0,0,2,1,1,1,1
216_10,1,0,2,0,0,2,1,1,1,1
216_9,1,0,2,0,0,2,1,1,1,1
I16,1,0,2,0,0,2,0,1,0,1
I17,1,0,2,0,0,2,0,1,0,1
216_12,1,1,2,0,0,2,0,1,0,1
216_11,1,0,2,0,1,2,0,1,0,1
I18,1,0,2,0,2,2,0,1,0,1
216_14,1,0,2,0,2,2,0,1,0,1
216_13,1,0,2,0,2,2,0,1,2,1
Evolve tree: [&R] (((((216_13:0.12142580669781664,216_14:0.12142580669781664)I18:0.22781859419587705,(216_11:0.10832906733286884,216_12:0.10832906733286884)I17:0.24091533356082484)I16:0.2661398540106627,(216_9:0.05302434717274747,216_10:0.05302434717274747)I15:0.5623599077316088)I14:0.30392464102003597,(((216_19:0.12581974319240852,216_20:0.12581974319240852)I13:0.23887378594095188,(216_21:0.11704607916389712,216_22:0.11704607916389712)I12:0.24764744996946328)I11:0.250690725770996,((216_17:0.1435385029740302,216_18:0.1435385029740302)I10:0.21083893642923032,(216_15:0.139087268163632,216_16:0.139087268163632)I9:0.2152901712396285)I8:0.2610068155010959)I7:0.30392464102003597)I6:0.32163913874491645,(((216_3:0.0867819963171266,216_4:0.0867819963171266)I5:0.19231857702984811,(216_1:0.08251429874537099,216_2:0.08251429874537099)I4:0.19658627460160372)I3:0.24862890346529798,(216_7:0.07402026117428229,216_8:0.07402026117428229)I2:0.45370921563799055)I1:0.7132185578570363)I0:0;
