cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,0,0,0,0,0,0,0,0
I1,1,0,1,2,0,0,2,0,0,1
216_4,1,0,1,2,0,0,2,0,0,1
I2,1,2,1,2,1,0,2,0,0,1
216_2,1,2,1,2,1,0,2,0,0,1
216_1,1,2,1,2,1,0,2,2,0,1
I3,1,0,0,0,0,0,2,2,0,2
I4,1,0,2,0,2,2,2,2,2,2
216_5,1,0,2,0,2,2,2,2,2,2
I5,1,0,2,0,2,2,2,2,2,2
216_8,1,0,2,0,2,2,2,2,2,2
216_7,1,0,2,0,2,2,2,2,2,2
I6,1,0,0,0,0,0,2,2,0,2
I7,1,0,0,0,0,0,2,2,1,2
216_10,1,0,2,0,0,0,2,2,1,2
216_9,1,0,0,0,0,0,2,2,1,2
I8,1,0,2,0,0,0,2,2,2,2
216_13,1,0,2,0,2,0,2,2,2,2
216_11,1,0,2,0,0,0,2,2,2,2
Evolve tree: [&R] ((((216_11:0.11805078914852637,216_13:0.11805078914852637)I8:0.16650466921858675,(216_9:0.11518127537028744,216_10:0.11518127537028744)I7:0.1693741829968257)I6:0.2629709130776591,((216_7:0.05240721369250083,216_8:0.05240721369250083)I5:0.2039686231584024,216_5:0.2563758368509033)I4:0.291150534593869)I3:0.4255091977376941,((216_1:0.07719389857338455,216_2:0.07719389857338455)I2:0.1791819382775187,216_4:0.2563758368509033)I1:0.7166597323315629)I0:0.0966948526041645;
