cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,0,0,0,0,0,0,0,0
I1,1,0,0,2,0,0,0,2,0,0
I2,1,0,0,2,2,0,2,2,1,1
I3,1,1,0,2,2,1,2,2,1,1
216_14,1,1,1,2,2,1,2,2,1,1
216_13,1,1,0,2,2,1,2,2,1,1
I4,1,2,0,2,2,0,2,2,1,1
216_12,1,2,0,2,2,0,2,2,1,1
216_11,1,2,0,2,2,0,2,2,1,1
I5,1,0,0,2,0,2,0,2,2,0
216_7,1,1,0,2,0,2,2,2,2,1
I6,1,0,0,2,0,2,0,2,2,0
216_10,1,2,2,2,1,2,1,2,2,0
I7,1,0,0,2,1,2,0,2,2,0
216_9,1,0,0,2,1,2,0,2,2,0
216_8,1,0,0,2,1,2,0,2,2,0
I8,0,0,0,0,0,0,0,0,0,2
216_1,1,0,2,1,1,0,1,2,2,2
I9,0,0,2,1,0,0,1,0,0,2
I10,0,2,2,1,0,0,1,1,1,2
216_6,0,2,2,1,1,1,1,1,1,2
216_5,0,2,2,1,2,0,1,1,1,2
I11,0,1,2,1,0,2,1,0,0,2
216_4,2,1,2,1,0,2,1,2,0,2
I12,0,1,2,1,0,2,1,2,0,2
216_3,0,1,2,1,2,2,1,2,0,2
216_2,1,1,2,1,0,2,1,2,0,2
Evolve tree: [&R] (((((216_2:0.234,216_3:0.234)I12:0.306,216_4:0.54)I11:0.33,(216_5:0.516,216_6:0.516)I10:0.354)I9:0.27,216_1:1.1400000000000001)I8:0.15,((((216_8:0.21,216_9:0.21)I7:0.312,216_10:0.522)I6:0.342,216_7:0.864)I5:0.258,((216_11:0.15,216_12:0.15)I4:0.366,(216_13:0.14400000000000002,216_14:0.14400000000000002)I3:0.372)I2:0.606)I1:0.168)I0:0;
