cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,0,0,0,0,0,0,0,0
I1,1,1,1,0,0,1,0,1,2,2
I2,1,1,1,1,0,1,0,1,2,2
I3,1,1,1,1,0,1,0,1,2,2
216_14,1,1,1,1,0,1,0,1,2,2
216_13,1,1,1,1,0,1,0,1,2,2
I4,1,1,1,1,0,1,0,1,2,2
216_12,1,1,1,1,0,1,0,1,2,2
216_11,1,1,1,1,1,1,0,1,2,2
I5,1,1,1,2,0,1,1,1,2,2
216_7,1,1,1,2,2,1,1,1,2,2
I6,1,1,1,2,0,1,1,1,2,2
216_10,1,1,1,2,0,1,1,1,2,2
I7,1,1,1,2,0,1,1,1,2,2
216_9,1,1,1,2,0,1,1,1,2,2
216_8,1,1,1,2,0,1,1,1,2,2
I8,0,0,0,1,0,0,0,0,0,0
216_1,1,0,1,1,2,0,1,1,0,2
I9,0,0,2,1,0,0,2,0,0,0
I10,0,1,2,1,0,0,2,0,0,0
216_6,0,1,2,1,0,0,2,0,0,1
216_5,0,1,2,1,1,0,2,0,0,0
I11,1,0,2,1,0,1,2,0,0,2
216_4,1,2,2,1,0,1,2,0,0,2
I12,1,0,2,1,0,1,2,2,0,2
216_3,1,0,2,1,0,1,2,2,0,2
216_2,1,0,2,1,0,1,2,2,0,2
Evolve tree: [&R] (((((216_2:0.09030406796528304,216_3:0.09030406796528304)I12:0.1660717688856202,216_4:0.2563758368509033)I11:0.2670733427481182,(216_5:0.24092688037062382,216_6:0.24092688037062382)I10:0.2825222992283977)I9:0.3175192269854663,216_1:0.8409684065844876)I8:0.22876201520214315,((((216_8:0.07977664223714206,216_9:0.07977664223714206)I7:0.16496901676183856,216_10:0.2447456589989807)I6:0.2727965480612123,216_7:0.5175422070601926)I5:0.29875400085462206,((216_11:0.05480284044900492,216_12:0.05480284044900492)I4:0.1861240399216188,(216_13:0.05240721369250083,216_14:0.05240721369250083)I3:0.1885196666781229)I2:0.5753693275441915)I1:0.2534342138718161)I0:0;
