cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,0,0,0,0,0,0,0,0
I1,0,0,0,0,0,0,0,1,0,0
I2,2,0,0,0,0,2,1,1,0,0
I3,2,0,0,0,0,2,1,1,0,0
216_4,2,0,0,0,0,2,1,1,0,0
216_3,2,0,0,0,0,2,1,1,0,0
I4,2,2,0,0,0,2,1,1,2,0
216_2,2,2,0,0,0,2,1,1,2,0
216_1,2,2,0,1,0,2,1,1,2,0
I5,0,0,2,0,0,0,0,1,0,0
I6,0,0,2,0,1,2,1,1,1,0
216_9,0,1,2,0,1,2,1,1,1,0
216_8,0,0,2,0,1,2,1,1,1,0
I7,0,0,2,0,0,0,0,1,0,1
216_11,0,0,2,1,0,2,0,1,0,1
216_10,2,1,2,0,0,0,1,1,0,1
I8,0,0,0,0,0,0,0,1,0,0
I9,0,0,0,2,1,2,0,1,1,2
216_13,0,0,0,2,1,2,0,1,1,2
216_12,0,0,0,2,1,2,0,1,1,2
I10,0,0,0,0,0,0,0,1,0,0
216_16,0,0,1,0,0,0,0,1,2,0
216_19,0,2,0,0,0,0,1,1,2,1
Evolve tree: [&R] (((216_19:0.6575514018691524,216_16:0.6575514018691524)I10:0.29095327102803664,(216_12:0.17457943925233374,216_13:0.17457943925233374)I9:0.7739252336448554)I8:0.34149532710280367,(((216_10:0.26798130841121115,216_11:0.26798130841121115)I7:0.2962056074766333,(216_8:0.22289719626167892,216_9:0.22289719626167892)I6:0.34128971962616556)I5:0.3771588785046718,((216_1:0.061962616822428804,216_2:0.061962616822428804)I4:0.21112149532710003,(216_3:0.02428037383177525,216_4:0.02428037383177525)I3:0.2488037383177536)I2:0.6682616822429873)I1:0.34865420560747656)I0:0;
