Newick tree (s):
[&R] ((((((216_22:0.250462065200368,216_23:0.005000000461862558)214_22:0.826422654640495,216_24:0.7137313298973783)171_12:0.0050000004614079024,(216_25:0.005000000477896578,216_26:0.5654237457566617)176_14:0.005000003248653399)131_7:0.5765351147085772,((216_27:0.28933000545047594,216_28:0.005000008959188257)173_15:0.1930434827026727,(216_29:0.3478497443246219,216_30:0.5524681798734592)179_19:0.005000000438444859)131_8:0.14956888935777393)84_4:0.005000000481004188,(((216_20:0.005000000483379203,216_21:0.7374568495932068)177_11:0.4297211730851736,(216_18:0.353071711989613,216_19:0.13630530066179833)184_10:0.0050000004810686165)134_6:0.2366595709933093,216_17:0.6782669931653332)91_3:0.5397176550117272)42_2:0.0050000004981625564,((((216_1:0.24652716208992448,216_2:0.005000000467908232)195_1:0.005000000459660055,(216_3:0.299438339254431,216_4:0.0050000004615754785)202_3:0.7505943508953634)147_1:0.2439404117950871,((216_5:1.1323663725377764,216_6:0.005000000479470107)193_3:0.8537853031980671,(216_7:0.30487861023028234,216_8:0.005000000456792717)200_6:0.0050000003828273255)153_3:0.005000000124054032)95_1:0.005000000473576144,(((216_11:0.2677811016977893,216_12:0.00500000048138325)201_9:0.005000000482767555,(216_9:0.3846359552691498,216_10:0.005000000453691361)206_9:0.531884117692045)151_4:0.005000000466392734,((216_15:0.005000000463896153,216_16:0.18144621929773344)193_8:0.5209203552488942,216_14:0.005000000474665709)151_5:0.4125268014786685)104_3:0.6591370832143375)51_1:1.1177895066195644)virtual:0.0050000000239502455;
Negative-llh: (377.1368912376565, 'optimal')
Dropout rate: 7.94652348361654e-10
Silencing rate: 4.738418211333693e-10
Inferred locations:
214_22 314.63674758290705 304.57024131065
171_12 316.601746247326 258.91195128825257
176_14 316.7538209282365 258.11954818926984
131_7 316.63987820419095 258.5433897198602
173_15 289.8608552124418 263.05407241639546
179_19 296.8534359751223 256.0575123570568
131_8 297.05400743313504 256.5217674473338
84_4 307.8684349164567 264.8073533027992
177_11 348.94137268287676 261.96669584002956
184_10 352.2252803484698 278.4594475160662
134_6 352.0246899399565 278.2959416451608
91_3 344.264638154512 279.53808753016506
42_2 308.18141355243256 265.1575348181004
195_1 324.9038560524364 325.71783699830985
202_3 328.1648692410483 296.30147970671953
147_1 306.4676685373055 314.72850445689085
193_3 287.0548779159132 320.0529738990211
200_6 305.53593323272116 314.8758568091499
153_3 305.68375474356736 314.76618852519226
95_1 305.93839846343536 314.62644441152923
201_9 266.7149532747733 311.44540338659164
206_9 265.95869200432315 311.7489937660096
151_4 266.53819085249575 311.5000404262364
193_8 244.64601874454948 271.02266556538467
151_5 276.64571233898226 293.05096620717796
104_3 266.9416174885916 311.30649010377385
51_1 305.6633410031034 314.38394451253293
virtual 308.16756495573935 265.37644638136845
