51_1,306.0,289.0
104_3,284.0,288.0
151_5,277.0,283.0
216_14,277.0,293.0
193_8,257.0,276.0
216_16,244.0,271.0
216_15,259.0,266.0
151_4,268.0,312.0
206_9,244.0,316.0
216_10,230.0,312.0
216_9,240.0,339.0
201_9,276.0,322.0
216_12,267.0,311.0
216_11,261.0,332.0
95_1,321.0,299.0
153_3,305.0,306.0
200_6,324.0,317.0
216_8,305.0,315.0
216_7,329.0,314.0
193_3,294.0,324.0
216_6,287.0,320.0
216_5,275.0,339.0
147_1,329.0,315.0
202_3,337.0,303.0
216_4,328.0,296.0
216_3,347.0,307.0
195_1,329.0,332.0
216_2,325.0,326.0
216_1,339.0,323.0
42_2,314.0,285.0
91_3,324.0,288.0
216_17,367.0,301.0
134_6,320.0,267.0
184_10,342.0,281.0
216_19,361.0,280.0
216_18,344.0,286.0
177_11,328.0,261.0
216_21,335.0,229.0
216_20,349.0,262.0
84_4,300.0,282.0
131_8,292.0,264.0
179_19,296.0,240.0
216_30,287.0,224.0
216_29,289.0,244.0
173_15,285.0,277.0
216_28,290.0,263.0
216_27,271.0,276.0
131_7,307.0,272.0
176_14,310.0,252.0
216_26,302.0,224.0
216_25,317.0,258.0
171_12,311.0,290.0
216_24,313.0,275.0
214_22,305.0,302.0
216_23,296.0,296.0
216_22,315.0,305.0
