cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
216_8,1,1,2,0,1,0,2,1,1,0
216_6,1,1,2,1,0,1,2,1,0,0
216_5,1,1,2,1,0,0,2,1,0,0
216_4,2,1,2,2,2,2,2,1,2,1
216_3,2,1,2,2,2,0,2,1,2,1
216_2,2,1,2,0,2,2,2,1,2,2
216_1,2,1,2,0,2,2,2,1,2,2
216_12,0,2,1,0,2,2,0,0,2,2
216_11,0,2,1,0,2,2,0,0,2,2
216_14,1,2,1,0,2,2,1,0,0,2
216_13,1,2,1,0,2,2,1,0,0,2
216_15,1,0,2,1,2,2,0,0,1,1
216_18,1,1,2,1,0,2,2,1,1,1
216_17,1,0,0,1,1,2,1,1,1,1
216_28,2,1,1,2,1,1,0,1,2,1
216_27,2,1,1,0,1,1,1,1,2,1
216_30,2,1,1,1,1,1,0,1,2,0
216_29,2,1,1,1,1,1,0,1,2,0
216_26,1,2,2,0,1,1,1,0,2,2
216_25,1,2,2,0,1,1,1,0,2,2
216_24,1,0,2,0,1,1,1,1,2,2
216_23,1,0,2,0,1,1,1,0,2,0
216_22,1,1,2,2,1,1,1,0,2,0
216_21,0,1,2,2,1,1,1,0,2,0
216_20,0,0,2,1,1,1,1,0,2,1
216_19,0,0,2,1,1,1,1,0,2,0
