sigma: 22.470982031241125
216_16 150.0 277.0
216_15 133.0 279.0
216_20 173.0 249.0
216_19 189.0 278.0
216_13 188.0 229.0
216_12 195.0 248.0
216_11 195.0 268.0
216_8 144.0 290.0
216_7 137.0 301.0
216_10 152.0 259.0
216_9 164.0 280.0
216_6 116.0 310.0
216_5 128.0 321.0
216_2 131.0 242.0
216_1 103.0 251.0
216_4 137.0 198.0
216_3 128.0 217.0
193_2 131.35779252515744 211.9973256230611
206_1 124.63685226615694 237.89255440656424
142_1 124.83638054269625 237.66766208011944
191_4 122.42988926720963 314.082690054228
106_1 136.43212400053443 267.91314341543944
190_6 156.68617455927105 273.9837013821533
196_8 156.46727236197563 274.30924864575127
152_5 156.6694035238046 274.0407237952987
194_10 193.52521666475644 258.35898119380965
155_7 164.26559451601204 265.4703931254479
108_3 163.98200092315213 265.69479975569993
60_1 152.4028146319452 267.2041493546498
186_11 165.79318427991998 268.35626446731175
190_9 143.40333702847016 277.242706218004
109_6 165.4362725206651 268.4703418509975
5_1 152.45933587679207 267.20984037541706
