	0
106_1	105
108_3	107
109_6	108
142_1	141
152_5	151
155_7	154
186_11	185
190_6	189
190_9	189
191_4	190
193_2	192
194_10	193
196_8	195
206_1	205
216_1	215
216_10	215
216_11	215
216_12	215
216_13	215
216_15	215
216_16	215
216_19	215
216_2	215
216_20	215
216_3	215
216_4	215
216_5	215
216_6	215
216_7	215
216_8	215
216_9	215
5_1	4
60_1	59
