experiment,method,est_sigma
s21c3_k10_r2_,spalin-divide-beta5,1.47559167409405
s21c3_k10_r2_,spalin-divide-beta7,1.398397883637135
s21c3_k10_r2_,spalin-divide-beta10,1.290057120264855
s21c3_k10_r3_,spalin-spatialonly,2.52092925704884
s21c3_k10_r3_,spalin-divide-beta5-spatialonly,1.477995477717103
s21c3_k10_r3_,spalin,3.03777074790954
s21c3_k10_r3_,spalin-divide-beta1,1.701682858970589
s21c3_k10_r3_,spalin-divide-beta3,1.617577554860935
s21c3_k10_r3_,spalin-divide-beta5,1.531929347333124
s21c3_k10_r3_,spalin-divide-beta7,1.44717508568013
s21c3_k10_r3_,spalin-divide-beta10,1.281084141989166
s21c3_k10_r4_,spalin-spatialonly,2.52064387198237
s21c3_k10_r4_,spalin-divide-beta5-spatialonly,1.478032188488425
s21c3_k10_r4_,spalin,2.59277584736229
s21c3_k10_r4_,spalin-divide-beta1,1.57299794276282
s21c3_k10_r4_,spalin-divide-beta3,1.49705570491295
s21c3_k10_r4_,spalin-divide-beta5,1.419556401685688
s21c3_k10_r4_,spalin-divide-beta7,1.341914494701557
s21c3_k10_r4_,spalin-divide-beta10,1.234755401400358
s21c3_k10_r5_,spalin-spatialonly,2.52092925704884
s21c3_k10_r5_,spalin-divide-beta5-spatialonly,1.477988846508976
s21c3_k10_r5_,spalin,3.203325734409886
s21c3_k10_r5_,spalin-divide-beta1,1.751582844706036
s21c3_k10_r5_,spalin-divide-beta3,1.673927199261689
s21c3_k10_r5_,spalin-divide-beta5,1.59502875894211
s21c3_k10_r5_,spalin-divide-beta7,1.51584702267232
s21c3_k10_r5_,spalin-divide-beta10,1.33793497880879
s21c5_k10_r1_,spalin-spatialonly,3.89025192541
s21c5_k10_r1_,spalin-divide-beta5-spatialonly,1.497395096753155
s21c5_k10_r1_,spalin,2.63281313279653
s21c5_k10_r1_,spalin-divide-beta1,1.581199759738674
s21c5_k10_r1_,spalin-divide-beta3,1.49571255445381
s21c5_k10_r1_,spalin-divide-beta5,1.406475668318839
s21c5_k10_r1_,spalin-divide-beta7,1.3125366741205
s21c5_k10_r1_,spalin-divide-beta10,1.130039850241362
s21c5_k10_r2_,spalin-spatialonly,3.889041478949455
s21c5_k10_r2_,spalin-divide-beta5-spatialonly,1.49738777347001
s21c5_k10_r2_,spalin,2.66472971147121
s21c5_k10_r2_,spalin-divide-beta1,1.593573959935044
s21c5_k10_r2_,spalin-divide-beta3,1.51420227360789
s21c5_k10_r2_,spalin-divide-beta5,1.43253303824701
s21c5_k10_r2_,spalin-divide-beta7,1.302577638878198
s21c5_k10_r2_,spalin-divide-beta10,1.187965770958245
s21c5_k10_r3_,spalin-spatialonly,3.89025192541
s21c5_k10_r3_,spalin-divide-beta5-spatialonly,1.4973920712294
s21c5_k10_r3_,spalin,2.516520241375274
s21c5_k10_r3_,spalin-divide-beta1,1.54788267610548
s21c5_k10_r3_,spalin-divide-beta3,1.469278684675099
s21c5_k10_r3_,spalin-divide-beta5,1.388749027949133
s21c5_k10_r3_,spalin-divide-beta7,1.26960708250576
s21c5_k10_r3_,spalin-divide-beta10,1.15569955483892
s21c5_k10_r4_,spalin-spatialonly,3.89025192541
s21c5_k10_r4_,spalin-divide-beta5-spatialonly,1.497374380581355
s21c5_k10_r4_,spalin,2.297859896802201
s21c5_k10_r4_,spalin-divide-beta1,1.478073307281189
s21c5_k10_r4_,spalin-divide-beta3,1.400479222835981
s21c5_k10_r4_,spalin-divide-beta5,1.320594362277607
s21c5_k10_r4_,spalin-divide-beta7,1.238827270311698
s21c5_k10_r4_,spalin-divide-beta10,1.09401534597369
s21c5_k10_r5_,spalin-spatialonly,3.89025192541
s21c5_k10_r5_,spalin-divide-beta5-spatialonly,1.49736240687436
s21c5_k10_r5_,spalin,2.589066578569662
s21c5_k10_r5_,spalin-divide-beta1,1.56711894652886
s21c5_k10_r5_,spalin-divide-beta3,1.480951719660403
s21c5_k10_r5_,spalin-divide-beta5,1.39163019714134
s21c5_k10_r5_,spalin-divide-beta7,1.261126683798163
s21c5_k10_r5_,spalin-divide-beta10,1.13102093317278
s2c9_k10_r1_,spalin-spatialonly,1.84168109992244
s2c9_k10_r1_,spalin-divide-beta5-spatialonly,0.907461648202205
s2c9_k10_r1_,spalin,2.3856640147102
s2c9_k10_r1_,spalin-divide-beta1,1.487750672394444
s2c9_k10_r1_,spalin-divide-beta3,1.369419241070047
s2c9_k10_r1_,spalin-divide-beta5,1.246069822311483
s2c9_k10_r1_,spalin-divide-beta7,1.122002649049742
s2c9_k10_r1_,spalin-divide-beta10,0.909273251467449
s2c9_k10_r2_,spalin-spatialonly,1.84168109992244
s2c9_k10_r2_,spalin-divide-beta5-spatialonly,0.907049861435668
s2c9_k10_r2_,spalin,2.3860470974434
s2c9_k10_r2_,spalin-divide-beta1,1.487051890178869
s2c9_k10_r2_,spalin-divide-beta3,1.34172367181632
s2c9_k10_r2_,spalin-divide-beta5,1.18349563570024
s2c9_k10_r2_,spalin-divide-beta7,1.11807086628893
s2c9_k10_r2_,spalin-divide-beta10,0.908890231742372
s2c9_k10_r3_,spalin-spatialonly,1.84168109992244
s2c9_k10_r3_,spalin-divide-beta5-spatialonly,0.907314233471681
s2c9_k10_r3_,spalin,2.227341771858612
s2c9_k10_r3_,spalin-divide-beta1,1.436510039571302
s2c9_k10_r3_,spalin-divide-beta3,1.304426232251237
s2c9_k10_r3_,spalin-divide-beta5,1.15060732278614
s2c9_k10_r3_,spalin-divide-beta7,1.073186076531436
s2c9_k10_r3_,spalin-divide-beta10,0.910171816912001
s2c9_k10_r4_,spalin-spatialonly,1.84168109992244
s2c9_k10_r4_,spalin-divide-beta5-spatialonly,0.907059196535106
s2c9_k10_r4_,spalin,2.17529704553278
s2c9_k10_r4_,spalin-divide-beta1,1.418067580797923
s2c9_k10_r4_,spalin-divide-beta3,1.298511885525597
s2c9_k10_r4_,spalin-divide-beta5,1.176886084273699
s2c9_k10_r4_,spalin-divide-beta7,1.070709261276484
s2c9_k10_r4_,spalin-divide-beta10,0.916688308111173
s2c9_k10_r5_,spalin-spatialonly,3.2503499945518
s2c9_k10_r5_,spalin-divide-beta5-spatialonly,0.907482081072215
s2c9_k10_r5_,spalin,2.57354905510918
s2c9_k10_r5_,spalin-divide-beta1,1.54221808803632
s2c9_k10_r5_,spalin-divide-beta3,1.411771685903277
s2c9_k10_r5_,spalin-divide-beta5,1.2793258941355
s2c9_k10_r5_,spalin-divide-beta7,1.165095029627048
s2c9_k10_r5_,spalin-divide-beta10,0.95622391713473
s16c8_k10_r1_,spalin-spatialonly,4.30442028239964
s16c8_k10_r1_,spalin-divide-beta5-spatialonly,1.577257814521741
s16c8_k10_r1_,spalin,3.842536809232992
s16c8_k10_r1_,spalin-divide-beta1,1.911706972832134
s16c8_k10_r1_,spalin-divide-beta3,1.81201714834369
s16c8_k10_r1_,spalin-divide-beta5,1.682260596430202
s16c8_k10_r1_,spalin-divide-beta7,1.51480117687172
s16c8_k10_r1_,spalin-divide-beta10,1.40852999529712
s16c8_k10_r2_,spalin-spatialonly,4.81371926245875
s16c8_k10_r2_,spalin-divide-beta5-spatialonly,1.57729905690074
s16c8_k10_r2_,spalin,3.68856531544489
s16c8_k10_r2_,spalin-divide-beta1,1.873452693340195
s16c8_k10_r2_,spalin-divide-beta3,1.776466220522271
s16c8_k10_r2_,spalin-divide-beta5,1.657624431382601
s16c8_k10_r2_,spalin-divide-beta7,1.49473460113365
s16c8_k10_r2_,spalin-divide-beta10,1.387664110487977
s16c8_k10_r3_,spalin-spatialonly,4.81371926245875
s16c8_k10_r3_,spalin-divide-beta5-spatialonly,1.57732300166319
s16c8_k10_r3_,spalin,3.396564135175897
s16c8_k10_r3_,spalin-divide-beta1,1.797145930240654
s16c8_k10_r3_,spalin-divide-beta3,1.702302984270475
s16c8_k10_r3_,spalin-divide-beta5,1.60298461331538
s16c8_k10_r3_,spalin-divide-beta7,1.49884698123787
s16c8_k10_r3_,spalin-divide-beta10,1.306569511078692
s16c8_k10_r4_,spalin-spatialonly,4.30442028239964
s16c8_k10_r4_,spalin-divide-beta5-spatialonly,1.577275555064533
s16c8_k10_r4_,spalin,3.724194522986844
s16c8_k10_r4_,spalin-divide-beta1,1.884004508402492
s16c8_k10_r4_,spalin-divide-beta3,1.789596824687106
s16c8_k10_r4_,spalin-divide-beta5,1.670327489136579
s16c8_k10_r4_,spalin-divide-beta7,1.51043263769386
s16c8_k10_r4_,spalin-divide-beta10,1.40825829052601
s16c8_k10_r5_,spalin-spatialonly,4.30442028239964
s16c8_k10_r5_,spalin-divide-beta5-spatialonly,1.577306717484039
s16c8_k10_r5_,spalin,3.636623852021782
s16c8_k10_r5_,spalin-divide-beta1,1.861508909120549
s16c8_k10_r5_,spalin-divide-beta3,1.76788122703666
s16c8_k10_r5_,spalin-divide-beta5,1.653671039895638
s16c8_k10_r5_,spalin-divide-beta7,1.493741374822727
s16c8_k10_r5_,spalin-divide-beta10,1.389546002296431
s14c2_k10_r1_,spalin-spatialonly,2.920901257591528
s14c2_k10_r1_,spalin-divide-beta5-spatialonly,1.229326376036324
s14c2_k10_r1_,spalin,2.848114929612413
s14c2_k10_r1_,spalin-divide-beta1,1.62487898450407
s14c2_k10_r1_,spalin-divide-beta3,1.493216809504439
s14c2_k10_r1_,spalin-divide-beta5,1.352038427045699
s14c2_k10_r1_,spalin-divide-beta7,1.201508964443214
s14c2_k10_r1_,spalin-divide-beta10,0.908038142058516
s14c2_k10_r2_,spalin-spatialonly,2.920901257591528
s14c2_k10_r2_,spalin-divide-beta5-spatialonly,1.229326186298512
s14c2_k10_r2_,spalin,2.60558173464885
s14c2_k10_r2_,spalin-divide-beta1,1.55841340328449
s14c2_k10_r2_,spalin-divide-beta3,1.4417204742307
s14c2_k10_r2_,spalin-divide-beta5,1.316328894534743
s14c2_k10_r2_,spalin-divide-beta7,1.182381831939092
s14c2_k10_r2_,spalin-divide-beta10,0.921910068735564
s14c2_k10_r3_,spalin-spatialonly,2.920901257591528
s14c2_k10_r3_,spalin-divide-beta5-spatialonly,1.22937219027696
s14c2_k10_r3_,spalin,2.12677476586516
s14c2_k10_r3_,spalin-divide-beta1,1.405937592797384
s14c2_k10_r3_,spalin-divide-beta3,1.295724993386938
s14c2_k10_r3_,spalin-divide-beta5,1.177059920073684
s14c2_k10_r3_,spalin-divide-beta7,1.048395638377524
s14c2_k10_r3_,spalin-divide-beta10,0.824899849307585
s14c2_k10_r4_,spalin-spatialonly,3.58170725406389
s14c2_k10_r4_,spalin-divide-beta5-spatialonly,1.22936093434228
s14c2_k10_r4_,spalin,2.970520410860708
s14c2_k10_r4_,spalin-divide-beta1,1.660610994153496
s14c2_k10_r4_,spalin-divide-beta3,1.528413426781465
s14c2_k10_r4_,spalin-divide-beta5,1.386564914490782
s14c2_k10_r4_,spalin-divide-beta7,1.234876999107799
s14c2_k10_r4_,spalin-divide-beta10,0.929902584525652
s14c2_k10_r5_,spalin-spatialonly,2.920901257591528
s14c2_k10_r5_,spalin-divide-beta5-spatialonly,1.229371655209082
s14c2_k10_r5_,spalin,3.219750851631506
s14c2_k10_r5_,spalin-divide-beta1,1.730094045137808
s14c2_k10_r5_,spalin-divide-beta3,1.595388159099699
s14c2_k10_r5_,spalin-divide-beta5,1.451519989441842
s14c2_k10_r5_,spalin-divide-beta7,1.287731958062779
s14c2_k10_r5_,spalin-divide-beta10,0.955429808957986
s16c6_k10_r1_,spalin-spatialonly,3.183095605210634
s16c6_k10_r1_,spalin-divide-beta5-spatialonly,1.42639590519115
s16c6_k10_r1_,spalin,3.50256809825743
s16c6_k10_r1_,spalin-divide-beta1,1.823011527768474
s16c6_k10_r1_,spalin-divide-beta3,1.72308544815462
s16c6_k10_r1_,spalin-divide-beta5,1.6188281966459
s16c6_k10_r1_,spalin-divide-beta7,1.510515815662604
s16c6_k10_r1_,spalin-divide-beta10,1.226564989811371
s16c6_k10_r2_,spalin-spatialonly,3.183095605210634
s16c6_k10_r2_,spalin-divide-beta5-spatialonly,1.426453136120922
s16c6_k10_r2_,spalin,2.920576602883852
s16c6_k10_r2_,spalin-divide-beta1,1.663673774128602
s16c6_k10_r2_,spalin-divide-beta3,1.57046594580547
s16c6_k10_r2_,spalin-divide-beta5,1.474272392293198
s16c6_k10_r2_,spalin-divide-beta7,1.3586830145891
s16c6_k10_r2_,spalin-divide-beta10,1.14798432565216
s16c6_k10_r3_,spalin-spatialonly,3.183095605210634
s16c6_k10_r3_,spalin-divide-beta5-spatialonly,1.639877938501813
s16c6_k10_r3_,spalin,2.93986986612341
s16c6_k10_r3_,spalin-divide-beta1,1.67087503190228
s16c6_k10_r3_,spalin-divide-beta3,1.581130918336837
s16c6_k10_r3_,spalin-divide-beta5,1.488266371094003
s16c6_k10_r3_,spalin-divide-beta7,1.392824091000397
s16c6_k10_r3_,spalin-divide-beta10,1.163423783284153
s16c6_k10_r4_,spalin-spatialonly,3.182697276156827
s16c6_k10_r4_,spalin-divide-beta5-spatialonly,1.434403446596138
s16c6_k10_r4_,spalin,2.853424888780949
s16c6_k10_r4_,spalin-divide-beta1,1.645673296459727
s16c6_k10_r4_,spalin-divide-beta3,1.555691291329934
s16c6_k10_r4_,spalin-divide-beta5,1.462231775075217
s16c6_k10_r4_,spalin-divide-beta7,1.349570964123195
s16c6_k10_r4_,spalin-divide-beta10,1.156645392113961
s16c6_k10_r5_,spalin-spatialonly,3.183095605210634
s16c6_k10_r5_,spalin-divide-beta5-spatialonly,1.426403749125557
s16c6_k10_r5_,spalin,3.64829742107986
s16c6_k10_r5_,spalin-divide-beta1,1.861165850873412
s16c6_k10_r5_,spalin-divide-beta3,1.76075648907107
s16c6_k10_r5_,spalin-divide-beta5,1.656884206732716
s16c6_k10_r5_,spalin-divide-beta7,1.514256457405349
s16c6_k10_r5_,spalin-divide-beta10,1.279637050986022
s16c1_k10_r1_,spalin-spatialonly,3.503809799958
s16c1_k10_r1_,spalin-divide-beta5-spatialonly,1.587351212990286
s16c1_k10_r1_,spalin,2.825004560856649
s16c1_k10_r1_,spalin-divide-beta1,1.63673521892819
s16c1_k10_r1_,spalin-divide-beta3,1.535532194130447
s16c1_k10_r1_,spalin-divide-beta5,1.422848079137868
s16c1_k10_r1_,spalin-divide-beta7,1.317232209180306
s16c1_k10_r1_,spalin-divide-beta10,1.24517544076206
s16c1_k10_r2_,spalin-spatialonly,3.504062742894013
s16c1_k10_r2_,spalin-divide-beta5-spatialonly,1.587399458071326
s16c1_k10_r2_,spalin,2.898995324923663
s16c1_k10_r2_,spalin-divide-beta1,1.66048667760835
s16c1_k10_r2_,spalin-divide-beta3,1.5608193168661
s16c1_k10_r2_,spalin-divide-beta5,1.451871167101925
s16c1_k10_r2_,spalin-divide-beta7,1.31822373293692
s16c1_k10_r2_,spalin-divide-beta10,1.286579816009978
s16c1_k10_r3_,spalin-spatialonly,3.504062742894013
s16c1_k10_r3_,spalin-divide-beta5-spatialonly,1.58736647648222
s16c1_k10_r3_,spalin,2.37691196260245
s16c1_k10_r3_,spalin-divide-beta1,1.502882605689141
s16c1_k10_r3_,spalin-divide-beta3,1.423876153921343
s16c1_k10_r3_,spalin-divide-beta5,1.343973107510581
s16c1_k10_r3_,spalin-divide-beta7,1.247680910635917
s16c1_k10_r3_,spalin-divide-beta10,1.201312593137031
s16c1_k10_r4_,spalin-spatialonly,3.504062742894013
s16c1_k10_r4_,spalin-divide-beta5-spatialonly,1.587400458040978
s16c1_k10_r4_,spalin,2.67787232542056
s16c1_k10_r4_,spalin-divide-beta1,1.59516430262751
s16c1_k10_r4_,spalin-divide-beta3,1.511618313813346
s16c1_k10_r4_,spalin-divide-beta5,1.42802252562492
s16c1_k10_r4_,spalin-divide-beta7,1.27983244492638
s16c1_k10_r4_,spalin-divide-beta10,1.228572124417846
s16c1_k10_r5_,spalin-spatialonly,3.504062742894013
s16c1_k10_r5_,spalin-divide-beta5-spatialonly,1.587383441386824
s16c1_k10_r5_,spalin,2.767752402333929
s16c1_k10_r5_,spalin-divide-beta1,1.620299050325263
s16c1_k10_r5_,spalin-divide-beta3,1.531204338204566
s16c1_k10_r5_,spalin-divide-beta5,1.439468820408695
s16c1_k10_r5_,spalin-divide-beta7,1.297153031504373
s16c1_k10_r5_,spalin-divide-beta10,1.244827416748578
s10c4_k10_r1_,spalin-spatialonly,2.323962159222192
s10c4_k10_r1_,spalin-divide-beta5-spatialonly,1.260106174531311
s10c4_k10_r1_,spalin,2.7795875178373
s10c4_k10_r1_,spalin-divide-beta1,1.617383979323688
s10c4_k10_r1_,spalin-divide-beta3,1.51261569552953
s10c4_k10_r1_,spalin-divide-beta5,1.400180091045928
s10c4_k10_r1_,spalin-divide-beta7,1.278071080612363
s10c4_k10_r1_,spalin-divide-beta10,1.06967416162721
s10c4_k10_r2_,spalin-spatialonly,2.323962159222192
s10c4_k10_r2_,spalin-divide-beta5-spatialonly,1.253201841826692
s10c4_k10_r2_,spalin,3.28571022047352
s10c4_k10_r2_,spalin-divide-beta1,1.757189118939789
s10c4_k10_r2_,spalin-divide-beta3,1.640441551129916
s10c4_k10_r2_,spalin-divide-beta5,1.514976501314169
s10c4_k10_r2_,spalin-divide-beta7,1.378595737760982
s10c4_k10_r2_,spalin-divide-beta10,1.14596360973885
s10c4_k10_r3_,spalin-spatialonly,2.323962159222192
s10c4_k10_r3_,spalin-divide-beta5-spatialonly,1.2566152947426
s10c4_k10_r3_,spalin,3.013918903718614
s10c4_k10_r3_,spalin-divide-beta1,1.683890090719256
s10c4_k10_r3_,spalin-divide-beta3,1.574389980654653
s10c4_k10_r3_,spalin-divide-beta5,1.456846804972664
s10c4_k10_r3_,spalin-divide-beta7,1.32918065551377
s10c4_k10_r3_,spalin-divide-beta10,1.11146674709913
s10c4_k10_r4_,spalin-spatialonly,2.323962159222192
s10c4_k10_r4_,spalin-divide-beta5-spatialonly,1.253176399884717
s10c4_k10_r4_,spalin,2.58641104129838
s10c4_k10_r4_,spalin-divide-beta1,1.560873830172747
s10c4_k10_r4_,spalin-divide-beta3,1.46197720456327
s10c4_k10_r4_,spalin-divide-beta5,1.35545524025055
s10c4_k10_r4_,spalin-divide-beta7,1.240422048781498
s10c4_k10_r4_,spalin-divide-beta10,1.047269474466982
s10c4_k10_r5_,spalin-spatialonly,2.323962159222192
s10c4_k10_r5_,spalin-divide-beta5-spatialonly,1.26231729709277
s10c4_k10_r5_,spalin,3.30600032583204
s10c4_k10_r5_,spalin-divide-beta1,1.764076710601903
s10c4_k10_r5_,spalin-divide-beta3,1.650759284793424
s10c4_k10_r5_,spalin-divide-beta5,1.528828851200486
s10c4_k10_r5_,spalin-divide-beta7,1.396404188717086
s10c4_k10_r5_,spalin-divide-beta10,1.173759180376824
s8c1_k10_r1_,spalin-spatialonly,3.37566559772506
s8c1_k10_r1_,spalin-divide-beta5-spatialonly,1.235079068171274
s8c1_k10_r1_,spalin,2.06216976774034
s8c1_k10_r1_,spalin-divide-beta1,1.388166073401624
s8c1_k10_r1_,spalin-divide-beta3,1.28952640525053
s8c1_k10_r1_,spalin-divide-beta5,1.188027404796815
s8c1_k10_r1_,spalin-divide-beta7,1.086788294878135
s8c1_k10_r1_,spalin-divide-beta10,0.944833284151674
s8c1_k10_r2_,spalin-spatialonly,3.37566559772506
s8c1_k10_r2_,spalin-divide-beta5-spatialonly,1.23507529152209
s8c1_k10_r2_,spalin,2.555783560224339
s8c1_k10_r2_,spalin-divide-beta1,1.543206292769112
s8c1_k10_r2_,spalin-divide-beta3,1.42923922201151
s8c1_k10_r2_,spalin-divide-beta5,1.313068111745491
s8c1_k10_r2_,spalin-divide-beta7,1.156256313570985
s8c1_k10_r2_,spalin-divide-beta10,1.032779485045585
s8c1_k10_r3_,spalin-spatialonly,3.37566559772506
s8c1_k10_r3_,spalin-divide-beta5-spatialonly,1.235047069741209
s8c1_k10_r3_,spalin,2.289389955799656
s8c1_k10_r3_,spalin-divide-beta1,1.457757899763828
s8c1_k10_r3_,spalin-divide-beta3,1.342629911533864
s8c1_k10_r3_,spalin-divide-beta5,1.222791708482676
s8c1_k10_r3_,spalin-divide-beta7,1.08045349296144
s8c1_k10_r3_,spalin-divide-beta10,0.96812099194407
s8c1_k10_r4_,spalin-spatialonly,3.37566559772506
s8c1_k10_r4_,spalin-divide-beta5-spatialonly,1.235117490334303
s8c1_k10_r4_,spalin,2.03162269866528
s8c1_k10_r4_,spalin-divide-beta1,1.375426337702368
s8c1_k10_r4_,spalin-divide-beta3,1.272012320048058
s8c1_k10_r4_,spalin-divide-beta5,1.164479658203096
s8c1_k10_r4_,spalin-divide-beta7,1.05570447857436
s8c1_k10_r4_,spalin-divide-beta10,0.947573297792143
s8c1_k10_r5_,spalin-spatialonly,2.042912094600987
s8c1_k10_r5_,spalin-divide-beta5-spatialonly,1.23510892148653
s8c1_k10_r5_,spalin,1.98814093466509
s8c1_k10_r5_,spalin-divide-beta1,1.360177427174014
s8c1_k10_r5_,spalin-divide-beta3,1.256065214435354
s8c1_k10_r5_,spalin-divide-beta5,1.14769299591219
s8c1_k10_r5_,spalin-divide-beta7,1.0395857136379
s8c1_k10_r5_,spalin-divide-beta10,0.925841501426165
s2c8_k10_r1_,spalin-spatialonly,3.14618627181139
s2c8_k10_r1_,spalin-divide-beta5-spatialonly,1.29388920475697
s2c8_k10_r1_,spalin,3.402841900048658
s2c8_k10_r1_,spalin-divide-beta1,1.772191657499989
s2c8_k10_r1_,spalin-divide-beta3,1.619409583246092
s2c8_k10_r1_,spalin-divide-beta5,1.456496617216602
s2c8_k10_r1_,spalin-divide-beta7,1.171788550082536
s2c8_k10_r1_,spalin-divide-beta10,0.891823656689655
s2c8_k10_r2_,spalin-spatialonly,3.14618627181139
s2c8_k10_r2_,spalin-divide-beta5-spatialonly,1.295751181844863
s2c8_k10_r2_,spalin,2.5613639250302
s2c8_k10_r2_,spalin-divide-beta1,1.538395654236094
s2c8_k10_r2_,spalin-divide-beta3,1.40778987541451
s2c8_k10_r2_,spalin-divide-beta5,1.2660747396455
s2c8_k10_r2_,spalin-divide-beta7,1.11144439155792
s2c8_k10_r2_,spalin-divide-beta10,0.834582690359163
s2c8_k10_r3_,spalin-spatialonly,3.14618627181139
s2c8_k10_r3_,spalin-divide-beta5-spatialonly,1.295608717934
s2c8_k10_r3_,spalin,2.136478737079084
s2c8_k10_r3_,spalin-divide-beta1,1.404283412443595
s2c8_k10_r3_,spalin-divide-beta3,1.28327783931553
s2c8_k10_r3_,spalin-divide-beta5,1.153248619766665
s2c8_k10_r3_,spalin-divide-beta7,1.01629752104254
s2c8_k10_r3_,spalin-divide-beta10,0.766714076829825
s2c8_k10_r4_,spalin-spatialonly,3.14618627181139
s2c8_k10_r4_,spalin-divide-beta5-spatialonly,1.29374664977093
s2c8_k10_r4_,spalin,2.41188022079746
s2c8_k10_r4_,spalin-divide-beta1,1.49245764097791
s2c8_k10_r4_,spalin-divide-beta3,1.364954532371002
s2c8_k10_r4_,spalin-divide-beta5,1.22835111793771
s2c8_k10_r4_,spalin-divide-beta7,1.027131220462063
s2c8_k10_r4_,spalin-divide-beta10,0.847272772659252
s2c8_k10_r5_,spalin-spatialonly,2.38559748543944
s2c8_k10_r5_,spalin-divide-beta5-spatialonly,1.294857739863884
s2c8_k10_r5_,spalin,2.689876471678595
s2c8_k10_r5_,spalin-divide-beta1,1.577968525588982
s2c8_k10_r5_,spalin-divide-beta3,1.446741802757001
s2c8_k10_r5_,spalin-divide-beta5,1.305760430472299
s2c8_k10_r5_,spalin-divide-beta7,1.08056103138681
s2c8_k10_r5_,spalin-divide-beta10,0.84141238923361
s8c6_k10_r1_,spalin-spatialonly,3.636868798233983
s8c6_k10_r1_,spalin-divide-beta5-spatialonly,1.41641839825345
s8c6_k10_r1_,spalin,3.48290464784632
s8c6_k10_r1_,spalin-divide-beta1,1.819888149413087
s8c6_k10_r1_,spalin-divide-beta3,1.716692863383868
s8c6_k10_r1_,spalin-divide-beta5,1.591236604163186
s8c6_k10_r1_,spalin-divide-beta7,1.485411773201857
s8c6_k10_r1_,spalin-divide-beta10,1.31278303874179
s8c6_k10_r2_,spalin-spatialonly,3.636868798233983
s8c6_k10_r2_,spalin-divide-beta5-spatialonly,1.41639898767897
s8c6_k10_r2_,spalin,3.978781422346105
s8c6_k10_r2_,spalin-divide-beta1,1.945495189554333
s8c6_k10_r2_,spalin-divide-beta3,1.825263326362921
s8c6_k10_r2_,spalin-divide-beta5,1.69368306234602
s8c6_k10_r2_,spalin-divide-beta7,1.575081131799221
s8c6_k10_r2_,spalin-divide-beta10,1.3893190050595
s8c6_k10_r3_,spalin-spatialonly,3.636868798233983
s8c6_k10_r3_,spalin-divide-beta5-spatialonly,1.41770998333977
s8c6_k10_r3_,spalin,4.108000229193506
s8c6_k10_r3_,spalin-divide-beta1,1.976026913547792
s8c6_k10_r3_,spalin-divide-beta3,1.851570559215
s8c6_k10_r3_,spalin-divide-beta5,1.716769173576652
s8c6_k10_r3_,spalin-divide-beta7,1.590454863628604
s8c6_k10_r3_,spalin-divide-beta10,1.417000764989161
s8c6_k10_r4_,spalin-spatialonly,3.636868798233983
s8c6_k10_r4_,spalin-divide-beta5-spatialonly,1.420120123527435
s8c6_k10_r4_,spalin,3.8168911966932
s8c6_k10_r4_,spalin-divide-beta1,1.905633086201217
s8c6_k10_r4_,spalin-divide-beta3,1.79206493879011
s8c6_k10_r4_,spalin-divide-beta5,1.663250243245106
s8c6_k10_r4_,spalin-divide-beta7,1.547819283641102
s8c6_k10_r4_,spalin-divide-beta10,1.374003064366879
s8c6_k10_r5_,spalin-spatialonly,3.636868798233983
s8c6_k10_r5_,spalin-divide-beta5-spatialonly,1.41715024101567
s8c6_k10_r5_,spalin,3.904698382539536
s8c6_k10_r5_,spalin-divide-beta1,1.926827332448184
s8c6_k10_r5_,spalin-divide-beta3,1.8097030133998
s8c6_k10_r5_,spalin-divide-beta5,1.677630028316926
s8c6_k10_r5_,spalin-divide-beta7,1.55874598721389
s8c6_k10_r5_,spalin-divide-beta10,1.367644129646919
s10c5_k10_r1_,spalin-spatialonly,2.631845826542787
s10c5_k10_r1_,spalin-divide-beta5-spatialonly,1.417095243123842
s10c5_k10_r1_,spalin,2.89206894623718
s10c5_k10_r1_,spalin-divide-beta1,1.646080633377817
s10c5_k10_r1_,spalin-divide-beta3,1.531623101777101
s10c5_k10_r1_,spalin-divide-beta5,1.4085195958293
s10c5_k10_r1_,spalin-divide-beta7,1.274784077289462
s10c5_k10_r1_,spalin-divide-beta10,1.032793544246371
s10c5_k10_r2_,spalin-spatialonly,3.04404686502545
s10c5_k10_r2_,spalin-divide-beta5-spatialonly,1.42887444288361
s10c5_k10_r2_,spalin,2.7557686023943
s10c5_k10_r2_,spalin-divide-beta1,1.606985686034546
s10c5_k10_r2_,spalin-divide-beta3,1.49558407065923
s10c5_k10_r2_,spalin-divide-beta5,1.375883694269607
s10c5_k10_r2_,spalin-divide-beta7,1.246012911386884
s10c5_k10_r2_,spalin-divide-beta10,1.014006506308583
s10c5_k10_r3_,spalin-spatialonly,3.04404686502545
s10c5_k10_r3_,spalin-divide-beta5-spatialonly,1.416838484361392
s10c5_k10_r3_,spalin,2.92432116155146
s10c5_k10_r3_,spalin-divide-beta1,1.654479739201282
s10c5_k10_r3_,spalin-divide-beta3,1.53820526955038
s10c5_k10_r3_,spalin-divide-beta5,1.413811025268723
s10c5_k10_r3_,spalin-divide-beta7,1.280729681242648
s10c5_k10_r3_,spalin-divide-beta10,0.994684318752602
s10c5_k10_r4_,spalin-spatialonly,3.04404686502545
s10c5_k10_r4_,spalin-divide-beta5-spatialonly,1.41767434931499
s10c5_k10_r4_,spalin,3.11380705902017
s10c5_k10_r4_,spalin-divide-beta1,1.7098784572597
