Angle,Source
137.3532968661083,Real
113.96248897457818,Real
159.8293465881496,Real
180.0,Real
133.7811247648687,Real
166.32869286780416,Real
158.38522105721373,Real
153.434948822922,Real
164.69386102591014,Real
154.44003482817618,Real
138.3664606634298,Real
139.39870535499554,Real
168.69006752597977,Real
120.52970589993409,Real
148.73626830562256,Real
138.17983011986425,Real
173.51692630710275,Real
111.80140948635182,Real
171.86989764584402,Real
148.84069549165562,Real
124.09497795476557,Real
167.0053832080835,Real
172.8749836510982,Real
143.02723751043195,Real
173.99099404250546,Real
160.25316339457387,Real
162.28420729362307,Real
149.26451229807992,Real
162.78392641220927,Real
122.47119229084848,Real
156.8936731417284,Real
147.4259428654275,Real
159.71744091108337,Real
180.0,Real
166.8659776936037,Real
161.565051177078,Real
109.44003482817618,Real
150.2551187030578,Real
146.88865803962796,Real
173.48019824834302,Real
134.51853419416165,Real
153.434948822922,Real
129.28940686250036,Real
164.9315118405078,Real
169.33021719550334,Real
153.434948822922,Real
180.0,Real
128.65980825409008,Real
57.9946167919165,Real
149.03624346792648,Real
123.04812486997523,Real
168.69006752597977,Real
162.01266534793854,Real
145.4914770123316,Real
138.17983011986425,Real
139.6106493186606,Real
161.565051177078,Real
169.69515353123398,Real
147.52880770915152,Real
142.12501634890182,Real
135.0,Real
148.73626830562256,Real
142.76516601842533,Real
162.34987578006988,Real
180.0,Real
135.0,Real
138.3664606634298,Real
108.43494882292201,Real
159.95475057457898,Real
125.72739822279969,Real
153.434948822922,Real
158.62937773065684,Real
145.1755108430432,Real
137.72631099390625,Real
123.17851165939277,Real
150.94539590092285,Real
139.57392125990086,Real
152.4027041313563,Real
164.05460409907712,Real
167.47119229084848,Real
150.25511870305778,Real
158.19859051364818,Real
166.4295656148385,Real
124.50852298766841,Real
180.0,Real
161.565051177078,Real
180.0,Real
136.54815769897797,Real
57.9946167919165,Real
142.1250163489018,Real
110.77225468204583,Real
172.8749836510982,Real
180.0,Real
175.2363583092738,Real
116.565051177078,Real
165.96375653207352,Real
90.0,Real
173.418055344822,Real
112.61986494804042,Real
131.63353933657018,Real
110.69545073406329,Real
165.51023740611555,Real
161.565051177078,Real
137.72631099390622,Real
173.65980825409008,Real
174.8055710922652,Real
163.36119432957375,Real
174.80557109226518,Real
148.91249467652003,Real
155.1706534118504,Real
172.0565281894096,Real
180.0,Real
147.52880770915152,Real
157.16634582208246,Real
174.80557109226518,Real
154.4400348281762,Real
152.4027041313563,Real
167.47119229084848,Real
172.8749836510982,Real
150.77194805685485,Real
147.3390872783262,Real
149.32271997820357,Real
155.55604521958347,Real
152.74467162505692,Real
148.5704343851615,Real
142.12501634890182,Real
127.99873244250466,Real
150.70863782901571,Real
135.0,Real
150.70863782901574,Real
170.75388725443673,Real
150.25511870305778,Real
139.63546342690265,Real
138.36646066342982,Real
160.3461759419467,Real
153.434948822922,Real
176.5935562450053,Real
155.22485943116808,Real
174.5596679689945,Real
169.26110289909457,Real
161.565051177078,Real
156.5014343240479,Real
107.10272896905236,Real
175.36453657309735,Real
138.36646066342982,Real
174.0938588862295,Real
143.9726266148964,Real
171.86989764584402,Real
131.58341180822865,Real
170.40686573726964,Real
156.80140948635182,Real
175.42607874009914,Real
155.77225468204585,Real
